source,path_hash,ratio_kbd,ratio_vorbis,ratio_max
library,83395108241f7d8a,1.2771,1.2453,1.2771
library,839e1b8b045c979a,1.2289,1.2047,1.2289
library,847ec4a22bcc368e,1.3012,1.2593,1.3012
library,84ced8bba942eec9,1.1847,1.1779,1.1847
library,850b4cb8179a379f,1.2195,1.2235,1.2235
library,85489c0959d245ab,1.1617,1.4088,1.4088
library,8574dbf08989e996,1.1446,1.2892,1.2892
library,85af13cceb4df99a,1.1976,1.2683,1.2683
library,85e471375a84107d,1.4103,1.2405,1.4103
library,8614f6f5ec9eb56c,1.2346,1.3043,1.3043
library,86500375f37b32d9,1.1771,1.2093,1.2093
library,865f605a358674cf,1.2022,1.2809,1.2809
library,869205a5f622a918,1.1842,1.2987,1.2987
library,872d6d0e67dfe612,1.2398,1.2308,1.2398
library,87539968dbe9316f,1.3483,1.1751,1.3483
library,87b1b1aa617c58d5,1.4556,1.2090,1.4556
library,87eb0e6a56e5102b,1.1772,1.3291,1.3291
library,898ae76c05d58de7,1.1462,1.2927,1.2927
library,89ecaf250d6e29fd,1.2471,1.1173,1.2471
library,8a1b99615fc2c2a3,1.2143,1.3216,1.3216
library,8a2880f5ab281df4,1.1786,1.2189,1.2189
library,8aa37f72c8eba3bf,1.2414,1.3295,1.3295
library,8ab11524daa5a1f2,1.2795,1.1548,1.2795
library,8b537c68477af206,1.2387,1.1975,1.2387
library,8b543e44135931f8,1.2398,1.2270,1.2398
library,8b70816f176f13a5,1.2706,1.2023,1.2706
library,8bfb4677a2cab6a8,1.2840,1.3544,1.3544
library,8c62c480f45fd5f5,1.1667,1.2022,1.2022
library,8c868d3face89ff3,1.2335,1.1765,1.2335
library,8c932ff3d316b87d,1.1429,1.2532,1.2532
library,8cf549814513cc2a,1.2346,1.2375,1.2375
library,8df44fa567ffd0cd,1.3095,1.3875,1.3875
library,8df91456c339997d,1.2455,1.1647,1.2455
library,8ef3a18b281e6898,1.2024,1.2982,1.2982
library,8f3e1862db76b007,1.2674,1.2418,1.2674
library,8f44843a599940af,1.2381,1.2281,1.2381
library,8fba9318f69c8cba,1.2899,1.1657,1.2899
library,903c38e26c89ada3,1.2619,1.1951,1.2619
library,909d4e1cd8651d9f,1.2281,1.3091,1.3091
library,90be231903db19af,1.1795,1.1538,1.1795
library,90f70c543b480110,1.2174,1.1377,1.2174
library,913926c648c78535,1.3452,1.3765,1.3765
library,91aa1165618ee49f,1.1765,1.2919,1.2919
library,925b3ecc25159e17,1.1881,1.1717,1.1881
library,92bb0ecc941abfdf,1.2561,1.1928,1.2561
library,9311d7eba6638938,1.2469,1.2561,1.2561
library,9358b3a268bb3335,1.3253,1.1928,1.3253
library,93a8bd9fcfaf15bb,1.2439,1.2875,1.2875
library,940be6c291f485bb,1.2069,1.2439,1.2439
library,94b2ef2dc0518e78,1.1609,1.2216,1.2216
library,94ce2391b151b5d4,1.2326,1.2209,1.2326
library,952ffce79c7dd7b8,1.1801,1.2593,1.2593
library,9587da78ef767683,1.2683,1.2242,1.2683
library,958f93dfcf9f5292,1.1683,1.1895,1.1895
library,95b9c4a9d4636133,1.3678,1.2386,1.3678
library,95d78950df24af55,1.3171,1.2683,1.3171
library,96211598361d2655,1.2791,1.3793,1.3793
library,964c50610d2ab37e,1.1950,1.2919,1.2919
library,964e6167e3f2974f,1.1519,1.1728,1.1728
library,96d33e2d0ee45ca8,1.0941,1.2455,1.2455
library,96ee0e8882319fbd,1.1667,1.1411,1.1667
library,974d5c0d33b1526b,1.3146,1.3146,1.3146
library,97d9f1702770806d,1.3913,1.2125,1.3913
library,97fed9a0af3050cb,1.2073,1.2381,1.2381
library,9815fc28ea87c78c,1.2453,1.2125,1.2453
library,98344e6e724b6bb1,1.2317,1.2716,1.2716
library,9865589d119137e9,1.3656,1.2473,1.3656
library,987235a29b7f07e8,1.2706,1.2118,1.2706
library,98a187848ddf36b2,1.1646,1.1772,1.1772
library,98cc16424fa65f3d,1.1447,1.2593,1.2593
library,995d7d02cee8fe79,1.1463,1.2704,1.2704
library,9984a1fc54a3144f,1.3418,1.1818,1.3418
library,9a347ab9d50f3c9b,1.1394,1.2547,1.2547
library,9af29d912178aa60,1.2139,1.2118,1.2139
library,9b4acfb1038ceb00,1.2195,1.2606,1.2606
library,9bb37e5a013eb435,1.2588,1.1839,1.2588
library,9c0b316bad3bab42,1.2663,1.0930,1.2663
library,9c6c90e2d95d102c,1.2976,1.2857,1.2976
library,9c76b8701703c604,1.1636,1.1566,1.1636
library,9c7fb3520e5041ec,1.2716,1.2469,1.2716
library,9ce8a8ce4b7f069d,1.2289,1.1829,1.2289
library,9d4727123d89c633,1.1856,1.3789,1.3789
library,9d703aaf87488a22,1.1801,1.1852,1.1852
library,9db7452c3f67d5c1,1.2270,1.2222,1.2270
library,9dede046a3434814,1.2558,1.2335,1.2558
library,9e47f4702f79aaa9,1.1868,1.1500,1.1868
library,9e7ba70963dfbadd,1.2375,1.2500,1.2500
library,9ebf169dac51b1e2,1.2469,1.4601,1.4601
library,9ee20873952c435c,1.2071,1.2000,1.2071
library,9ef485dcafc04ac6,1.1829,1.2024,1.2024
library,9f0e8ea91edecfcd,1.2073,1.1829,1.2073
library,9f8433be819407d0,1.2209,1.1412,1.2209
library,9fcd82a3b0d8f4e5,1.3373,1.2335,1.3373
library,9fe8b6c50cb69829,1.1497,1.1951,1.1951
library,9feaabd7025d5eda,1.2025,1.2179,1.2179
library,a0aeb227399a3b7e,1.3375,1.2099,1.3375
library,a0fd7455f270ba21,1.2436,1.2564,1.2564
library,a1b00b5f8e424495,1.2299,1.1705,1.2299
library,a1cf19ae0c6eef8a,1.1950,1.1750,1.1950
library,a1d08844f777a4f6,1.3494,1.3892,1.3892
library,a1e305637658e509,1.2164,1.2118,1.2164
library,a20399791616701a,1.2346,1.1879,1.2346
library,a26a77950ad99499,1.2405,1.2692,1.2692
library,a297a6d0feb81f35,1.3418,1.2048,1.3418
library,a2bbe7d6713c806c,1.3012,1.2298,1.3012
library,a2be5c3914212b5c,1.1585,1.1975,1.1975
library,a379bb05054ccb07,1.1598,1.1807,1.1807
library,a3fff74a49528fbe,1.2096,1.2515,1.2515
library,a431f5155c96c3be,1.2558,1.2749,1.2749
library,a54f8afbfb62dde2,1.1429,1.1899,1.1899
library,a58986b7d009f6f3,1.2683,1.2410,1.2683
library,a67386866b562070,1.2410,1.1882,1.2410
library,a6b9a90005b107b9,1.1630,1.2114,1.2114
library,a6e5e84e28e6ac19,1.2235,1.1724,1.2235
library,a6f4571ac07cdc2a,1.3976,1.2515,1.3976
library,a79cce2900d6386b,1.2222,1.1807,1.2222
library,a84d52f01b5084a6,1.2346,1.4037,1.4037
library,a86b36f042b887f3,1.2747,1.1613,1.2747
library,a8f26872d2be380f,1.2907,1.2471,1.2907
library,a970b8edfb3a3bde,1.2658,1.1772,1.2658
library,a97cd672767881dd,1.2326,1.3136,1.3136
library,a9c2888a60186bdd,1.5000,1.1512,1.5000
library,aa006439501de009,1.1180,1.1625,1.1625
library,aa1906f155c21087,1.1856,1.4074,1.4074
library,aa41bd69e9305f59,1.2169,1.2289,1.2289
library,aaf87448f7765705,1.2941,1.3012,1.3012
library,ab144557daedb786,1.2866,1.1394,1.2866
library,ab47f18febd1e94a,1.1772,1.2157,1.2157
library,ab7358c6aeca3b5a,1.3483,1.2111,1.3483
library,abbc1ff59ded8dee,1.1395,1.2289,1.2289
library,ac8618fbc55704c1,1.0920,1.2841,1.2841
library,aca2410cd4292022,1.3250,1.2024,1.3250
library,adbcfe9784914eec,1.3293,1.4083,1.4083
library,ae564c35afbeeccd,1.1636,1.2469,1.2469
library,ae8ea632978274b0,1.2381,1.2235,1.2381
library,aeb7d68e362b123b,1.1882,1.2118,1.2118
library,aee9c7277a677a76,1.2439,1.3038,1.3038
library,aef67f81db02fe97,1.3590,1.3000,1.3590
library,aefc93a9a177569e,1.2500,1.2444,1.2500
library,af0b4168a5f9e0be,1.1243,1.2795,1.2795
library,af19b94b1f6cd5fe,1.2484,1.2327,1.2484
library,af26270223c847c2,1.2500,1.1951,1.2500
library,af3128d511d19bcc,1.1834,1.1928,1.1928
library,af6ae424c7fcf01d,1.3462,1.2346,1.3462
library,b019c9e1174ddf96,1.2353,1.1098,1.2353
library,b02e052ff609a1df,1.3133,1.2674,1.3133
library,b07e3952e839dc37,1.2516,1.2956,1.2956
library,b09bc2b992e41808,1.2242,1.3095,1.3095
library,b0a9b2018c7c88a5,1.1977,1.2159,1.2159
library,b1818e613dd6e6b5,1.2298,1.1847,1.2298
library,b18374d78af5409a,1.2195,1.1462,1.2195
library,b375a8789f71d057,1.1713,1.2022,1.2022
library,b3e66c753ea2c340,1.2611,1.3625,1.3625
library,b41cf66d7c50a3b7,1.2883,1.1728,1.2883
library,b4fd5d5bc55b4033,1.2025,1.2289,1.2289
library,b565ab76a2067525,1.3133,1.3253,1.3253
library,b572070316b75cc1,1.2000,1.2701,1.2701
library,b5e96800e67ac07f,1.2638,1.2638,1.2638
library,b6036d4b038e7094,1.3168,1.1124,1.3168
library,b65b91b6967d095e,1.1889,1.3187,1.3187
library,b69d2d92fc898d90,1.2118,1.2164,1.2164
library,b7b4b32ce8568958,1.2515,1.2233,1.2515
library,b8215013c0f268ba,1.1724,1.2235,1.2235
library,b8ed9fdcc68f2c5f,1.2242,1.2976,1.2976
library,b95db156b761bd73,1.1566,1.2317,1.2317
library,b9dcc4bad4e1884a,1.2195,1.2561,1.2561
library,b9eced2af74a2fc7,1.2262,1.1636,1.2262
library,baaa8fc6d360c369,1.2075,1.2683,1.2683
library,baef7214db2e5d48,1.2716,1.1975,1.2716
library,bb7726fc2d0acffd,1.2530,1.3333,1.3333
library,bcb54be6698460cc,1.3576,1.2771,1.3576
library,bd1160e88d928403,1.2195,1.3086,1.3086
library,bd9077af7c9b61b3,1.2143,1.2184,1.2184
library,bda12b3eae4bca68,1.2143,1.2500,1.2500
library,bdabb95f5530c765,1.1852,1.1856,1.1856
library,bde9900962e179f9,1.2619,1.2381,1.2619
library,be7367bf0b580436,1.2216,1.2381,1.2381
library,be83ff7327c1d57c,1.1688,1.1375,1.1688
library,beacd033521760f5,1.3939,1.2864,1.3939
library,befe3e73381723cd,1.1646,1.3416,1.3416
library,bf0cd0faccd03720,1.1807,1.2216,1.2216
library,bf2bbac6e6dcaa50,1.2727,1.2179,1.2727
library,c01cd53b951661e6,1.4000,1.3214,1.4000
library,c0229aabb49444f8,1.2561,1.2048,1.2561
library,c07a8bad56b88fc3,1.1566,1.1548,1.1566
library,c0ee0c3f68966ad1,1.2105,1.1757,1.2105
library,c15453b079cf300b,1.2532,1.2671,1.2671
library,c2b21a52cd7a22bc,1.1500,1.1341,1.1500
library,c31362efb7b8846f,1.1951,1.2750,1.2750
library,c354ca8ba65e13dd,1.2422,1.3452,1.3452
library,c3743cb7b122d0e3,1.3882,1.2791,1.3882
library,c383a51238a5a780,1.2093,1.2353,1.2353
library,c44b032cd47e0859,1.2761,1.2250,1.2761
library,c47dda38c5fd216e,1.2308,1.2075,1.2308
library,c5236c17f4bf4be1,1.2147,1.3418,1.3418
library,c55aaeca0eac2475,1.1829,1.2189,1.2189
library,c56131ff9b18482e,1.2574,1.3415,1.3415
library,c56f073709088162,1.1676,1.2469,1.2469
library,c5cda838b6a23ad8,1.2857,1.1395,1.2857
library,c64ff7366c6d11b0,1.3491,1.2455,1.3491
library,c661a614323ec02d,1.1882,1.3373,1.3373
library,c678838a02397c02,1.2683,1.1829,1.2683
library,c694ce86f35ef3e2,1.1279,1.2706,1.2706
library,c75f5937d8721ba3,1.1687,1.2335,1.2335
library,c76a610f3f26f650,1.1429,1.2949,1.2949
library,c788957c6428840f,1.1000,1.2201,1.2201
library,c7d16989ee072b19,1.2791,1.2410,1.2791
library,c8480fde36541298,1.1923,1.2078,1.2078
library,c886a194a02509a0,1.1625,1.2298,1.2298
library,c8f234f52d36796c,1.2588,1.2695,1.2695
library,c98aeb13e1510107,1.1875,1.2579,1.2579
library,c98dbfbb1d931559,1.2658,1.2593,1.2658
library,c9e3d18996ea5094,1.3293,1.3653,1.3653
library,ca1589de3ef28467,1.4474,1.3250,1.4474
library,ca163787afd8d6bc,1.2763,1.3117,1.3117
library,ca4fe05d88b2daab,1.2561,1.3580,1.3580
library,caa2e8924d36dd38,1.3000,1.2821,1.3000
library,cad4209a32a16bb3,1.2970,1.1585,1.2970
library,cae2afe67e4454e0,1.2625,1.1925,1.2625
library,caede95602ef5f1c,1.3161,1.2658,1.3161
library,caf11394ecbc4641,1.3765,1.2651,1.3765
library,cb72572467633566,1.1463,1.2866,1.2866
library,cbdbdd25b5babe2f,1.2073,1.1728,1.2073
library,ccde37ebf9238fb9,1.2143,1.2335,1.2335
library,cd6bde487431e7b1,1.2157,1.1875,1.2157
library,cd70df0303c891a8,1.1566,1.2638,1.2638
library,cd905483599bbfc3,1.2073,1.2500,1.2500
library,cd9fca8fe0690d01,1.3500,1.1585,1.3500
library,cdd74ddc7cbfb68f,1.1728,1.1928,1.1928
library,ce5c43d980b8d57d,1.1566,1.2073,1.2073
library,cea06b3ed10f239c,1.2169,1.1529,1.2169
library,cec27919e9e4e2d1,1.2883,1.2125,1.2883
library,cf5e155a4fc8dc11,1.2317,1.3580,1.3580
library,d04c67aee6585ddb,1.1829,1.2000,1.2000
library,d0aa15f6d7dc9e2e,1.2048,1.2024,1.2048
library,d11f913b031be716,1.3892,1.2515,1.3892
library,d12e524948832947,1.1935,1.1739,1.1935
library,d1b16cfe454f9d63,1.2216,1.1494,1.2216
library,d1b3d3ed246e40f4,1.2544,1.2717,1.2717
library,d1d73b1e6fd7610b,1.2442,1.1543,1.2442
library,d1e37176b33be157,1.1447,1.2949,1.2949
library,d1f97bfbadb9dcce,1.2235,1.1839,1.2235
library,d2159c493b1ee6d4,1.2982,1.2398,1.2982
library,d2440a2907aa6841,1.2152,1.2692,1.2692
library,d31d4a74f0534ce1,1.2532,1.2469,1.2532
library,d3a5d1fb91fbcb18,1.2047,1.2874,1.2874
library,d3cc7fedd3384f7f,1.3212,1.2771,1.3212
library,d4160f0baaaff575,1.4458,1.2530,1.4458
library,d43d676943b74a35,1.3000,1.1548,1.3000
library,d4522e014f7960a9,1.2262,1.1930,1.2262
library,d48add5a52eccc58,1.4419,1.1429,1.4419
library,d5032b64f41fafcc,1.2542,1.3567,1.3567
library,d50f0a271dde9ff4,1.3494,1.2353,1.3494
library,d516787b9980211b,1.2625,1.2364,1.2625
library,d5469e93e7383c25,1.1677,1.2564,1.2564
library,d5d36fae0f538402,1.2597,1.1923,1.2597
library,d62f06411ed40faf,1.3924,1.3049,1.3924
library,d63030b50ee38a25,1.3077,1.2075,1.3077
library,d6a00f2aa65023d1,1.3373,1.3006,1.3373
library,d6b972f9463874b5,1.2738,1.2771,1.2771
library,d6e8f98767b91b4e,1.2963,1.1928,1.2963
library,d6fdb2c59fdc2f2a,1.2121,1.3133,1.3133
library,d7a33c27b428d23b,1.3086,1.2262,1.3086
library,d7ab971059907a00,1.3375,1.2593,1.3375
library,d80c126f0d28a9ac,1.2096,1.2169,1.2169
library,d812a545aa94e8d6,1.2143,1.2174,1.2174
library,d833b97283f519f7,1.3059,1.2216,1.3059
library,d8b7ecac74b58536,1.3049,1.1696,1.3049
library,d93e31d4e3648785,1.1444,1.2976,1.2976
library,d95e7d09bdbf61e0,1.2289,1.2857,1.2857
library,d9d91725a96c43b5,1.2593,1.1975,1.2593
library,da70feba374132af,1.1519,1.2375,1.2375
library,dac3319293b41ddf,1.2848,1.2410,1.2848
library,db065fce7b80a771,1.2393,1.3129,1.3129
library,dc566f6f48470609,1.1882,1.2588,1.2588
library,dc7a26cd836e91e5,1.2164,1.3953,1.3953
library,dd2b10490b1c6128,1.2125,1.4088,1.4088
library,dd3957bc2e7fa4a3,1.2830,1.2270,1.2830
library,dd62ddc6881c2f76,1.1795,1.2000,1.2000
library,dd9d4b004114d575,1.2651,1.2830,1.2830
library,de0cb2c9d5496379,1.1257,1.1856,1.1856
library,de3a4356ab2688f9,1.1728,1.1069,1.1728
library,de5d6f5b1d803f78,1.2398,1.2353,1.2398
library,de9b220b6191cc74,1.2892,1.2532,1.2892
library,dec461c33f1ee3e2,1.2099,1.2840,1.2840
library,deecb8941efbda55,1.1737,1.2353,1.2353
library,df3dc364d95e854b,1.2442,1.2069,1.2442
library,df44f04eac198ce3,1.1905,1.2530,1.2530
library,e0ed0e9f3ced99b1,1.1707,1.2060,1.2060
library,e1194dfc78393717,1.2442,1.1477,1.2442
library,e21a83f068c15849,1.2750,1.3252,1.3252
library,e277ad612e8ccefe,1.2000,1.2375,1.2375
library,e2931b9af0759856,1.2469,1.2963,1.2963
library,e2ed642367a8e80c,1.3095,1.4337,1.4337
library,e304274a60543f78,1.3609,1.1737,1.3609
library,e35c94c57ccfed16,1.2000,1.2840,1.2840
library,e3682cefc0a13903,1.2907,1.1758,1.2907
library,e3b46c37d8fdc25f,1.1724,1.2927,1.2927
library,e3f5f487b0046519,1.2469,1.2956,1.2956
library,e5273fca8539be88,1.1813,1.2588,1.2588
library,e537f27325768c23,1.1625,1.1465,1.1625
library,e54af4308d9ac746,1.1361,1.4146,1.4146
library,e556fcfb3f448d1a,1.3256,1.2865,1.3256
library,e574bb6edadaa166,1.2500,1.2143,1.2500
library,e5ed647703e271b7,1.1844,1.2067,1.2067
library,e66dd87e83c7a74b,1.1750,1.1677,1.1750
library,e76d7eab88f7ce8a,1.2216,1.1834,1.2216
library,e79fbcaa3eb0af20,1.2927,1.1807,1.2927
library,e827967054ba3b7c,1.3416,1.2575,1.3416
library,e868d4771e1a1925,1.1617,1.2848,1.2848
library,e89935d94cb09ff1,1.3018,1.2099,1.3018
library,e9d616375585b744,1.2651,1.2073,1.2651
library,ea0f046c7b1b45a8,1.2048,1.2442,1.2442
library,ea8672b2ef635e15,1.3049,1.2561,1.3049
library,eacf9367d45d2387,1.2471,1.2024,1.2471
library,ead4c37ac9223506,1.2865,1.2529,1.2865
library,eb2bf473fb29c3dd,1.2453,1.2393,1.2453
library,eb35924a7e7d9704,1.1856,1.3171,1.3171
library,eba3ff33d9327571,1.1886,1.2023,1.2023
library,ebd9be05385b4f59,1.3171,1.2848,1.3171
library,ebf0304b70330eea,1.4634,1.2455,1.4634
library,ec025e5cd4dcdf68,1.3293,1.2174,1.3293
library,ec1e9bc1076f29de,1.2704,1.2147,1.2704
library,ec31b6903962327f,1.2516,1.3421,1.3421
library,ec46cf0577ed4291,1.2727,1.2099,1.2727
library,ec4ca9ad818ca7f1,1.2651,1.2716,1.2716
library,ed2b938dca9ddc3d,1.2892,1.3012,1.3012
library,ed6d56d30883c122,1.3956,1.1505,1.3956
library,ee3c59db1e543f02,1.2529,1.2169,1.2529
library,ee4be2ff87fa4f4b,1.2289,1.2927,1.2927
library,ee647aa57445bafe,1.3049,1.2398,1.3049
library,ee81167aeaf45e67,1.2706,1.2544,1.2706
library,ef11a4fcced560db,1.1886,1.2717,1.2717
library,ef221158442acc5d,1.2235,1.2716,1.2716
library,ef295678128f8d99,1.2840,1.3043,1.3043
library,ef4710ae4ddde2dd,1.1875,1.2821,1.2821
library,efe81372bdbe168c,1.1098,1.1463,1.1463
library,eff98c5e27c96cfd,1.2222,1.1648,1.2222
library,f0646a88f5e507d4,1.1882,1.3171,1.3171
library,f0b1884f16002072,1.2118,1.1953,1.2118
library,f0d7418f26f6f8fa,1.1625,1.3165,1.3165
library,f11f70c734b60d04,1.2771,1.2073,1.2771
library,f1a2d45ec4c75dd9,1.1279,1.2989,1.2989
library,f21197ab2e4979c5,1.3415,1.2346,1.3415
library,f25f023e401d46ee,1.2638,1.3171,1.3171
library,f2deddbee24a9799,1.2903,1.2125,1.2903
library,f2e3f51ddd326e17,1.2281,1.2386,1.2386
library,f2e5c71f346f7d24,1.2632,1.2558,1.2632
library,f2ffc17cd7399179,1.1534,1.1518,1.1534
library,f31fa238287b18ef,1.2375,1.1500,1.2375
library,f323e6453b83844d,1.1056,1.1925,1.1925
library,f346901e83bbf5b5,1.1951,1.2469,1.2469
library,f383e4e1088d9700,1.2716,1.1707,1.2716
library,f39ff6f0623c8864,1.2000,1.2883,1.2883
library,f3e3f33a57bd8ec6,1.2485,1.2147,1.2485
library,f3e9ded8bf41c956,1.2695,1.3292,1.3292
library,f3fa1d93cb29e4fc,1.3537,1.2606,1.3537
library,f41ddc637fc0ddc2,1.2824,1.3614,1.3614
library,f43997352b95dbe9,1.2530,1.2455,1.2530
library,f4a0a7b94f97a023,1.1838,1.2317,1.2317
library,f55fb48a787297fa,1.4233,1.3086,1.4233
library,f59b4bf7b45e36d9,1.2096,1.1707,1.2096
library,f5e6c86bb43e2917,1.2096,1.2805,1.2805
library,f5e895e626afd516,1.2022,1.2637,1.2637
library,f62c623e78de1dab,1.2638,1.1462,1.2638
library,f63efe0233f1e86d,1.2439,1.3659,1.3659
library,f646f6073a53f95a,1.2486,1.3049,1.3049
library,f711aaa93160384d,1.2781,1.3684,1.3684
library,f75af7ffb2d97821,1.3174,1.2749,1.3174
library,f75bea7d5da809b6,1.2099,1.2000,1.2099
library,f76b165fa44a5e4d,1.2588,1.2164,1.2588
library,f8120551f568a1a8,1.2484,1.2692,1.2692
library,f8836cd399a788c6,1.2558,1.2544,1.2558
library,f8fdd8d02f6382fd,1.2242,1.1341,1.2242
library,fa4ea1670a1c6773,1.2093,1.1889,1.2093
library,fa5e17adb0d35f77,1.1657,1.2800,1.2800
library,fab9bac1872fa7a1,1.3171,1.2393,1.3171
library,fb15601845e3c20e,1.2139,1.2955,1.2955
library,fb78fb6f6bedefcf,1.2674,1.2000,1.2674
library,fbbb4b1bcba42802,1.2418,1.3459,1.3459
library,fbeb3188e479c7fe,1.2471,1.3412,1.3412
library,fbf64730d8ac1e36,1.2242,1.1598,1.2242
library,fc08d70374eba9d8,1.3413,1.2381,1.3413
library,fcfab1cf32833ffc,1.2593,1.3292,1.3292
library,fdc15ea76aa59d0d,1.2956,1.2346,1.2956
library,fdfd3d8f36610af7,1.2360,1.2500,1.2500
library,febcdf6d367513b0,1.1243,1.2683,1.2683
library,fefd71c95606ecca,1.2471,1.2353,1.2471
library,ff13975b15c97095,1.2532,1.1646,1.2532
library,ff15c49cd8efa19d,1.1778,1.2222,1.2222
library,ff6b831c643ba932,1.4198,1.2683,1.4198
library,ff8603340a2ec629,1.1707,1.2515,1.2515
library,ffc44cf6659b67e8,1.3614,1.2561,1.3614
library,ffe3f590d11c3e6c,1.2651,1.3457,1.3457
library,fff936ed419b49a5,1.0875,1.1572,1.1572
