arm,file,verdict,score,families
mp3_320,039-13-Kat-Onoma-Change-blues.flac,WARNING,31,cnn+temporal
mp3_V0,000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout.flac,AUTHENTIC,0,
mp3_V0,001-11-Gilbert-B-caud-Le-bain-de-minuit.flac,WARNING,51,cnn+spectral+temporal
mp3_V0,002-03-Hraach-Let-it-go.flac,AUTHENTIC,24,cnn
mp3_V0,003-01-Thor-Dari-lullaby.flac,WARNING,31,cnn
mp3_V0,004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye.flac,WARNING,31,cnn
mp3_V0,005-17-Los-Seven-Del-Swing-Celoso.flac,FAKE_CERTAIN,82,cnn+spectral+temporal
mp3_V0,006-09-Mahmoud-Ahmed-Tezeta.flac,AUTHENTIC,0,
mp3_V0,007-07-Wax-Tailor-Positively-inclined-featuring-main.flac,WARNING,31,cnn
mp3_V0,008-06-The-Mebusas-Mr-bull-dog-original-45-version.flac,FAKE_CERTAIN,83,cnn+spectral+temporal
mp3_V0,009-03-Ilya-Beshevli-To-solitude.flac,AUTHENTIC,0,temporal
mp3_V0,010-06-Jon-Hassell-These-times.flac,WARNING,38,spectral
mp3_V0,011-07-Ensemble-National-des-Percussions-de-Guin-e-K.flac,WARNING,31,cnn
mp3_V0,012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro.flac,WARNING,31,cnn
mp3_V0,013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary.flac,AUTHENTIC,0,temporal
mp3_V0,014-26-Dock-Walsh-Bathe-in-that-beautiful-pool.flac,AUTHENTIC,0,
mp3_V0,015-08-Jos-Gonz-lez-Vissel.flac,AUTHENTIC,0,temporal
mp3_V0,016-03-Memory-Tapes-Green-knight.flac,WARNING,31,cnn
mp3_V0,017-13-Cafe-Del-Mar-Submariner.flac,WARNING,31,cnn+temporal
mp3_V0,018-04-Bag-o-wire-Resovoir.flac,AUTHENTIC,0,temporal
mp3_V0,019-04-Kohi-Jadu.flac,AUTHENTIC,0,temporal
mp3_V0,020-06-Bola-Tigantabame.flac,WARNING,31,cnn
mp3_V0,021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc.flac,WARNING,45,cnn
mp3_V0,022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas.flac,AUTHENTIC,0,temporal
mp3_V0,023-01-Yusef-Lateef-Buddy-and-lou.flac,WARNING,31,cnn+temporal
mp3_V0,024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,AUTHENTIC,0,temporal
mp3_V0,025-07-Bolalar-Lola.flac,WARNING,31,cnn+temporal
mp3_V0,026-06-Oumou-Dioubat-Siyala.flac,FAKE_CERTAIN,80,cnn+spectral+temporal
mp3_V0,027-01-Dimlite-Kitty-Cradle-Fog.flac,WARNING,31,cnn
mp3_V0,028-04-Lisu-Yue-phue-alcool-de-ma-s.flac,AUTHENTIC,0,
mp3_V0,029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul.flac,WARNING,31,cnn
mp3_V0,030-06-S-bastien-Tellier-Benny.flac,WARNING,31,cnn
mp3_V0,031-07-Shkoon-Just-Emma-Id.flac,AUTHENTIC,0,
mp3_V0,032-05-2kilos-more-Cache-feu.flac,WARNING,31,cnn+temporal
mp3_V0,033-01-Daylight-Rising.flac,WARNING,31,cnn
mp3_V0,034-09-Snow-Ghosts-Bowline.flac,AUTHENTIC,0,temporal
mp3_V0,035-16-Slow-Air-In-Dropped-D.flac,AUTHENTIC,0,temporal
mp3_V0,036-08-Nicolas-Comment-Amaurose.flac,WARNING,31,cnn
mp3_V0,037-02-Super-Cayor-De-Dakar-Emboutaieillage.flac,WARNING,31,cnn
mp3_V0,038-11-Red-Hot-Chili-Peppers-This-velvet-glove.flac,WARNING,31,cnn
mp3_V0,039-13-Kat-Onoma-Change-blues.flac,WARNING,31,cnn+temporal
opus_256,000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout.flac,AUTHENTIC,8,
opus_256,001-11-Gilbert-B-caud-Le-bain-de-minuit.flac,AUTHENTIC,10,
opus_256,002-03-Hraach-Let-it-go.flac,AUTHENTIC,28,spectral
opus_256,003-01-Thor-Dari-lullaby.flac,FAKE_CERTAIN,88,cnn+spectral
opus_256,004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye.flac,FAKE_CERTAIN,88,cnn+spectral
opus_256,005-17-Los-Seven-Del-Swing-Celoso.flac,AUTHENTIC,10,
opus_256,006-09-Mahmoud-Ahmed-Tezeta.flac,AUTHENTIC,7,
opus_256,007-07-Wax-Tailor-Positively-inclined-featuring-main.flac,AUTHENTIC,27,
opus_256,008-06-The-Mebusas-Mr-bull-dog-original-45-version.flac,FAKE_CERTAIN,62,spectral+temporal
opus_256,009-03-Ilya-Beshevli-To-solitude.flac,AUTHENTIC,0,temporal
opus_256,010-06-Jon-Hassell-These-times.flac,AUTHENTIC,8,temporal
opus_256,011-07-Ensemble-National-des-Percussions-de-Guin-e-K.flac,WARNING,38,cnn+temporal
opus_256,012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro.flac,AUTHENTIC,10,
opus_256,013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary.flac,AUTHENTIC,7,temporal
opus_256,014-26-Dock-Walsh-Bathe-in-that-beautiful-pool.flac,AUTHENTIC,0,temporal
opus_256,015-08-Jos-Gonz-lez-Vissel.flac,AUTHENTIC,8,temporal
opus_256,016-03-Memory-Tapes-Green-knight.flac,FAKE_CERTAIN,58,cnn+spectral
opus_256,017-13-Cafe-Del-Mar-Submariner.flac,SUSPICIOUS,71,spectral
opus_256,018-04-Bag-o-wire-Resovoir.flac,WARNING,38,cnn
opus_256,019-04-Kohi-Jadu.flac,FAKE_CERTAIN,58,spectral+temporal
opus_256,020-06-Bola-Tigantabame.flac,WARNING,38,cnn
opus_256,021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc.flac,AUTHENTIC,10,
opus_256,022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas.flac,AUTHENTIC,10,temporal
opus_256,023-01-Yusef-Lateef-Buddy-and-lou.flac,AUTHENTIC,28,spectral
opus_256,024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,WARNING,35,cnn+temporal
opus_256,025-07-Bolalar-Lola.flac,AUTHENTIC,28,spectral
opus_256,026-06-Oumou-Dioubat-Siyala.flac,AUTHENTIC,10,temporal
opus_256,027-01-Dimlite-Kitty-Cradle-Fog.flac,SUSPICIOUS,58,spectral
opus_256,028-04-Lisu-Yue-phue-alcool-de-ma-s.flac,AUTHENTIC,0,temporal
opus_256,029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul.flac,FAKE_CERTAIN,58,spectral+temporal
opus_256,030-06-S-bastien-Tellier-Benny.flac,FAKE_CERTAIN,88,cnn+spectral
opus_256,031-07-Shkoon-Just-Emma-Id.flac,AUTHENTIC,0,
opus_256,032-05-2kilos-more-Cache-feu.flac,FAKE_CERTAIN,73,spectral+temporal
opus_256,033-01-Daylight-Rising.flac,WARNING,38,spectral+temporal
opus_256,034-09-Snow-Ghosts-Bowline.flac,AUTHENTIC,10,temporal
opus_256,035-16-Slow-Air-In-Dropped-D.flac,AUTHENTIC,8,
opus_256,036-08-Nicolas-Comment-Amaurose.flac,FAKE_CERTAIN,58,cnn+spectral
opus_256,037-02-Super-Cayor-De-Dakar-Emboutaieillage.flac,FAKE_CERTAIN,87,cnn+spectral
opus_256,038-11-Red-Hot-Chili-Peppers-This-velvet-glove.flac,AUTHENTIC,29,cnn
opus_256,039-13-Kat-Onoma-Change-blues.flac,SUSPICIOUS,58,spectral
vorbis_q8,000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout.flac,SUSPICIOUS,55,mdct
vorbis_q8,001-11-Gilbert-B-caud-Le-bain-de-minuit.flac,SUSPICIOUS,70,mdct
vorbis_q8,002-03-Hraach-Let-it-go.flac,SUSPICIOUS,55,mdct
vorbis_q8,003-01-Thor-Dari-lullaby.flac,WARNING,31,cnn
vorbis_q8,004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye.flac,SUSPICIOUS,55,mdct
vorbis_q8,005-17-Los-Seven-Del-Swing-Celoso.flac,SUSPICIOUS,68,spectral
vorbis_q8,006-09-Mahmoud-Ahmed-Tezeta.flac,AUTHENTIC,25,mdct
vorbis_q8,007-07-Wax-Tailor-Positively-inclined-featuring-main.flac,SUSPICIOUS,55,mdct
vorbis_q8,008-06-The-Mebusas-Mr-bull-dog-original-45-version.flac,FAKE_CERTAIN,107,mdct+spectral+temporal
vorbis_q8,009-03-Ilya-Beshevli-To-solitude.flac,AUTHENTIC,0,temporal
vorbis_q8,010-06-Jon-Hassell-These-times.flac,AUTHENTIC,25,mdct
vorbis_q8,011-07-Ensemble-National-des-Percussions-de-Guin-e-K.flac,AUTHENTIC,25,mdct
vorbis_q8,012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro.flac,WARNING,50,spectral
vorbis_q8,013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary.flac,FAKE_CERTAIN,55,mdct+temporal
vorbis_q8,014-26-Dock-Walsh-Bathe-in-that-beautiful-pool.flac,SUSPICIOUS,55,mdct
vorbis_q8,015-08-Jos-Gonz-lez-Vissel.flac,AUTHENTIC,0,
vorbis_q8,016-03-Memory-Tapes-Green-knight.flac,FAKE_CERTAIN,85,cnn+mdct
vorbis_q8,017-13-Cafe-Del-Mar-Submariner.flac,SUSPICIOUS,55,mdct
vorbis_q8,018-04-Bag-o-wire-Resovoir.flac,FAKE_CERTAIN,85,cnn+mdct
vorbis_q8,019-04-Kohi-Jadu.flac,AUTHENTIC,0,temporal
vorbis_q8,020-06-Bola-Tigantabame.flac,AUTHENTIC,15,
vorbis_q8,021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc.flac,SUSPICIOUS,57,mdct
vorbis_q8,022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas.flac,FAKE_CERTAIN,106,mdct+spectral+temporal
vorbis_q8,023-01-Yusef-Lateef-Buddy-and-lou.flac,SUSPICIOUS,55,mdct
vorbis_q8,024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,FAKE_CERTAIN,85,cnn+mdct
vorbis_q8,025-07-Bolalar-Lola.flac,FAKE_CERTAIN,78,cnn+mdct
vorbis_q8,026-06-Oumou-Dioubat-Siyala.flac,WARNING,52,spectral+temporal
vorbis_q8,027-01-Dimlite-Kitty-Cradle-Fog.flac,SUSPICIOUS,55,mdct
vorbis_q8,028-04-Lisu-Yue-phue-alcool-de-ma-s.flac,SUSPICIOUS,55,mdct
vorbis_q8,029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul.flac,SUSPICIOUS,55,mdct
vorbis_q8,030-06-S-bastien-Tellier-Benny.flac,SUSPICIOUS,68,mdct
vorbis_q8,031-07-Shkoon-Just-Emma-Id.flac,AUTHENTIC,0,
vorbis_q8,032-05-2kilos-more-Cache-feu.flac,FAKE_CERTAIN,84,cnn+mdct+temporal
vorbis_q8,033-01-Daylight-Rising.flac,SUSPICIOUS,62,mdct
vorbis_q8,034-09-Snow-Ghosts-Bowline.flac,FAKE_CERTAIN,105,mdct+spectral+temporal
vorbis_q8,035-16-Slow-Air-In-Dropped-D.flac,AUTHENTIC,25,mdct
vorbis_q8,036-08-Nicolas-Comment-Amaurose.flac,FAKE_CERTAIN,55,cnn+mdct
vorbis_q8,037-02-Super-Cayor-De-Dakar-Emboutaieillage.flac,WARNING,31,cnn
vorbis_q8,038-11-Red-Hot-Chili-Peppers-This-velvet-glove.flac,WARNING,31,cnn
vorbis_q8,039-13-Kat-Onoma-Change-blues.flac,FAKE_CERTAIN,79,cnn+mdct
wild_genuine,AstralProject2000-06-10.flac16__astralproject2000-06-10t01.flac,AUTHENTIC,0,
wild_genuine,AstralProject2000-06-10.flac16__astralproject2000-06-10t02.flac,AUTHENTIC,0,
wild_genuine,AstralProject2000-06-10.flac16__astralproject2000-06-10t03.flac,AUTHENTIC,0,
wild_genuine,AstralProject2000-06-10.flac16__astralproject2000-06-10t04.flac,AUTHENTIC,0,
wild_genuine,BAC2026-08-12.RODENT5-ZOOMH6-FLAC8__101. Brick House.flac,AUTHENTIC,0,
wild_genuine,BAC2026-08-12.RODENT5-ZOOMH6-FLAC8__107. Burning Down The House.flac,AUTHENTIC,0,
wild_genuine,bdmagoo2025-11-01__bdmagoos2025-11-01t07.flac,ERROR,0,
wild_genuine,bdmagoo2025-11-01__bdmagoos2025-11-01t08.flac,ERROR,0,
wild_genuine,bellarayneband2026-08-13.ca-14.flac__01-Hard To Handle.flac,AUTHENTIC,0,
wild_genuine,bellarayneband2026-08-13.ca-14.flac__02-Stand Back.flac,AUTHENTIC,0,
wild_genuine,bellarayneband2026-08-13.ca-14.flac__03-They Love Each Other.flac,AUTHENTIC,0,
wild_genuine,BG2026-08-09__BG2026-08-09t01.flac,AUTHENTIC,0,
wild_genuine,BG2026-08-09__BG2026-08-09t02.flac,AUTHENTIC,0,
wild_genuine,bt2026-08-11__01 Stand.flac,AUTHENTIC,13,
wild_genuine,bt2026-08-11__02 Run-Around.flac,WARNING,31,cnn
wild_genuine,bt2026-08-11__03 Dropping Some NYC.flac,WARNING,31,cnn
wild_genuine,bt2026-08-11__04 Keyboard Solo.flac,AUTHENTIC,0,
wild_genuine,calexico2003-03-20__Calexico_2003-03-20t01.flac,AUTHENTIC,0,
wild_genuine,calexico2003-03-20__Calexico_2003-03-20t02.flac,AUTHENTIC,0,
wild_genuine,calexico2003-10-05__Calexico_2003-10-05t01.flac,AUTHENTIC,0,
wild_genuine,calexico2003-10-05__Calexico_2003-10-05t02.flac,AUTHENTIC,0,
wild_genuine,calexico2003-10-06__Calexico_2003-10-06t01.flac,AUTHENTIC,0,
wild_genuine,calexico2003-10-06__Calexico_2003-10-06t02.flac,AUTHENTIC,0,
wild_genuine,calexico2003-10-07__Calexico_2003-10-07t01.flac,AUTHENTIC,0,
wild_genuine,calexico2003-10-07__Calexico_2003-10-07t02.flac,AUTHENTIC,0,
wild_genuine,calexico2005-07-17__Calexico_2005-07-17t01.flac,AUTHENTIC,0,
wild_genuine,calexico2005-07-17__Calexico_2005-07-17t02.flac,AUTHENTIC,0,
wild_genuine,calexico2005-12-08__Calexico_2005-12-08t01.flac,AUTHENTIC,25,cnn
wild_genuine,calexico2005-12-08__Calexico_2005-12-08t02.flac,WARNING,31,cnn
wild_genuine,calexico2006-03-23.ECM__Calexico_2006-03-23t01.flac,AUTHENTIC,0,cnn
wild_genuine,calexico2006-03-23.ECM__Calexico_2006-03-23t02.flac,AUTHENTIC,0,
wild_genuine,calexico2006-03-23.ECM__Calexico_2006-03-23t03.flac,AUTHENTIC,0,
wild_genuine,calexico2006-03-23.ECM__Calexico_2006-03-23t04.flac,AUTHENTIC,0,
wild_genuine,calexico2006-07-07__Calexico_2006-07-07t01.flac,WARNING,33,cnn
wild_genuine,calexico2006-07-07__Calexico_2006-07-07t02.flac,WARNING,31,cnn
wild_genuine,calexico2006-07-07__Calexico_2006-07-07t03.flac,WARNING,32,cnn
wild_genuine,calexico2006-07-07__Calexico_2006-07-07t04.flac,AUTHENTIC,2,
wild_genuine,calexico2006-07-09__Calexico_2006-07-09t01.flac,WARNING,31,cnn
wild_genuine,calexico2006-07-09__Calexico_2006-07-09t02.flac,AUTHENTIC,0,
wild_genuine,calexico2006-07-10__Calexico_2006-07-10t01.flac,AUTHENTIC,0,temporal
