file,population,verdict,score,evidence_families,stereo_witness
src055.flac,bandlimited,WARNING,53,cnn+spectral,0
src056.flac,bandlimited,FAKE_CERTAIN,105,cnn+spectral,0
src057.flac,bandlimited,AUTHENTIC,0,stereo,1
src058.flac,bandlimited,AUTHENTIC,21,spectral,0
src059.flac,bandlimited,FAKE_CERTAIN,106,cnn+spectral,0
src060.flac,bandlimited,FAKE_CERTAIN,76,cnn+spectral,0
src061.flac,bandlimited,AUTHENTIC,26,spectral,0
src062.flac,bandlimited,WARNING,53,spectral+temporal,0
src063.flac,bandlimited,SUSPICIOUS,75,spectral,0
src064.flac,bandlimited,SUSPICIOUS,70,spectral,0
src065.flac,bandlimited,AUTHENTIC,22,spectral,0
src066.flac,bandlimited,SUSPICIOUS,71,spectral,0
src067.flac,bandlimited,AUTHENTIC,23,spectral,0
src068.flac,bandlimited,AUTHENTIC,25,spectral,0
78_lezione-25-il-tempo-lezione-26-il-cambiavalute-e-lufficio-dei-viaggi_prof-r-picozzi_gbia0509451__01 - IL TEMPO - Prof. R. PICOZZI - L. VALAZZI.flac,bandlimited,AUTHENTIC,3,,0
78_lezione-29-il-teatro-lezione-30-la-telefonia-senza-fili_prof-r-picozzi-l-valazzi_gbia0509453__02 - LA TELEFONIA SENZA FILI - Prof. R. PICOZZI.flac,bandlimited,AUTHENTIC,2,,0
78_lezione-3-i-fanciulli-lezione-4-il-salotto_l-valazzi-prof-r-picozzi_gbia0509440__01 - I FANCIULLI - L. VALAZZI - Prof. R. PICOZZI.flac,bandlimited,AUTHENTIC,6,,0
78_lezione-9-lalbergo-lezione-10-alla-trattoria_prof-r-picozzi-l-valazzi_gbia0509443__02 - ALLA TRATTORIA - L. VALAZZI - Prof. R. PICOZZI.flac,bandlimited,AUTHENTIC,5,,0
gd1971-08-26.178207.s2.aud.pape.andrewf.flac2448__gd1971-08-26s2t06.flac,bandlimited,AUTHENTIC,20,spectral,0
gd1978-04-18.178873.Shure.SM57s.renninger.mattes.carbonetta.sirmick.flac2496__gd1978-04-18s1t06.flac,bandlimited,SUSPICIOUS,71,spectral,0
gd1979-06-28.178893.akg.d224e.hollwein.menke.miller.clugston.flac2496__gd79-06-28 s1t05 Mama Tried.flac,bandlimited,AUTHENTIC,23,spectral,0
gd1979-08-13.178895.sony.ecm270.severson.miller.clugston.flac2496__gd79-08-13 s1t03 M & MU.flac,bandlimited,AUTHENTIC,22,spectral,0
gd1982-09-17.178652.nak700.rolfe.miller.clugston.flac2496__gd82-09-17 s2t08 Spanish Jam.flac,bandlimited,SUSPICIOUS,71,spectral,0
rh1979-08-11.late.178635.sbd.ellingsen.miksis.flac24__s1t03 - Wharf Rat.flac,bandlimited,AUTHENTIC,22,spectral,0
rh1982-10-18.late.178810.sbd.ellingsen.lennox.miksis.flac24__s2t05 - West L.A. Fadeaway.flac,bandlimited,FAKE_CERTAIN,55,cnn+spectral,0
SpencerBohren.1982-10-11.sbd.Tipitinas.New.Orleans.with.Nida.Threet.Stevenson.24__02 Sweet Dreams.flac,bandlimited,SUSPICIOUS,71,spectral,0
