orig_idx,kind,is_transcode,src_rolloff_bucket,model_fp_orig,p_transcoded,cutoff_freq,cutoff_std,energy_ratio,real_bitrate_kbps,bit_depth,apparent_bitrate_kbps,comp_ratio
133,mp3_128,1,10-14k,1,0.7891,16250,0.0,2e-08,627.8,16,1411.0,0.4449
133,mp3_320,1,10-14k,1,0.7914,16250,0.0,4e-08,655.0,16,1411.0,0.4642
133,mp3_v0,1,10-14k,1,0.7829,16250,0.0,5e-08,637.3,16,1411.0,0.4517
136,authentic,0,>=14k,0,0.076,22050.0,0.0,6.404e-05,481.5,16,1411.0,0.3412
136,mp3_128,1,>=14k,0,0.8906,16750,0.0,6.38e-06,439.5,16,1411.0,0.3115
136,mp3_320,1,>=14k,0,0.9557,20250,0.0,4.559e-05,477.7,16,1411.0,0.3385
136,mp3_v0,1,>=14k,0,0.0782,22050.0,0.0,7.328e-05,485.5,16,1411.0,0.3441
137,authentic,0,<4k,0,0.2879,22050.0,0.0,1.6e-07,476.3,16,1411.0,0.3375
137,mp3_128,1,<4k,0,0.6217,22050.0,0.0,0.0,454.6,16,1411.0,0.3222
137,mp3_320,1,<4k,0,0.5004,22050.0,0.0,1.3e-07,500.9,16,1411.0,0.355
137,mp3_v0,1,<4k,0,0.3878,22050.0,0.0,2e-08,472.7,16,1411.0,0.335
134,authentic,0,>=14k,1,0.6064,22050.0,0.0,1.84e-06,400.8,16,1411.0,0.2841
134,mp3_128,1,>=14k,1,0.9195,16750,0.0,7e-08,397.2,16,1411.0,0.2815
134,mp3_320,1,>=14k,1,0.6844,20250,0.0,1.54e-06,452.9,16,1411.0,0.321
134,mp3_v0,1,>=14k,1,0.9403,22050.0,0.0,1.5e-06,457.2,16,1411.0,0.324
135,authentic,0,<4k,1,0.5461,22050.0,0.0,0.0,592.2,16,1411.0,0.4197
135,mp3_128,1,<4k,1,0.6094,22050.0,0.0,0.0,554.9,16,1411.0,0.3933
135,mp3_320,1,<4k,1,0.5487,22050.0,0.0,0.0,568.6,16,1411.0,0.403
135,mp3_v0,1,<4k,1,0.5494,22050.0,0.0,0.0,563.6,16,1411.0,0.3995
140,authentic,0,7-10k,0,0.03,22050.0,0.0,1.73e-06,454.7,16,1411.0,0.3222
140,mp3_128,1,7-10k,0,0.9832,16750,0.0,2.2e-07,448.2,16,1411.0,0.3176
140,mp3_320,1,7-10k,0,0.9897,20250,0.0,1.63e-06,464.9,16,1411.0,0.3295
140,mp3_v0,1,7-10k,0,0.9845,22050.0,0.0,1.83e-06,437.8,16,1411.0,0.3103
141,authentic,0,4-7k,1,0.8529,21750,141.4,2.6e-07,550.2,16,1411.0,0.3899
141,mp3_128,1,4-7k,1,0.9536,16500,117.9,3e-08,504.1,16,1411.0,0.3572
141,mp3_320,1,4-7k,1,0.8608,20000,0.0,2.5e-07,570.0,16,1411.0,0.404
141,mp3_v0,1,4-7k,1,0.9553,19000,235.7,2.3e-07,557.6,16,1411.0,0.3952
138,authentic,0,10-14k,1,0.9162,20000,0.0,4.064e-05,952.7,16,1411.0,0.6752
138,mp3_128,1,10-14k,1,0.9547,16750,0.0,2.41e-06,914.1,16,1411.0,0.6478
138,mp3_320,1,10-14k,1,0.9252,20250,0.0,4.135e-05,984.3,16,1411.0,0.6976
138,mp3_v0,1,10-14k,1,0.9372,20000,0.0,4.218e-05,982.4,16,1411.0,0.6962
139,authentic,0,>=14k,0,0.0518,21500,0.0,3.743e-05,882.6,16,1411.0,0.6255
139,mp3_128,1,>=14k,0,0.7168,16750,0.0,9.11e-06,815.9,16,1411.0,0.5782
139,mp3_320,1,>=14k,0,0.8477,20250,0.0,3.715e-05,875.4,16,1411.0,0.6204
139,mp3_v0,1,>=14k,0,0.8408,21250,117.9,3.892e-05,867.2,16,1411.0,0.6146
142,authentic,0,4-7k,0,0.1058,21500,0.0,7.3e-06,800.7,16,1411.0,0.5675
142,mp3_128,1,4-7k,0,0.9413,16750,0.0,4.3e-07,725.3,16,1411.0,0.5141
142,mp3_320,1,4-7k,0,0.9136,20250,0.0,5.62e-06,805.2,16,1411.0,0.5706
142,mp3_v0,1,4-7k,0,0.1512,21250,117.9,7.29e-06,804.8,16,1411.0,0.5704
143,authentic,0,>=14k,1,0.7896,21500,259.3,0.00077681,932.8,16,1411.0,0.6611
143,mp3_128,1,>=14k,1,0.7254,16750,0.0,9.652e-05,1033.6,16,1411.0,0.7325
143,mp3_320,1,>=14k,1,0.9753,20250,0.0,0.00077208,1103.3,16,1411.0,0.7819
143,mp3_v0,1,>=14k,1,0.9726,20250,0.0,0.00080148,1094.4,16,1411.0,0.7756
146,authentic,0,7-10k,1,0.9588,20750,0.0,1.2e-06,964.8,16,1411.0,0.6838
146,mp3_128,1,7-10k,1,0.9927,16250,235.7,0.0,897.1,16,1411.0,0.6358
146,mp3_320,1,7-10k,1,0.963,20250,0.0,1.15e-06,991.4,16,1411.0,0.7026
146,mp3_v0,1,7-10k,1,0.9731,20500,0.0,1.33e-06,974.7,16,1411.0,0.6908
147,authentic,0,10-14k,0,0.0502,21250,0.0,2.103e-05,932.6,16,1411.0,0.6609
147,mp3_128,1,10-14k,0,0.9501,16750,0.0,3.75e-06,898.7,16,1411.0,0.6369
147,mp3_320,1,10-14k,0,0.7806,20000,117.9,2.066e-05,947.5,16,1411.0,0.6715
147,mp3_v0,1,10-14k,0,0.7657,21000,0.0,2.118e-05,941.7,16,1411.0,0.6674
144,authentic,0,>=14k,0,0.0948,21250,0.0,0.00225943,955.7,16,1411.0,0.6773
144,mp3_128,1,>=14k,0,0.9428,16750,0.0,0.00031144,902.6,16,1411.0,0.6397
144,mp3_320,1,>=14k,0,0.8734,20250,0.0,0.00220291,973.8,16,1411.0,0.6902
144,mp3_v0,1,>=14k,0,0.93,21000,0.0,0.00235123,977.5,16,1411.0,0.6928
145,authentic,0,10-14k,1,0.906,15750,311.8,0.0,789.9,16,1411.0,0.5598
145,mp3_128,1,10-14k,1,0.9224,15750,235.7,0.0,811.3,16,1411.0,0.575
145,mp3_320,1,10-14k,1,0.9095,15750,311.8,0.0,814.6,16,1411.0,0.5773
145,mp3_v0,1,10-14k,1,0.918,15750,311.8,0.0,814.5,16,1411.0,0.5773
154,authentic,0,<4k,0,0.4482,22050.0,0.0,0.0,688.2,16,1411.0,0.4877
154,mp3_128,1,<4k,0,0.8358,16000,2852.0,0.0,744.9,16,1411.0,0.528
154,mp3_320,1,<4k,0,0.4532,16750,2441.7,0.0,767.1,16,1411.0,0.5436
154,mp3_v0,1,<4k,0,0.4792,16000,2496.8,0.0,767.1,16,1411.0,0.5437
155,authentic,0,<4k,0,0.2001,22050.0,0.0,1.8e-07,643.4,16,1411.0,0.456
155,mp3_128,1,<4k,0,0.8132,16500,2616.3,0.0,582.2,16,1411.0,0.4126
155,mp3_320,1,<4k,0,0.3774,20250,848.5,1.5e-07,642.8,16,1411.0,0.4555
155,mp3_v0,1,<4k,0,0.8091,21500,224.8,1e-08,615.5,16,1411.0,0.4362
148,authentic,0,7-10k,0,0.2218,22050.0,0.0,4.5e-06,879.3,16,1411.0,0.6232
148,mp3_128,1,7-10k,0,0.9934,16750,0.0,3.7e-07,824.7,16,1411.0,0.5845
148,mp3_320,1,7-10k,0,0.9949,20250,0.0,4.06e-06,888.7,16,1411.0,0.6299
148,mp3_v0,1,7-10k,0,0.9395,22050.0,0.0,5.14e-06,891.6,16,1411.0,0.6319
149,authentic,0,7-10k,0,0.1038,21250,334.2,2.92e-06,841.1,16,1411.0,0.5961
149,mp3_128,1,7-10k,0,0.9491,16750,0.0,2.1e-07,782.7,16,1411.0,0.5547
149,mp3_320,1,7-10k,0,0.9327,20250,0.0,2.66e-06,857.5,16,1411.0,0.6077
149,mp3_v0,1,7-10k,0,0.394,21250,377.1,2.63e-06,851.8,16,1411.0,0.6037
152,authentic,0,7-10k,1,0.6685,21250,0.0,8.9e-07,537.6,16,1411.0,0.381
152,mp3_128,1,7-10k,1,0.6109,16750,0.0,5e-08,533.3,16,1411.0,0.378
152,mp3_320,1,7-10k,1,0.7579,20250,0.0,8.2e-07,606.8,16,1411.0,0.43
152,mp3_v0,1,7-10k,1,0.6173,21000,0.0,5.9e-07,589.0,16,1411.0,0.4174
153,authentic,0,10-14k,1,0.5527,21250,0.0,0.00040325,1002.6,16,1411.0,0.7106
153,mp3_128,1,10-14k,1,0.8027,16750,0.0,3.813e-05,964.6,16,1411.0,0.6836
153,mp3_320,1,10-14k,1,0.8388,20250,0.0,0.0003807,1021.5,16,1411.0,0.7239
153,mp3_v0,1,10-14k,1,0.5422,21250,0.0,0.00047402,1024.0,16,1411.0,0.7257
150,authentic,0,10-14k,1,0.7474,20000,716.9,2.3e-06,848.6,16,1411.0,0.6014
150,mp3_128,1,10-14k,1,0.9462,16750,0.0,4.5e-07,926.7,16,1411.0,0.6567
150,mp3_320,1,10-14k,1,0.7963,20000,117.9,2.26e-06,968.5,16,1411.0,0.6864
150,mp3_v0,1,10-14k,1,0.6976,20000,716.9,2.4e-06,967.1,16,1411.0,0.6854
151,authentic,0,4-7k,1,0.9415,19500,117.9,2.2e-07,818.5,16,1411.0,0.5801
151,mp3_128,1,4-7k,1,0.944,16000,0.0,0.0,799.0,16,1411.0,0.5663
151,mp3_320,1,4-7k,1,0.9857,18000,235.7,1e-07,823.3,16,1411.0,0.5835
151,mp3_v0,1,4-7k,1,0.9874,17250,311.8,5e-08,810.7,16,1411.0,0.5745
156,authentic,0,>=14k,0,0.0448,22050.0,0.0,8.2e-07,887.6,16,1411.0,0.6291
156,mp3_128,1,>=14k,0,0.7564,16750,2498.4,5e-08,805.4,16,1411.0,0.5708
156,mp3_320,1,>=14k,0,0.7241,20250,848.5,5.1e-07,888.4,16,1411.0,0.6296
156,mp3_v0,1,>=14k,0,0.6414,22050.0,0.0,9.5e-07,895.9,16,1411.0,0.6349
157,authentic,0,<4k,0,0.0755,22050.0,0.0,3e-07,753.4,16,1411.0,0.5339
157,mp3_128,1,<4k,0,0.9101,16500,0.0,0.0,787.4,16,1411.0,0.558
157,mp3_320,1,<4k,0,0.9681,20250,0.0,2.7e-07,860.2,16,1411.0,0.6096
157,mp3_v0,1,<4k,0,0.9837,21000,117.9,7e-08,814.5,16,1411.0,0.5772
160,authentic,0,4-7k,1,0.6927,22050.0,0.0,1e-08,706.9,16,1411.0,0.501
160,mp3_128,1,4-7k,1,0.7849,16000,235.7,0.0,641.4,16,1411.0,0.4546
160,mp3_320,1,4-7k,1,0.677,17750,1060.7,0.0,690.5,16,1411.0,0.4894
160,mp3_v0,1,4-7k,1,0.6977,16000,2741.8,0.0,662.0,16,1411.0,0.4691
161,authentic,0,4-7k,1,0.6187,22050.0,0.0,1.6e-07,715.8,16,1411.0,0.5073
161,mp3_128,1,4-7k,1,0.7693,16250,0.0,0.0,699.6,16,1411.0,0.4958
161,mp3_320,1,4-7k,1,0.9083,20250,0.0,1.4e-07,769.1,16,1411.0,0.5451
161,mp3_v0,1,4-7k,1,0.7916,21000,0.0,1.2e-07,744.6,16,1411.0,0.5277
158,authentic,0,4-7k,0,0.0258,22050.0,0.0,7.5e-07,571.5,16,1411.0,0.405
158,mp3_128,1,4-7k,0,0.9738,16500,117.9,1e-08,544.1,16,1411.0,0.3856
158,mp3_320,1,4-7k,0,0.9763,20250,0.0,5.7e-07,612.6,16,1411.0,0.4341
158,mp3_v0,1,4-7k,0,0.2001,22050.0,0.0,8.6e-07,622.2,16,1411.0,0.441
159,authentic,0,10-14k,0,0.4899,19750,957.7,4.334e-05,948.1,16,1411.0,0.672
159,mp3_128,1,10-14k,0,0.9347,16750,0.0,7.96e-06,990.4,16,1411.0,0.7019
159,mp3_320,1,10-14k,0,0.8469,19750,235.7,4.368e-05,1028.8,16,1411.0,0.7291
159,mp3_v0,1,10-14k,0,0.3974,20000,872.7,4.422e-05,1029.2,16,1411.0,0.7294
162,authentic,0,7-10k,0,0.0772,22050.0,0.0,3.403e-05,851.3,16,1411.0,0.6033
162,mp3_128,1,7-10k,0,0.9514,16500,117.9,2.29e-06,793.9,16,1411.0,0.5626
162,mp3_320,1,7-10k,0,0.895,20250,0.0,3.249e-05,846.2,16,1411.0,0.5997
162,mp3_v0,1,7-10k,0,0.7941,21750,141.4,3.445e-05,840.3,16,1411.0,0.5955
163,authentic,0,<4k,1,0.7215,22050.0,0.0,0.0,690.4,16,1411.0,0.4893
163,mp3_128,1,<4k,1,0.7569,16250,353.6,0.0,789.4,16,1411.0,0.5594
163,mp3_320,1,<4k,1,0.717,20000,0.0,0.0,798.9,16,1411.0,0.5662
163,mp3_v0,1,<4k,1,0.7289,22050.0,0.0,0.0,797.9,16,1411.0,0.5655
164,authentic,0,<4k,1,0.6341,22050.0,0.0,0.0,289.8,16,1411.0,0.2054
164,mp3_128,1,<4k,1,0.6434,16750,0.0,0.0,284.5,16,1411.0,0.2016
164,mp3_320,1,<4k,1,0.6351,20250,848.5,0.0,295.2,16,1411.0,0.2092
164,mp3_v0,1,<4k,1,0.6494,18750,1555.6,0.0,285.1,16,1411.0,0.202
165,authentic,0,<4k,0,0.0428,21000,0.0,1.51e-06,617.7,16,1411.0,0.4378
165,mp3_128,1,<4k,0,0.9924,16750,0.0,1.1e-07,554.0,16,1411.0,0.3926
165,mp3_320,1,<4k,0,0.9803,20250,0.0,1.34e-06,622.4,16,1411.0,0.4411
165,mp3_v0,1,<4k,0,0.2707,21000,0.0,1.11e-06,582.8,16,1411.0,0.413
166,authentic,0,>=14k,0,0.0822,21750,141.4,3.273e-05,925.1,16,1411.0,0.6556
166,mp3_128,1,>=14k,0,0.7818,16750,0.0,2.9e-06,876.1,16,1411.0,0.6209
166,mp3_320,1,>=14k,0,0.9308,20250,0.0,3.351e-05,934.1,16,1411.0,0.662
166,mp3_v0,1,>=14k,0,0.9217,21250,377.1,3.351e-05,931.6,16,1411.0,0.6602
167,authentic,0,10-14k,1,0.8174,16000,0.0,2e-08,674.6,16,1411.0,0.4781
167,mp3_128,1,10-14k,1,0.8403,16000,0.0,1e-08,670.9,16,1411.0,0.4755
167,mp3_320,1,10-14k,1,0.8173,16000,0.0,1e-08,689.9,16,1411.0,0.4889
167,mp3_v0,1,10-14k,1,0.8217,16000,0.0,1e-08,679.6,16,1411.0,0.4816
170,authentic,0,>=14k,0,0.1245,20500,0.0,4.271e-05,862.5,16,1411.0,0.6113
170,mp3_128,1,>=14k,0,0.9676,16750,0.0,1.41e-06,803.4,16,1411.0,0.5694
170,mp3_320,1,>=14k,0,0.9596,20250,0.0,4.265e-05,876.7,16,1411.0,0.6213
170,mp3_v0,1,>=14k,0,0.8654,20250,117.9,4.731e-05,868.6,16,1411.0,0.6156
171,authentic,0,<4k,1,0.725,22050.0,0.0,8e-08,398.4,16,1411.0,0.2823
171,mp3_128,1,<4k,1,0.9269,22050.0,0.0,0.0,408.1,16,1411.0,0.2892
171,mp3_320,1,<4k,1,0.7476,22050.0,0.0,7e-08,441.2,16,1411.0,0.3127
171,mp3_v0,1,<4k,1,0.3167,22050.0,0.0,0.0,416.2,16,1411.0,0.295
168,authentic,0,10-14k,0,0.0603,24000.0,0.0,7.17e-06,978.6,16,1536.0,0.6371
168,mp3_128,1,10-14k,0,0.9709,16750,0.0,8.5e-07,803.2,16,1536.0,0.5229
168,mp3_320,1,10-14k,0,0.4608,20500,0.0,6.35e-06,878.7,16,1536.0,0.5721
168,mp3_v0,1,10-14k,0,0.6276,24000.0,0.0,7.26e-06,879.1,16,1536.0,0.5723
169,authentic,0,4-7k,0,0.0817,22050.0,0.0,1.96e-06,578.7,16,1411.0,0.4101
169,mp3_128,1,4-7k,0,0.9664,16500,2559.4,5e-08,526.0,16,1411.0,0.3728
169,mp3_320,1,4-7k,0,0.9722,20250,848.5,1.76e-06,582.8,16,1411.0,0.4131
169,mp3_v0,1,4-7k,0,0.2561,21250,377.1,1.31e-06,561.9,16,1411.0,0.3982
172,authentic,0,>=14k,1,0.9097,20250,0.0,0.00021612,1005.1,16,1411.0,0.7124
172,mp3_128,1,>=14k,1,0.9294,16750,0.0,6.669e-05,961.4,16,1411.0,0.6814
172,mp3_320,1,>=14k,1,0.9371,20250,0.0,0.00021608,1030.0,16,1411.0,0.73
172,mp3_v0,1,>=14k,1,0.9457,20250,0.0,0.00022772,1021.0,16,1411.0,0.7236
173,authentic,0,4-7k,0,0.0728,22050.0,0.0,5.3e-07,713.8,16,1411.0,0.5059
173,mp3_128,1,4-7k,0,0.9362,16250,117.9,0.0,694.2,16,1411.0,0.492
173,mp3_320,1,4-7k,0,0.9682,20000,117.9,4.7e-07,743.7,16,1411.0,0.5271
173,mp3_v0,1,4-7k,0,0.9403,20000,408.2,1.4e-07,707.2,16,1411.0,0.5012
174,authentic,0,7-10k,0,0.048,20500,0.0,6.3e-06,949.2,16,1411.0,0.6727
174,mp3_128,1,7-10k,0,0.9299,16250,117.9,9e-08,961.8,16,1411.0,0.6817
174,mp3_320,1,7-10k,0,0.9665,19250,117.9,5.73e-06,1004.7,16,1411.0,0.7121
174,mp3_v0,1,7-10k,0,0.5898,19500,0.0,5.05e-06,996.5,16,1411.0,0.7062
175,authentic,0,4-7k,0,0.0811,22050.0,0.0,3.52e-06,796.1,16,1411.0,0.5642
175,mp3_128,1,4-7k,0,0.92,16750,0.0,4.4e-07,735.6,16,1411.0,0.5213
175,mp3_320,1,4-7k,0,0.7553,20250,0.0,3.35e-06,809.8,16,1411.0,0.5739
175,mp3_v0,1,4-7k,0,0.1368,21250,334.2,3.82e-06,808.4,16,1411.0,0.5729
178,authentic,0,<4k,1,0.5434,22050.0,0.0,3e-08,563.7,16,1411.0,0.3995
178,mp3_128,1,<4k,1,0.559,22050.0,0.0,0.0,570.5,16,1411.0,0.4043
178,mp3_320,1,<4k,1,0.5515,22050.0,0.0,2e-08,634.4,16,1411.0,0.4496
178,mp3_v0,1,<4k,1,0.5621,22050.0,0.0,0.0,587.1,16,1411.0,0.4161
179,authentic,0,10-14k,0,0.1051,20750,235.7,2.466e-05,951.2,16,1411.0,0.6741
179,mp3_128,1,10-14k,0,0.9633,16750,0.0,8.8e-06,920.8,16,1411.0,0.6526
179,mp3_320,1,10-14k,0,0.7344,20000,117.9,2.321e-05,991.2,16,1411.0,0.7025
179,mp3_v0,1,10-14k,0,0.6797,19000,1060.7,2.383e-05,987.6,16,1411.0,0.7
176,authentic,0,10-14k,0,0.3722,22050.0,0.0,1.092e-05,1019.8,16,1411.0,0.7227
176,mp3_128,1,10-14k,0,0.3965,16000,0.0,3.9e-07,998.0,16,1411.0,0.7073
176,mp3_320,1,10-14k,0,0.571,20000,0.0,8.21e-06,1027.5,16,1411.0,0.7282
176,mp3_v0,1,10-14k,0,0.5495,22050.0,0.0,1.197e-05,1029.5,16,1411.0,0.7296
177,authentic,0,10-14k,1,0.9801,20000,0.0,1.456e-05,947.0,16,1411.0,0.6711
177,mp3_128,1,10-14k,1,0.4643,16500,117.9,6.4e-07,954.1,16,1411.0,0.6762
177,mp3_320,1,10-14k,1,0.9801,20000,117.9,1.742e-05,999.5,16,1411.0,0.7084
177,mp3_v0,1,10-14k,1,0.9751,20000,117.9,1.876e-05,995.3,16,1411.0,0.7054
180,authentic,0,7-10k,1,0.9742,19750,117.9,4.9e-07,879.5,16,1411.0,0.6233
180,mp3_128,1,7-10k,1,0.9585,16000,311.8,0.0,895.3,16,1411.0,0.6345
180,mp3_320,1,7-10k,1,0.9839,19500,204.1,5.9e-07,930.4,16,1411.0,0.6594
180,mp3_v0,1,7-10k,1,0.9802,19500,311.8,5.7e-07,922.3,16,1411.0,0.6537
181,authentic,0,<4k,1,0.531,22050.0,0.0,1e-08,390.7,16,1411.0,0.2769
181,mp3_128,1,<4k,1,0.5659,16500,117.9,0.0,436.8,16,1411.0,0.3096
181,mp3_320,1,<4k,1,0.5336,20250,0.0,1e-08,457.0,16,1411.0,0.3239
181,mp3_v0,1,<4k,1,0.543,22050.0,0.0,0.0,412.8,16,1411.0,0.2925
182,authentic,0,7-10k,1,0.5173,22050.0,0.0,4.736e-05,936.6,16,1411.0,0.6638
182,mp3_128,1,7-10k,1,0.7121,16750,0.0,8.61e-06,899.3,16,1411.0,0.6374
182,mp3_320,1,7-10k,1,0.9222,20250,0.0,4.406e-05,954.9,16,1411.0,0.6767
182,mp3_v0,1,7-10k,1,0.8379,22050.0,0.0,5.283e-05,956.9,16,1411.0,0.6782
183,authentic,0,>=14k,1,0.6807,22050.0,0.0,1.8e-07,399.3,16,1411.0,0.283
183,mp3_128,1,>=14k,1,0.6981,16750,0.0,1e-08,391.8,16,1411.0,0.2776
183,mp3_320,1,>=14k,1,0.6819,20250,0.0,1.6e-07,446.2,16,1411.0,0.3162
183,mp3_v0,1,>=14k,1,0.6831,22050.0,0.0,1.8e-07,448.7,16,1411.0,0.318
184,authentic,0,>=14k,0,0.0636,22050.0,0.0,0.00022058,1007.4,16,1411.0,0.714
184,mp3_128,1,>=14k,0,0.5578,16750,0.0,8.86e-06,965.4,16,1411.0,0.6842
184,mp3_320,1,>=14k,0,0.9402,20250,0.0,0.00019885,1027.4,16,1411.0,0.7281
184,mp3_v0,1,>=14k,0,0.6851,22050.0,0.0,0.00022509,1025.4,16,1411.0,0.7267
185,authentic,0,7-10k,0,0.0648,21000,117.9,1.8e-06,877.6,16,1411.0,0.622
185,mp3_128,1,7-10k,0,0.9677,16500,117.9,1.5e-07,838.3,16,1411.0,0.5941
185,mp3_320,1,7-10k,0,0.9561,20000,117.9,2.07e-06,904.0,16,1411.0,0.6406
185,mp3_v0,1,7-10k,0,0.8809,20500,311.8,1.64e-06,897.8,16,1411.0,0.6363
186,authentic,0,10-14k,1,0.9678,17250,1060.7,1.52e-06,923.0,16,1411.0,0.6541
186,mp3_128,1,10-14k,1,0.9608,16500,117.9,1.8e-07,915.8,16,1411.0,0.649
186,mp3_320,1,10-14k,1,0.963,18250,540.1,1.6e-06,946.8,16,1411.0,0.671
186,mp3_v0,1,10-14k,1,0.9459,17500,942.8,1.61e-06,943.8,16,1411.0,0.6689
187,authentic,0,10-14k,0,0.0543,20750,408.2,2.519e-05,1060.3,16,1411.0,0.7515
187,mp3_128,1,10-14k,0,0.7574,16750,0.0,3.5e-06,1058.0,16,1411.0,0.7498
187,mp3_320,1,10-14k,0,0.9524,20000,0.0,3.334e-05,1115.7,16,1411.0,0.7907
187,mp3_v0,1,10-14k,0,0.9721,20500,353.6,3.773e-05,1116.6,16,1411.0,0.7914
188,authentic,0,<4k,0,0.1717,20000,311.8,1.02e-06,744.1,16,1411.0,0.5273
188,mp3_128,1,<4k,0,0.988,16750,0.0,1.7e-07,729.7,16,1411.0,0.5172
188,mp3_320,1,<4k,0,0.9634,19750,117.9,1.03e-06,772.1,16,1411.0,0.5472
188,mp3_v0,1,<4k,0,0.4557,19750,235.7,1.06e-06,757.5,16,1411.0,0.5369
189,authentic,0,<4k,0,0.1187,22050.0,0.0,3.1e-07,793.6,16,1411.0,0.5625
189,mp3_128,1,<4k,0,0.9667,16000,235.7,0.0,753.1,16,1411.0,0.5337
189,mp3_320,1,<4k,0,0.9204,20000,117.9,2.5e-07,832.0,16,1411.0,0.5897
189,mp3_v0,1,<4k,0,0.1915,21750,141.4,3.1e-07,830.2,16,1411.0,0.5884
190,authentic,0,<4k,0,0.3739,20250,758.7,2.7e-07,680.9,16,1411.0,0.4826
190,mp3_128,1,<4k,0,0.7302,16750,0.0,3e-08,623.8,16,1411.0,0.4421
190,mp3_320,1,<4k,0,0.4659,20000,117.9,2.7e-07,690.0,16,1411.0,0.489
190,mp3_v0,1,<4k,0,0.858,19750,1030.4,7e-08,664.6,16,1411.0,0.471
191,authentic,0,>=14k,0,0.0452,22050.0,0.0,0.00017664,968.1,16,1411.0,0.6861
191,mp3_128,1,>=14k,0,0.9544,16750,0.0,1.76e-05,898.1,16,1411.0,0.6365
191,mp3_320,1,>=14k,0,0.9136,20250,0.0,0.00015629,978.3,16,1411.0,0.6933
191,mp3_v0,1,>=14k,0,0.9449,21500,117.9,0.00017643,978.1,16,1411.0,0.6932
192,authentic,0,>=14k,1,0.6247,20750,0.0,0.00014781,972.6,16,1411.0,0.6893
192,mp3_128,1,>=14k,1,0.9516,16750,0.0,2.159e-05,920.5,16,1411.0,0.6524
192,mp3_320,1,>=14k,1,0.941,20250,0.0,0.00014779,989.4,16,1411.0,0.7012
192,mp3_v0,1,>=14k,1,0.9194,20500,0.0,0.00017939,986.1,16,1411.0,0.6989
193,authentic,0,4-7k,0,0.0781,21250,330.0,3.4e-07,713.8,16,1411.0,0.5059
193,mp3_128,1,4-7k,0,0.9713,16250,235.7,0.0,656.3,16,1411.0,0.4651
193,mp3_320,1,4-7k,0,0.9804,20000,117.9,2.6e-07,720.1,16,1411.0,0.5103
193,mp3_v0,1,4-7k,0,0.8927,18500,1124.2,1e-08,684.0,16,1411.0,0.4847
194,authentic,0,7-10k,0,0.0884,21750,0.0,6.63e-06,855.4,16,1411.0,0.6062
194,mp3_128,1,7-10k,0,0.9778,16750,0.0,3.2e-07,777.8,16,1411.0,0.5513
194,mp3_320,1,7-10k,0,0.9462,20250,0.0,5.51e-06,859.1,16,1411.0,0.6088
194,mp3_v0,1,7-10k,0,0.0819,21750,0.0,7.54e-06,871.5,16,1411.0,0.6177
195,authentic,0,4-7k,0,0.02,22050.0,0.0,4.7e-07,811.3,16,1411.0,0.575
195,mp3_128,1,4-7k,0,0.9771,16000,656.2,0.0,724.7,16,1411.0,0.5136
195,mp3_320,1,4-7k,0,0.9892,20250,0.0,3.5e-07,826.5,16,1411.0,0.5858
195,mp3_v0,1,4-7k,0,0.0879,22050.0,0.0,5.2e-07,834.3,16,1411.0,0.5913
200,authentic,0,4-7k,0,0.3788,22050.0,0.0,4.3e-07,553.1,16,1411.0,0.392
200,mp3_128,1,4-7k,0,0.9441,16750,0.0,1e-08,498.8,16,1411.0,0.3535
200,mp3_320,1,4-7k,0,0.9349,20250,0.0,3.9e-07,569.2,16,1411.0,0.4034
200,mp3_v0,1,4-7k,0,0.7072,21000,117.9,1e-08,515.3,16,1411.0,0.3652
201,authentic,0,10-14k,0,0.1571,22050.0,0.0,7.113e-05,941.0,16,1411.0,0.6669
201,mp3_128,1,10-14k,0,0.9642,16500,117.9,2.02e-06,861.5,16,1411.0,0.6106
201,mp3_320,1,10-14k,0,0.9703,20250,0.0,4.458e-05,941.8,16,1411.0,0.6675
201,mp3_v0,1,10-14k,0,0.7958,22050.0,0.0,8.032e-05,940.8,16,1411.0,0.6667
196,authentic,0,7-10k,0,0.0292,21500,117.9,1.803e-05,755.5,16,1411.0,0.5354
196,mp3_128,1,7-10k,0,0.9663,16750,0.0,4.65e-06,712.2,16,1411.0,0.5048
196,mp3_320,1,7-10k,0,0.958,20000,117.9,1.712e-05,782.2,16,1411.0,0.5543
196,mp3_v0,1,7-10k,0,0.7757,21250,0.0,1.809e-05,759.7,16,1411.0,0.5384
197,authentic,0,>=14k,0,0.1351,20250,117.9,0.00010459,1029.3,16,1411.0,0.7295
197,mp3_128,1,>=14k,0,0.9246,16750,0.0,1.898e-05,994.9,16,1411.0,0.7051
197,mp3_320,1,>=14k,0,0.4235,20000,117.9,0.00010486,1048.0,16,1411.0,0.7428
197,mp3_v0,1,>=14k,0,0.9578,20000,117.9,0.0001131,1043.2,16,1411.0,0.7393
198,authentic,0,7-10k,1,0.6618,20500,0.0,4.8e-07,647.2,16,1411.0,0.4587
198,mp3_128,1,7-10k,1,0.9957,16500,0.0,1e-08,599.5,16,1411.0,0.4248
198,mp3_320,1,7-10k,1,0.9849,20000,117.9,4.8e-07,669.7,16,1411.0,0.4746
198,mp3_v0,1,7-10k,1,0.9866,19750,235.7,6e-08,625.0,16,1411.0,0.4429
