orig_idx,kind,is_transcode,src_rolloff_bucket,model_fp_orig,p_transcoded,cutoff_freq,cutoff_std,energy_ratio,real_bitrate_kbps,bit_depth,apparent_bitrate_kbps,comp_ratio
67,mp3_128,1,4-7k,1,0.6356,16750,0.0,3e-08,334.1,16,1411.0,0.2368
67,mp3_320,1,4-7k,1,0.6075,20250,0.0,1.5e-07,361.0,16,1411.0,0.2558
67,mp3_v0,1,4-7k,1,0.6006,22050.0,0.0,7e-08,347.4,16,1411.0,0.2462
62,authentic,0,<4k,1,0.695,17000,1359.1,0.0,326.5,16,1411.0,0.2314
62,mp3_128,1,<4k,1,0.7316,16500,117.9,0.0,321.1,16,1411.0,0.2276
62,mp3_320,1,<4k,1,0.6942,17500,1178.5,0.0,336.3,16,1411.0,0.2384
62,mp3_v0,1,<4k,1,0.7064,16000,1359.1,0.0,330.8,16,1411.0,0.2345
63,authentic,0,10-14k,1,0.9263,20000,0.0,2.984e-05,912.3,16,1411.0,0.6465
63,mp3_128,1,10-14k,1,0.9418,16750,0.0,9.01e-06,930.3,16,1411.0,0.6593
63,mp3_320,1,10-14k,1,0.9286,20250,0.0,3.011e-05,1005.6,16,1411.0,0.7127
63,mp3_v0,1,10-14k,1,0.9595,20000,0.0,3.076e-05,995.7,16,1411.0,0.7057
70,authentic,0,<4k,0,0.2725,22050.0,0.0,1.7e-07,544.3,16,1411.0,0.3858
70,mp3_128,1,<4k,0,0.5508,16500,2559.4,0.0,439.4,16,1411.0,0.3114
70,mp3_320,1,<4k,0,0.3217,20250,848.5,1e-07,538.4,16,1411.0,0.3816
70,mp3_v0,1,<4k,0,0.3862,22050.0,0.0,9e-08,520.8,16,1411.0,0.3691
71,authentic,0,10-14k,0,0.1346,22050.0,0.0,0.00035896,881.5,16,1411.0,0.6247
71,mp3_128,1,10-14k,0,0.955,16750,0.0,5.735e-05,839.9,16,1411.0,0.5953
71,mp3_320,1,10-14k,0,0.9466,20250,0.0,0.00034069,909.5,16,1411.0,0.6446
71,mp3_v0,1,10-14k,0,0.9728,22050.0,0.0,0.00043312,914.5,16,1411.0,0.6482
68,authentic,0,<4k,0,0.1889,21250,117.9,1.65e-06,645.9,16,1411.0,0.4578
68,mp3_128,1,<4k,0,0.9763,16750,0.0,8e-08,588.1,16,1411.0,0.4168
68,mp3_320,1,<4k,0,0.9815,20250,0.0,1.38e-06,661.1,16,1411.0,0.4685
68,mp3_v0,1,<4k,0,0.4097,21250,117.9,1.7e-06,634.1,16,1411.0,0.4494
69,authentic,0,10-14k,1,0.9129,20000,0.0,0.00015772,891.7,16,1411.0,0.632
69,mp3_128,1,10-14k,1,0.724,16750,0.0,2.035e-05,928.6,16,1411.0,0.6581
69,mp3_320,1,10-14k,1,0.9674,20000,117.9,0.00015826,1006.1,16,1411.0,0.713
69,mp3_v0,1,10-14k,1,0.9195,20000,0.0,0.00016366,995.7,16,1411.0,0.7057
72,authentic,0,10-14k,1,0.948,19500,0.0,1.78e-06,1024.4,16,1411.0,0.726
72,mp3_128,1,10-14k,1,0.3466,16250,117.9,5e-08,999.4,16,1411.0,0.7083
72,mp3_320,1,10-14k,1,0.9941,19500,0.0,2.37e-06,1041.9,16,1411.0,0.7384
72,mp3_v0,1,10-14k,1,0.993,19250,117.9,2.08e-06,1035.4,16,1411.0,0.7338
73,authentic,0,10-14k,1,0.667,20250,117.9,1.06e-05,855.6,16,1411.0,0.6064
73,mp3_128,1,10-14k,1,0.9761,16500,117.9,4.9e-07,820.3,16,1411.0,0.5814
73,mp3_320,1,10-14k,1,0.9183,20000,0.0,1.087e-05,872.8,16,1411.0,0.6185
73,mp3_v0,1,10-14k,1,0.9821,20000,117.9,1.094e-05,861.0,16,1411.0,0.6102
74,authentic,0,>=14k,1,0.626,22050.0,0.0,0.000701,1153.0,16,1411.0,0.8171
74,mp3_128,1,>=14k,1,0.541,16750,0.0,6.617e-05,1104.2,16,1411.0,0.7826
74,mp3_320,1,>=14k,1,0.9726,20250,0.0,0.00063981,1169.3,16,1411.0,0.8287
74,mp3_v0,1,>=14k,1,0.5126,22050.0,0.0,0.00079571,1175.2,16,1411.0,0.8329
75,authentic,0,>=14k,1,0.9173,20250,0.0,0.00012236,1063.5,16,1411.0,0.7537
75,mp3_128,1,>=14k,1,0.9563,16750,0.0,3.593e-05,1037.9,16,1411.0,0.7355
75,mp3_320,1,>=14k,1,0.9322,20250,0.0,0.00012316,1112.8,16,1411.0,0.7887
75,mp3_v0,1,>=14k,1,0.9808,20250,0.0,0.00012607,1106.0,16,1411.0,0.7839
76,authentic,0,10-14k,1,0.8827,19750,235.7,1.049e-05,951.3,16,1411.0,0.6742
76,mp3_128,1,10-14k,1,0.9164,16750,0.0,1.77e-06,910.7,16,1411.0,0.6454
76,mp3_320,1,10-14k,1,0.8771,19750,235.7,1.054e-05,981.2,16,1411.0,0.6954
76,mp3_v0,1,10-14k,1,0.8948,19750,235.7,1.098e-05,981.9,16,1411.0,0.6959
77,authentic,0,>=14k,0,0.0613,21250,334.2,7.439e-05,924.4,16,1411.0,0.6551
77,mp3_128,1,>=14k,0,0.9553,16750,0.0,1.465e-05,856.9,16,1411.0,0.6073
77,mp3_320,1,>=14k,0,0.8884,20250,0.0,7.101e-05,924.3,16,1411.0,0.6551
77,mp3_v0,1,>=14k,0,0.8873,21250,117.9,8.286e-05,910.9,16,1411.0,0.6456
80,authentic,0,4-7k,0,0.1288,22050.0,0.0,1.2e-07,473.8,16,1411.0,0.3358
80,mp3_128,1,4-7k,0,0.5695,16500,117.9,0.0,487.7,16,1411.0,0.3456
80,mp3_320,1,4-7k,0,0.7715,20250,0.0,1e-07,507.7,16,1411.0,0.3598
80,mp3_v0,1,4-7k,0,0.1504,22050.0,0.0,1e-07,470.5,16,1411.0,0.3335
81,authentic,0,<4k,0,0.1269,21500,0.0,3.28e-06,678.4,16,1411.0,0.4808
81,mp3_128,1,<4k,0,0.9648,16750,0.0,3.5e-07,671.9,16,1411.0,0.4762
81,mp3_320,1,<4k,0,0.9773,20250,0.0,2.87e-06,746.4,16,1411.0,0.529
81,mp3_v0,1,<4k,0,0.1246,21250,0.0,3.58e-06,718.0,16,1411.0,0.5089
82,authentic,0,4-7k,1,0.6488,22050.0,0.0,1.5e-07,631.7,16,1411.0,0.4477
82,mp3_128,1,4-7k,1,0.9283,16000,0.0,0.0,672.4,16,1411.0,0.4765
82,mp3_320,1,4-7k,1,0.6992,20000,0.0,8e-08,705.7,16,1411.0,0.5002
82,mp3_v0,1,4-7k,1,0.6987,16250,0.0,0.0,677.8,16,1411.0,0.4804
83,authentic,0,7-10k,0,0.0796,22050.0,0.0,1.86e-06,1004.5,16,1411.0,0.7119
83,mp3_128,1,7-10k,0,0.9546,16000,235.7,1e-08,954.6,16,1411.0,0.6765
83,mp3_320,1,7-10k,0,0.9921,20000,0.0,1.99e-06,1009.4,16,1411.0,0.7154
83,mp3_v0,1,7-10k,0,0.9364,18750,424.9,1.65e-06,990.3,16,1411.0,0.7019
84,authentic,0,7-10k,1,0.8821,22050.0,0.0,9.7e-07,727.0,16,1411.0,0.5152
84,mp3_128,1,7-10k,1,0.9661,16500,0.0,6e-08,642.6,16,1411.0,0.4554
84,mp3_320,1,7-10k,1,0.8716,20250,0.0,8.6e-07,709.5,16,1411.0,0.5029
84,mp3_v0,1,7-10k,1,0.8978,21750,0.0,6.6e-07,667.0,16,1411.0,0.4727
85,authentic,0,4-7k,1,0.5312,22050.0,0.0,1e-07,283.7,16,1411.0,0.2011
85,mp3_128,1,4-7k,1,0.5549,22050.0,0.0,0.0,199.5,16,1411.0,0.1414
85,mp3_320,1,4-7k,1,0.5324,22050.0,0.0,5e-08,258.3,16,1411.0,0.1831
85,mp3_v0,1,4-7k,1,0.5382,22050.0,0.0,1.2e-07,275.6,16,1411.0,0.1953
78,authentic,0,<4k,1,0.9371,22050.0,0.0,1e-07,636.8,16,1411.0,0.4513
78,mp3_128,1,<4k,1,0.9752,16000,311.8,0.0,580.2,16,1411.0,0.4112
78,mp3_320,1,<4k,1,0.9654,20000,117.9,6e-08,637.0,16,1411.0,0.4515
78,mp3_v0,1,<4k,1,0.9604,22050.0,0.0,3e-08,605.4,16,1411.0,0.4291
79,authentic,0,7-10k,0,0.0434,21500,0.0,3.3e-06,912.6,16,1411.0,0.6468
79,mp3_128,1,7-10k,0,0.9581,16500,117.9,2.8e-07,862.7,16,1411.0,0.6114
79,mp3_320,1,7-10k,0,0.5825,20000,0.0,3.28e-06,931.6,16,1411.0,0.6603
79,mp3_v0,1,7-10k,0,0.9686,20750,117.9,3.24e-06,936.4,16,1411.0,0.6637
88,authentic,0,7-10k,0,0.071,22050.0,0.0,6.91e-06,894.4,16,1411.0,0.6339
88,mp3_128,1,7-10k,0,0.9877,16750,0.0,1.51e-06,920.6,16,1411.0,0.6525
88,mp3_320,1,7-10k,0,0.9966,20250,0.0,6.24e-06,990.4,16,1411.0,0.7019
88,mp3_v0,1,7-10k,0,0.7943,22050.0,0.0,6.49e-06,984.5,16,1411.0,0.6977
89,authentic,0,<4k,0,0.4225,22050.0,0.0,1.2e-07,637.4,16,1411.0,0.4517
89,mp3_128,1,<4k,0,0.8326,16750,0.0,0.0,523.5,16,1411.0,0.371
89,mp3_320,1,<4k,0,0.7125,20250,0.0,9e-08,634.8,16,1411.0,0.4499
89,mp3_v0,1,<4k,0,0.4859,22050.0,0.0,4e-08,601.5,16,1411.0,0.4263
90,authentic,0,<4k,1,0.778,17250,825.0,0.0,336.4,16,1411.0,0.2384
90,mp3_128,1,<4k,1,0.7871,16750,0.0,0.0,335.1,16,1411.0,0.2375
90,mp3_320,1,<4k,1,0.7758,18000,540.1,0.0,340.3,16,1411.0,0.2412
90,mp3_v0,1,<4k,1,0.7588,16000,235.7,0.0,336.6,16,1411.0,0.2386
91,authentic,0,10-14k,0,0.0566,21250,0.0,2.283e-05,847.9,16,1411.0,0.601
91,mp3_128,1,10-14k,0,0.9346,16750,0.0,3.5e-06,807.3,16,1411.0,0.5721
91,mp3_320,1,10-14k,0,0.9624,20250,0.0,2.172e-05,856.0,16,1411.0,0.6067
91,mp3_v0,1,10-14k,0,0.8155,21250,0.0,2.249e-05,845.6,16,1411.0,0.5993
92,authentic,0,>=14k,1,0.58,21500,259.3,7.78e-06,1017.6,16,1411.0,0.7212
92,mp3_128,1,>=14k,1,0.9267,16500,117.9,1e-07,1133.9,16,1411.0,0.8036
92,mp3_320,1,>=14k,1,0.8856,20000,117.9,6.57e-06,1219.5,16,1411.0,0.8643
92,mp3_v0,1,>=14k,1,0.9165,21500,259.3,8.97e-06,1223.3,16,1411.0,0.867
93,authentic,0,4-7k,0,0.1044,21250,334.2,2.8e-07,717.4,16,1411.0,0.5084
93,mp3_128,1,4-7k,0,0.8322,16750,0.0,1e-08,725.6,16,1411.0,0.5142
93,mp3_320,1,4-7k,0,0.4848,20250,0.0,2.6e-07,784.0,16,1411.0,0.5556
93,mp3_v0,1,4-7k,0,0.4758,20750,408.2,2.7e-07,765.6,16,1411.0,0.5426
94,authentic,0,<4k,1,0.53,22050.0,0.0,8e-08,654.1,16,1411.0,0.4636
94,mp3_128,1,<4k,1,0.5187,16250,204.1,0.0,665.4,16,1411.0,0.4716
94,mp3_320,1,<4k,1,0.5283,20000,117.9,5e-08,719.3,16,1411.0,0.5098
94,mp3_v0,1,<4k,1,0.5169,18000,1751.3,0.0,680.3,16,1411.0,0.4822
95,authentic,0,<4k,0,0.1494,22050.0,0.0,2.2e-07,649.1,16,1411.0,0.46
95,mp3_128,1,<4k,0,0.801,16000,0.0,0.0,583.5,16,1411.0,0.4135
95,mp3_320,1,<4k,0,0.1979,20000,117.9,1.7e-07,656.3,16,1411.0,0.4651
95,mp3_v0,1,<4k,0,0.9,20000,117.9,3e-08,598.8,16,1411.0,0.4244
86,authentic,0,4-7k,1,0.8303,22050.0,0.0,3.5e-07,732.5,16,1411.0,0.5191
86,mp3_128,1,4-7k,1,0.8741,16500,117.9,0.0,674.2,16,1411.0,0.4778
86,mp3_320,1,4-7k,1,0.8478,20250,0.0,2.7e-07,735.7,16,1411.0,0.5214
86,mp3_v0,1,4-7k,1,0.9415,21500,117.9,8e-08,700.0,16,1411.0,0.4961
87,authentic,0,>=14k,0,0.0449,21750,0.0,1.133e-05,779.3,16,1411.0,0.5523
87,mp3_128,1,>=14k,0,0.9793,16750,0.0,2.6e-07,724.9,16,1411.0,0.5137
87,mp3_320,1,>=14k,0,0.9842,20000,117.9,1.082e-05,789.0,16,1411.0,0.5592
87,mp3_v0,1,>=14k,0,0.797,21000,235.7,1.114e-05,783.0,16,1411.0,0.555
98,authentic,0,10-14k,1,0.8224,19000,353.6,9.1e-07,466.6,16,1411.0,0.3307
98,mp3_128,1,10-14k,1,0.9826,16500,117.9,3.6e-07,484.3,16,1411.0,0.3432
98,mp3_320,1,10-14k,1,0.9467,19000,353.6,9e-07,489.0,16,1411.0,0.3465
98,mp3_v0,1,10-14k,1,0.7539,19000,353.6,1.02e-06,489.3,16,1411.0,0.3468
99,authentic,0,7-10k,0,0.1262,22050.0,0.0,2.34e-06,819.2,16,1411.0,0.5806
99,mp3_128,1,7-10k,0,0.9882,16750,0.0,4e-08,758.5,16,1411.0,0.5376
99,mp3_320,1,7-10k,0,0.9939,20000,0.0,1.64e-06,823.7,16,1411.0,0.5838
99,mp3_v0,1,7-10k,0,0.9388,22050.0,0.0,1.58e-06,818.3,16,1411.0,0.5799
100,authentic,0,10-14k,1,0.5558,18000,117.9,1.62e-06,877.7,16,1411.0,0.622
100,mp3_128,1,10-14k,1,0.9527,16500,117.9,7e-08,863.7,16,1411.0,0.6121
100,mp3_320,1,10-14k,1,0.8212,17750,656.2,1.42e-06,901.8,16,1411.0,0.6391
100,mp3_v0,1,10-14k,1,0.9239,17750,656.2,1.4e-06,898.1,16,1411.0,0.6365
101,authentic,0,>=14k,0,0.0287,22050.0,0.0,0.00070532,683.7,16,1411.0,0.4846
101,mp3_128,1,>=14k,0,0.9749,16750,2498.4,7e-08,514.9,16,1411.0,0.3649
101,mp3_320,1,>=14k,0,0.9276,20500,730.7,0.000118,668.7,16,1411.0,0.4739
101,mp3_v0,1,>=14k,0,0.1033,22050.0,0.0,0.00070625,695.8,16,1411.0,0.4931
104,authentic,0,7-10k,1,0.6482,22050.0,0.0,1.1e-07,704.1,16,1411.0,0.499
104,mp3_128,1,7-10k,1,0.9494,16000,0.0,0.0,663.3,16,1411.0,0.4701
104,mp3_320,1,7-10k,1,0.6649,20000,0.0,5e-08,699.0,16,1411.0,0.4954
104,mp3_v0,1,7-10k,1,0.6695,16000,235.7,0.0,673.3,16,1411.0,0.4772
105,authentic,0,7-10k,0,0.0375,22050.0,0.0,7.42e-06,894.2,16,1411.0,0.6337
105,mp3_128,1,7-10k,0,0.9588,16750,0.0,3.6e-07,840.9,16,1411.0,0.596
105,mp3_320,1,7-10k,0,0.9513,20250,0.0,7.35e-06,904.9,16,1411.0,0.6413
105,mp3_v0,1,7-10k,0,0.9626,21000,0.0,7.42e-06,900.9,16,1411.0,0.6385
96,authentic,0,>=14k,0,0.0657,22050.0,0.0,0.00025804,930.2,16,1411.0,0.6593
96,mp3_128,1,>=14k,0,0.887,16750,0.0,3.887e-05,864.9,16,1411.0,0.613
96,mp3_320,1,>=14k,0,0.9126,20250,0.0,0.00024148,940.3,16,1411.0,0.6664
96,mp3_v0,1,>=14k,0,0.0913,21500,0.0,0.00026308,922.7,16,1411.0,0.6539
97,authentic,0,10-14k,1,0.9008,18750,0.0,3.928e-05,889.1,16,1411.0,0.6301
97,mp3_128,1,10-14k,1,0.9535,16750,0.0,9.38e-06,860.4,16,1411.0,0.6098
97,mp3_320,1,10-14k,1,0.9757,18750,0.0,3.961e-05,906.6,16,1411.0,0.6425
97,mp3_v0,1,10-14k,1,0.964,18750,0.0,4.129e-05,901.4,16,1411.0,0.6388
102,authentic,0,>=14k,1,0.6101,21000,117.9,0.00034794,1035.6,16,1411.0,0.7339
102,mp3_128,1,>=14k,1,0.7272,16750,0.0,1.93e-05,993.0,16,1411.0,0.7038
102,mp3_320,1,>=14k,1,0.7649,20250,0.0,0.0003287,1055.7,16,1411.0,0.7482
102,mp3_v0,1,>=14k,1,0.6168,21000,0.0,0.00042026,1058.6,16,1411.0,0.7502
103,authentic,0,<4k,1,0.5197,22050.0,0.0,0.0,524.3,16,1411.0,0.3716
103,mp3_128,1,<4k,1,0.5278,22050.0,0.0,0.0,496.2,16,1411.0,0.3517
103,mp3_320,1,<4k,1,0.5165,22050.0,0.0,0.0,540.2,16,1411.0,0.3828
103,mp3_v0,1,<4k,1,0.5275,22050.0,0.0,0.0,519.1,16,1411.0,0.3679
112,authentic,0,10-14k,0,0.0832,22050.0,0.0,7.8e-06,898.8,16,1411.0,0.637
112,mp3_128,1,10-14k,0,0.9863,16750,0.0,8.6e-07,978.0,16,1411.0,0.6931
112,mp3_320,1,10-14k,0,0.9836,20250,0.0,6.76e-06,1048.8,16,1411.0,0.7433
112,mp3_v0,1,10-14k,0,0.2378,22050.0,0.0,8.13e-06,1057.3,16,1411.0,0.7493
113,authentic,0,7-10k,1,0.7627,19750,204.1,4.2e-07,446.8,16,1411.0,0.3166
113,mp3_128,1,7-10k,1,0.9292,16500,117.9,5e-08,471.9,16,1411.0,0.3344
113,mp3_320,1,7-10k,1,0.9286,19750,117.9,4.2e-07,474.9,16,1411.0,0.3365
113,mp3_v0,1,7-10k,1,0.721,19500,117.9,4.6e-07,484.5,16,1411.0,0.3433
108,authentic,0,4-7k,1,0.5878,22050.0,0.0,7e-08,605.6,16,1411.0,0.4292
108,mp3_128,1,4-7k,1,0.9227,16500,0.0,0.0,507.9,16,1411.0,0.36
108,mp3_320,1,4-7k,1,0.5825,20250,0.0,4e-08,593.8,16,1411.0,0.4209
108,mp3_v0,1,4-7k,1,0.5993,22050.0,0.0,0.0,550.6,16,1411.0,0.3902
109,authentic,0,7-10k,1,0.7602,21000,495.0,3.277e-05,874.4,16,1411.0,0.6197
109,mp3_128,1,7-10k,1,0.942,16750,0.0,3.51e-06,861.8,16,1411.0,0.6108
109,mp3_320,1,7-10k,1,0.9193,20000,117.9,3.259e-05,926.0,16,1411.0,0.6563
109,mp3_v0,1,7-10k,1,0.798,21000,117.9,3.607e-05,925.5,16,1411.0,0.6559
110,authentic,0,10-14k,0,0.1355,21000,117.9,2.409e-05,893.2,16,1411.0,0.6331
110,mp3_128,1,10-14k,0,0.9465,16750,0.0,1.45e-06,812.7,16,1411.0,0.576
110,mp3_320,1,10-14k,0,0.9205,20250,0.0,2.086e-05,898.0,16,1411.0,0.6365
110,mp3_v0,1,10-14k,0,0.749,20750,117.9,2.42e-05,898.5,16,1411.0,0.6368
111,authentic,0,10-14k,0,0.0106,22050.0,0.0,1.031e-05,922.9,16,1411.0,0.654
111,mp3_128,1,10-14k,0,0.9912,16750,0.0,4.4e-07,885.2,16,1411.0,0.6273
111,mp3_320,1,10-14k,0,0.9576,20250,0.0,8.1e-06,971.2,16,1411.0,0.6883
111,mp3_v0,1,10-14k,0,0.0215,22050.0,0.0,1.301e-05,984.5,16,1411.0,0.6977
106,authentic,0,10-14k,1,0.7229,22050.0,0.0,2.221e-05,947.0,16,1411.0,0.6711
106,mp3_128,1,10-14k,1,0.9585,16750,0.0,2.23e-06,916.5,16,1411.0,0.6495
106,mp3_320,1,10-14k,1,0.965,20250,0.0,2.088e-05,970.0,16,1411.0,0.6875
106,mp3_v0,1,10-14k,1,0.7713,21750,0.0,2.317e-05,966.9,16,1411.0,0.6852
107,authentic,0,<4k,1,0.6911,20500,0.0,3e-08,432.7,16,1411.0,0.3067
107,mp3_128,1,<4k,1,0.8142,16000,0.0,0.0,414.4,16,1411.0,0.2937
107,mp3_320,1,<4k,1,0.6966,20250,0.0,3e-08,459.2,16,1411.0,0.3255
107,mp3_v0,1,<4k,1,0.7177,16000,2003.5,0.0,418.0,16,1411.0,0.2962
114,authentic,0,7-10k,0,0.0663,22050.0,0.0,1.383e-05,859.8,16,1411.0,0.6094
114,mp3_128,1,7-10k,0,0.9589,16750,0.0,2.14e-06,849.2,16,1411.0,0.6019
114,mp3_320,1,7-10k,0,0.5786,20000,117.9,1.29e-05,904.5,16,1411.0,0.641
114,mp3_v0,1,7-10k,0,0.6963,21500,224.8,1.414e-05,887.9,16,1411.0,0.6293
115,authentic,0,<4k,1,0.5996,21000,495.0,0.0,311.1,16,1411.0,0.2205
115,mp3_128,1,<4k,1,0.6401,16750,0.0,0.0,308.5,16,1411.0,0.2187
115,mp3_320,1,<4k,1,0.5982,20000,0.0,0.0,316.4,16,1411.0,0.2243
115,mp3_v0,1,<4k,1,0.6339,17000,1080.1,0.0,309.1,16,1411.0,0.2191
120,authentic,0,>=14k,0,0.0574,22050.0,0.0,8.239e-05,500.9,16,1411.0,0.355
120,mp3_128,1,>=14k,0,0.8557,16750,0.0,6.24e-06,465.9,16,1411.0,0.3302
120,mp3_320,1,>=14k,0,0.9179,20250,0.0,7.108e-05,507.5,16,1411.0,0.3596
120,mp3_v0,1,>=14k,0,0.5767,22050.0,0.0,9.028e-05,511.8,16,1411.0,0.3627
121,authentic,0,10-14k,1,0.9505,20000,0.0,2.87e-06,931.6,16,1411.0,0.6602
121,mp3_128,1,10-14k,1,0.9762,16500,117.9,3.2e-07,891.0,16,1411.0,0.6315
121,mp3_320,1,10-14k,1,0.9764,19750,0.0,2.84e-06,945.9,16,1411.0,0.6704
121,mp3_v0,1,10-14k,1,0.9898,19500,117.9,2.91e-06,943.9,16,1411.0,0.6689
118,authentic,0,<4k,1,0.6589,22050.0,0.0,1.3e-07,656.2,16,1411.0,0.465
118,mp3_128,1,<4k,1,0.6894,16750,0.0,2e-08,528.4,16,1411.0,0.3745
118,mp3_320,1,<4k,1,0.6634,20250,0.0,1.1e-07,553.5,16,1411.0,0.3923
118,mp3_v0,1,<4k,1,0.6846,16250,707.1,0.0,526.9,16,1411.0,0.3734
119,authentic,0,10-14k,0,0.0263,20750,204.1,1.091e-05,844.7,16,1411.0,0.5986
119,mp3_128,1,10-14k,0,0.9807,16500,117.9,4.7e-07,817.6,16,1411.0,0.5795
119,mp3_320,1,10-14k,0,0.9941,20000,117.9,1.034e-05,878.8,16,1411.0,0.6228
119,mp3_v0,1,10-14k,0,0.9521,20500,204.1,1.109e-05,865.1,16,1411.0,0.6131
116,authentic,0,10-14k,1,0.9776,20000,0.0,8.797e-05,981.7,16,1411.0,0.6957
116,mp3_128,1,10-14k,1,0.972,16750,0.0,1.168e-05,1162.4,16,1411.0,0.8238
116,mp3_320,1,10-14k,1,0.9733,20250,0.0,8.987e-05,1223.0,16,1411.0,0.8667
116,mp3_v0,1,10-14k,1,0.9828,20000,117.9,9.518e-05,1219.0,16,1411.0,0.8639
117,authentic,0,4-7k,1,0.6877,17250,353.6,3e-08,825.0,16,1411.0,0.5847
117,mp3_128,1,4-7k,1,0.8995,15750,117.9,0.0,772.0,16,1411.0,0.5471
117,mp3_320,1,4-7k,1,0.696,16500,353.6,2e-08,801.1,16,1411.0,0.5677
117,mp3_v0,1,4-7k,1,0.7357,16000,353.6,1e-08,797.3,16,1411.0,0.565
124,authentic,0,4-7k,0,0.1357,22050.0,0.0,7e-08,845.8,16,1411.0,0.5994
124,mp3_128,1,4-7k,0,0.8268,16000,235.7,0.0,835.9,16,1411.0,0.5924
124,mp3_320,1,4-7k,0,0.8214,20000,117.9,7e-08,854.3,16,1411.0,0.6054
124,mp3_v0,1,4-7k,0,0.3836,21500,117.9,3e-08,850.7,16,1411.0,0.6029
125,authentic,0,7-10k,0,0.0952,22050.0,0.0,1.15e-06,1041.4,16,1411.0,0.738
125,mp3_128,1,7-10k,0,0.926,16000,117.9,0.0,996.3,16,1411.0,0.7061
125,mp3_320,1,7-10k,0,0.9744,17750,117.9,6.1e-07,1039.4,16,1411.0,0.7367
125,mp3_v0,1,7-10k,0,0.676,17500,235.7,4.4e-07,1027.0,16,1411.0,0.7278
128,authentic,0,>=14k,0,0.056,22050.0,0.0,1.138e-05,482.2,16,1411.0,0.3417
128,mp3_128,1,>=14k,0,0.9606,16750,0.0,1.8e-06,491.0,16,1411.0,0.348
128,mp3_320,1,>=14k,0,0.9537,20250,0.0,9.4e-06,540.4,16,1411.0,0.383
128,mp3_v0,1,>=14k,0,0.8151,22050.0,0.0,1.284e-05,502.0,16,1411.0,0.3558
129,authentic,0,>=14k,1,0.639,22050.0,0.0,0.00030793,851.5,16,1411.0,0.6035
129,mp3_128,1,>=14k,1,0.978,16500,117.9,3e-08,714.0,16,1411.0,0.5061
129,mp3_320,1,>=14k,1,0.985,20250,0.0,2.156e-05,839.6,16,1411.0,0.5951
129,mp3_v0,1,>=14k,1,0.9165,22050.0,0.0,0.000308,862.2,16,1411.0,0.611
122,authentic,0,>=14k,0,0.1345,22050.0,0.0,0.00019495,1040.0,16,1411.0,0.7371
122,mp3_128,1,>=14k,0,0.9657,16750,0.0,7.21e-06,943.8,16,1411.0,0.6689
122,mp3_320,1,>=14k,0,0.7895,20250,0.0,0.00015262,1039.6,16,1411.0,0.7368
122,mp3_v0,1,>=14k,0,0.2478,22050.0,0.0,0.00020811,1049.5,16,1411.0,0.7438
123,authentic,0,>=14k,0,0.1087,22050.0,0.0,0.0001674,727.6,16,1411.0,0.5157
123,mp3_128,1,>=14k,0,0.934,16750,0.0,1.882e-05,657.5,16,1411.0,0.466
123,mp3_320,1,>=14k,0,0.8851,20250,0.0,0.00014814,736.6,16,1411.0,0.522
123,mp3_v0,1,>=14k,0,0.1316,22050.0,0.0,0.00017431,711.3,16,1411.0,0.5041
126,authentic,0,10-14k,0,0.0413,19250,235.7,1.86e-06,528.1,16,1411.0,0.3743
126,mp3_128,1,10-14k,0,0.9825,16500,0.0,3.9e-07,479.3,16,1411.0,0.3397
126,mp3_320,1,10-14k,0,0.7458,19250,235.7,1.79e-06,495.2,16,1411.0,0.351
126,mp3_v0,1,10-14k,0,0.8777,18500,235.7,1.99e-06,497.7,16,1411.0,0.3528
127,authentic,0,>=14k,1,0.6446,19750,1084.2,0.00019589,917.2,16,1411.0,0.65
127,mp3_128,1,>=14k,1,0.9535,16750,0.0,9.442e-05,907.1,16,1411.0,0.6429
127,mp3_320,1,>=14k,1,0.9621,19500,0.0,0.00019552,946.4,16,1411.0,0.6707
127,mp3_v0,1,>=14k,1,0.898,19250,0.0,0.00018964,944.3,16,1411.0,0.6692
130,authentic,0,<4k,1,0.655,22050.0,0.0,2e-08,392.0,16,1411.0,0.2778
130,mp3_128,1,<4k,1,0.6988,16500,117.9,0.0,372.4,16,1411.0,0.2639
130,mp3_320,1,<4k,1,0.6554,20000,117.9,2e-08,390.0,16,1411.0,0.2764
130,mp3_v0,1,<4k,1,0.6648,16500,2616.3,0.0,349.7,16,1411.0,0.2478
131,authentic,0,4-7k,0,0.1503,21500,259.3,5.5e-07,848.9,16,1411.0,0.6016
131,mp3_128,1,4-7k,0,0.7547,16500,117.9,0.0,790.0,16,1411.0,0.5599
131,mp3_320,1,4-7k,0,0.8807,20000,117.9,4.8e-07,857.9,16,1411.0,0.608
131,mp3_v0,1,4-7k,0,0.9911,21000,117.9,2e-08,814.5,16,1411.0,0.5773
132,authentic,0,>=14k,1,0.7539,20750,117.9,0.00011178,970.9,16,1411.0,0.6881
132,mp3_128,1,>=14k,1,0.9743,16750,0.0,1.925e-05,902.7,16,1411.0,0.6397
132,mp3_320,1,>=14k,1,0.978,20250,0.0,0.00011214,976.4,16,1411.0,0.692
132,mp3_v0,1,>=14k,1,0.9799,20750,117.9,0.0001227,981.2,16,1411.0,0.6954
133,authentic,0,10-14k,1,0.7837,16250,0.0,5e-08,628.7,16,1411.0,0.4456
