orig_idx,kind,is_transcode,src_rolloff,model_fp,is_stereo,mod38_full,mod38_side,mod38_hf,mod76_full,mod76_hf,inband_flat_tstd,side_flat_tstd,side_energy_cv,flux_mean,flux_std
51,mp3_320,1,5084.2,1,0,0.006324,0.0,0.002358,0.003083,0.001625,0.039973,0.0,0.0,10.1733,3.7961
51,mp3_v0,1,5084.2,1,0,0.0063,0.0,0.002348,0.003074,0.001631,0.039973,0.0,0.0,10.1729,3.7956
48,authentic,0,4334.7,1,1,0.000295,0.000301,0.003299,0.000266,0.001489,0.01376,0.013867,1.1486,3.7471,2.0819
48,mp3_128,1,4334.7,1,1,0.000322,0.00024,0.003352,0.000265,0.001424,0.004045,0.003454,1.1551,3.5652,1.9848
48,mp3_320,1,4334.7,1,1,0.000298,0.000302,0.003411,0.000266,0.001458,0.008536,0.009763,1.1483,3.7471,2.0817
48,mp3_v0,1,4334.7,1,1,0.000301,0.000317,0.00347,0.000262,0.00143,0.010504,0.012091,1.1484,3.7472,2.0822
49,authentic,0,3599.3,1,1,0.0025,0.004389,0.007675,0.001087,0.001862,0.035297,0.03418,0.9177,9.0661,5.2907
49,mp3_128,1,3599.3,1,1,0.002611,0.004375,0.007641,0.001074,0.001356,0.056036,0.059572,0.9163,8.6182,5.0275
49,mp3_320,1,3599.3,1,1,0.002505,0.004385,0.007584,0.001087,0.00184,0.042719,0.042625,0.9176,9.0662,5.2909
49,mp3_v0,1,3599.3,1,1,0.002503,0.00438,0.007538,0.001092,0.001802,0.040162,0.038722,0.9171,9.0665,5.2909
52,authentic,0,2283.3,1,1,0.011952,0.012741,0.016092,0.002252,0.001301,0.117808,0.117808,1.171,5.9032,3.573
52,mp3_128,1,2283.3,1,1,0.011975,0.012749,0.014749,0.00226,0.001273,0.116193,0.116221,1.1705,5.6069,3.3938
52,mp3_320,1,2283.3,1,1,0.01196,0.012742,0.015454,0.002252,0.001179,0.117681,0.117679,1.1709,5.9032,3.5728
52,mp3_v0,1,2283.3,1,1,0.011924,0.012753,0.016562,0.002245,0.001118,0.117239,0.117236,1.171,5.9031,3.5726
53,authentic,0,6301.2,1,1,0.008696,0.011133,0.00909,0.003297,0.004237,0.001161,0.006485,1.2062,6.9585,4.7623
53,mp3_128,1,6301.2,1,1,0.008697,0.011071,0.010297,0.003243,0.003768,0.001429,0.018078,1.2102,6.6117,4.5171
53,mp3_320,1,6301.2,1,1,0.008698,0.011122,0.009158,0.003281,0.00434,0.001782,0.004293,1.206,6.9588,4.7628
53,mp3_v0,1,6301.2,1,1,0.008699,0.011043,0.008996,0.003334,0.004214,0.002119,0.005473,1.206,6.9593,4.7625
56,authentic,0,2716.4,1,0,0.003486,0.0,0.006486,0.002381,0.004804,0.0241,0.0,0.0,12.5013,7.4494
56,mp3_128,1,2716.4,1,0,0.003489,0.0,0.006079,0.002381,0.004554,0.022755,0.0,0.0,11.8762,7.0761
56,mp3_320,1,2716.4,1,0,0.003486,0.0,0.006466,0.002382,0.00481,0.0241,0.0,0.0,12.5012,7.4493
56,mp3_v0,1,2716.4,1,0,0.003487,0.0,0.006462,0.002387,0.004776,0.0241,0.0,0.0,12.5008,7.4475
57,authentic,0,5722.3,1,1,0.00253,0.037124,0.00231,0.00081,0.000741,0.005201,0.003712,0.164,12.6283,7.0733
57,mp3_128,1,5722.3,1,1,0.002534,0.02413,0.002323,0.000823,0.000835,0.014606,0.04136,0.3057,12.0054,6.7184
57,mp3_320,1,5722.3,1,1,0.00253,0.037123,0.002292,0.000809,0.000737,0.003938,0.006162,0.2056,12.6282,7.0733
57,mp3_v0,1,5722.3,1,1,0.002538,0.03802,0.002327,0.000812,0.00074,0.005744,0.004497,0.1688,12.6295,7.0734
60,authentic,0,6240.3,1,1,0.002065,0.004904,0.003316,0.000464,0.001596,0.127467,0.12718,1.0554,5.1754,2.8643
60,mp3_128,1,6240.3,1,1,0.002086,0.005252,0.004249,0.000442,0.001383,0.127546,0.127562,1.0504,4.9243,2.7205
60,mp3_320,1,6240.3,1,1,0.002062,0.004898,0.003264,0.000464,0.001497,0.127494,0.127416,1.0547,5.1756,2.8636
60,mp3_v0,1,6240.3,1,1,0.002053,0.004856,0.003261,0.000453,0.001565,0.127547,0.127655,1.0549,5.179,2.8644
61,authentic,0,1592.0,1,1,0.026992,0.022445,0.009398,0.009391,0.005348,0.131977,0.13516,0.7244,9.5337,4.1127
61,mp3_128,1,1592.0,1,1,0.027015,0.022273,0.010017,0.00938,0.006407,0.131603,0.133739,0.7244,9.0588,3.9065
61,mp3_320,1,1592.0,1,1,0.026987,0.022451,0.00904,0.009388,0.00524,0.131891,0.134962,0.7244,9.5338,4.1127
61,mp3_v0,1,1592.0,1,1,0.026928,0.022417,0.008947,0.009388,0.005557,0.131986,0.135107,0.7244,9.5336,4.1129
54,authentic,0,5836.5,1,1,0.004645,0.004911,0.010318,0.019614,0.001038,0.199879,0.199936,0.8482,3.0963,1.7858
54,mp3_128,1,5836.5,1,1,0.004549,0.004723,0.010063,0.019643,0.000973,0.200082,0.200183,0.8494,2.9407,1.6951
54,mp3_320,1,5836.5,1,1,0.004629,0.004913,0.010091,0.01965,0.001064,0.199959,0.200038,0.8482,3.0963,1.7858
54,mp3_v0,1,5836.5,1,1,0.004683,0.00488,0.010761,0.019672,0.001013,0.200032,0.20016,0.8484,3.0969,1.786
55,authentic,0,4272.9,1,1,0.002909,0.00074,0.031003,0.012656,0.012586,0.014076,0.010244,1.5787,6.4376,6.3258
55,mp3_128,1,4272.9,1,1,0.002937,0.000751,0.030285,0.012679,0.01175,0.011714,0.009203,1.579,6.1177,6.0128
55,mp3_320,1,4272.9,1,1,0.002926,0.000741,0.030977,0.012652,0.012572,0.014096,0.01024,1.5787,6.4376,6.3259
55,mp3_v0,1,4272.9,1,1,0.002909,0.00074,0.030919,0.012655,0.012545,0.013582,0.009078,1.5787,6.4372,6.3246
58,authentic,0,2839.8,1,1,0.194102,0.047415,0.002101,0.01225,0.003312,0.034227,0.036187,1.4985,6.338,4.895
58,mp3_128,1,2839.8,1,1,0.192135,0.046414,0.002057,0.012102,0.003302,0.001969,0.001612,1.5082,6.0474,4.6598
58,mp3_320,1,2839.8,1,1,0.193291,0.047097,0.00213,0.012208,0.003323,0.014187,0.01623,1.4983,6.3392,4.8961
58,mp3_v0,1,2839.8,1,1,0.193495,0.046952,0.00207,0.012181,0.003289,0.026208,0.029431,1.4982,6.3395,4.896
59,authentic,0,5025.5,1,1,0.005205,0.007159,0.02443,0.001164,0.012987,0.001196,0.001194,1.7729,3.9276,2.7358
59,mp3_128,1,5025.5,1,1,0.005228,0.00688,0.023774,0.00117,0.012815,0.000797,0.000721,1.777,3.7326,2.598
59,mp3_320,1,5025.5,1,1,0.005226,0.007316,0.024505,0.001157,0.013055,0.001031,0.001089,1.7731,3.9277,2.7357
59,mp3_v0,1,5025.5,1,1,0.005195,0.006984,0.02441,0.001177,0.012942,0.000912,0.001061,1.7715,3.928,2.7357
62,authentic,0,6067.4,1,1,0.011876,0.009469,0.01625,0.003357,0.009669,0.004114,0.004406,0.952,7.9222,4.34
62,mp3_128,1,6067.4,1,1,0.011755,0.010344,0.014432,0.0033,0.009367,0.007665,0.007543,0.9472,7.5542,4.1447
62,mp3_320,1,6067.4,1,1,0.011888,0.009451,0.016244,0.003338,0.009722,0.002602,0.002773,0.9515,7.9218,4.3399
62,mp3_v0,1,6067.4,1,1,0.011883,0.009282,0.015549,0.003396,0.009295,0.004366,0.004611,0.9511,7.9244,4.3414
63,authentic,0,6496.9,1,1,0.001029,0.000733,0.006957,0.000302,0.000687,0.023503,0.02963,1.6438,21.0225,21.2263
63,mp3_128,1,6496.9,1,1,0.001024,0.000904,0.006535,0.000322,0.000666,0.020635,0.026624,1.6347,19.9786,20.1482
63,mp3_320,1,6496.9,1,1,0.001031,0.000737,0.006988,0.000304,0.000679,0.023387,0.029721,1.6426,21.0217,21.2221
63,mp3_v0,1,6496.9,1,1,0.001047,0.000755,0.006965,0.000301,0.000717,0.022687,0.028721,1.6401,21.0266,21.2243
64,authentic,0,3797.0,1,1,0.001357,0.002802,0.00421,0.002311,0.001721,0.000978,0.001062,0.8032,21.0995,14.56
64,mp3_128,1,3797.0,1,1,0.001396,0.00292,0.004421,0.002314,0.001584,0.013629,0.016653,0.8014,20.0468,13.8221
64,mp3_320,1,3797.0,1,1,0.001357,0.002808,0.004219,0.002311,0.001728,0.002439,0.002775,0.8035,21.0993,14.5591
64,mp3_v0,1,3797.0,1,1,0.001356,0.002823,0.004225,0.002313,0.001704,0.002242,0.00233,0.8026,21.0982,14.556
65,authentic,0,2584.7,1,1,0.004485,0.008817,0.005873,0.002748,0.005282,0.002486,0.010539,1.1912,5.5669,3.5638
65,mp3_128,1,2584.7,1,1,0.004453,0.009111,0.005834,0.002726,0.004475,0.00146,0.006468,1.1893,5.2924,3.3886
65,mp3_320,1,2584.7,1,1,0.004486,0.008813,0.006015,0.002748,0.005241,0.002162,0.009413,1.1912,5.567,3.5639
65,mp3_v0,1,2584.7,1,1,0.004491,0.008815,0.005727,0.002741,0.00506,0.002779,0.011695,1.1911,5.5671,3.564
68,authentic,0,4071.9,1,1,0.004908,0.0285,0.006666,0.008176,0.001641,0.005216,0.016454,0.1662,12.1618,7.6465
68,mp3_128,1,4071.9,1,1,0.004939,0.029101,0.006604,0.008193,0.001478,0.008524,0.022421,0.4604,11.5544,7.2647
68,mp3_320,1,4071.9,1,1,0.004909,0.025229,0.006694,0.008175,0.001647,0.003045,0.009883,0.2116,12.1618,7.6467
68,mp3_v0,1,4071.9,1,1,0.004909,0.02984,0.006408,0.008173,0.001647,0.005115,0.016551,0.1685,12.1624,7.6475
69,authentic,0,4827.3,1,1,0.018869,0.003046,0.006667,0.005806,0.004756,0.127113,0.127127,0.7127,15.9998,6.1887
69,mp3_128,1,4827.3,1,1,0.019096,0.002807,0.007313,0.005911,0.003989,0.127819,0.128003,0.7109,15.2233,5.8986
69,mp3_320,1,4827.3,1,1,0.018873,0.003064,0.006781,0.005803,0.004922,0.127281,0.127368,0.7127,15.9996,6.1889
69,mp3_v0,1,4827.3,1,1,0.018836,0.002964,0.006355,0.005792,0.004877,0.127102,0.12726,0.7124,16.0036,6.1911
70,authentic,0,6164.2,1,1,0.006882,0.004919,0.006479,0.002475,0.001317,0.037154,0.198277,2.9566,6.9874,5.8967
70,mp3_128,1,6164.2,1,1,0.006885,0.005564,0.006326,0.00243,0.001174,0.034545,0.149015,2.8468,6.64,5.6015
70,mp3_320,1,6164.2,1,1,0.006883,0.005097,0.00646,0.002475,0.001322,0.03718,0.181441,2.846,6.9874,5.8966
70,mp3_v0,1,6164.2,1,1,0.006867,0.010104,0.006444,0.002476,0.001306,0.036945,0.139119,2.8477,6.9876,5.8972
71,authentic,0,5207.2,1,1,0.007657,0.018781,0.016063,0.00256,0.007123,0.025847,0.018682,0.1631,9.7851,4.3894
71,mp3_128,1,5207.2,1,1,0.007767,0.022604,0.016009,0.002545,0.007043,0.069324,0.043861,0.1427,9.299,4.1705
71,mp3_320,1,5207.2,1,1,0.007662,0.021618,0.016053,0.002561,0.007132,0.029322,0.034536,0.1815,9.7852,4.3896
71,mp3_v0,1,5207.2,1,1,0.007647,0.019975,0.015952,0.002559,0.007144,0.029111,0.024225,0.1611,9.7852,4.389
72,authentic,0,4023.0,1,1,3.3e-05,0.000452,0.002776,0.000144,0.00048,0.033952,0.034529,1.8708,2.0147,1.8455
72,mp3_128,1,4023.0,1,1,6.7e-05,0.000513,0.002193,0.000159,0.000329,0.026251,0.026252,1.8734,1.9178,1.7532
72,mp3_320,1,4023.0,1,1,3.3e-05,0.000451,0.00285,0.000143,0.000496,0.033429,0.034242,1.8709,2.0146,1.8455
72,mp3_v0,1,4023.0,1,1,3.7e-05,0.000444,0.002397,0.000142,0.000562,0.033437,0.033215,1.8712,2.0146,1.8451
73,authentic,0,2041.9,1,1,0.01095,0.009613,0.003239,0.012436,0.001762,0.130053,0.130787,0.8591,6.0904,3.4003
73,mp3_128,1,2041.9,1,1,0.01106,0.009686,0.003832,0.012715,0.002727,0.125817,0.127008,0.8599,5.7869,3.2308
73,mp3_320,1,2041.9,1,1,0.010952,0.009623,0.003454,0.012433,0.001861,0.126033,0.127015,0.8591,6.0904,3.3997
73,mp3_v0,1,2041.9,1,1,0.010957,0.00959,0.001677,0.01243,0.000848,0.125671,0.126308,0.8591,6.0911,3.4
66,authentic,0,6805.5,1,1,0.007692,0.01453,0.025734,0.003055,0.01275,0.008134,0.031367,0.5433,12.3464,8.2299
66,mp3_128,1,6805.5,1,1,0.007837,0.015349,0.02469,0.003131,0.012536,0.001611,0.005442,0.5431,11.73,7.8017
66,mp3_320,1,6805.5,1,1,0.007685,0.01469,0.025721,0.003058,0.012752,0.005109,0.019146,0.5435,12.3468,8.2305
66,mp3_v0,1,6805.5,1,1,0.007656,0.014718,0.025738,0.003068,0.012718,0.008142,0.031729,0.5437,12.348,8.2324
67,authentic,0,6950.7,1,1,0.002266,0.001785,0.002744,0.00169,0.000612,0.002979,0.007813,1.2724,9.6514,10.3906
67,mp3_128,1,6950.7,1,1,0.002202,0.001925,0.002109,0.001744,0.00063,0.002622,0.003653,1.2726,9.1738,9.8684
67,mp3_320,1,6950.7,1,1,0.002269,0.001766,0.002682,0.001691,0.000613,0.001507,0.003282,1.2723,9.651,10.3898
67,mp3_v0,1,6950.7,1,1,0.002272,0.001945,0.00286,0.001693,0.000615,0.002367,0.00208,1.2733,9.6522,10.3902
74,authentic,0,4758.4,1,1,0.009009,0.015236,0.000627,0.004137,0.000591,0.15522,0.155283,0.8555,0.7697,0.4423
74,mp3_128,1,4758.4,1,1,0.009028,0.015231,0.001208,0.004058,0.00083,0.155337,0.155359,0.8564,0.7319,0.4204
74,mp3_320,1,4758.4,1,1,0.009014,0.015236,0.000552,0.004136,0.000596,0.155269,0.155313,0.8555,0.7697,0.4423
74,mp3_v0,1,4758.4,1,1,0.009037,0.015118,0.000575,0.004159,0.000515,0.15524,0.155298,0.8556,0.7698,0.4423
75,authentic,0,4448.1,1,1,0.001953,0.001855,0.001711,0.001881,0.000434,0.138601,0.1388,2.1072,1.1111,1.0759
75,mp3_128,1,4448.1,1,1,0.001934,0.001871,0.001753,0.001901,0.000599,0.138582,0.138645,2.1257,1.0561,1.0226
75,mp3_320,1,4448.1,1,1,0.001952,0.001854,0.001652,0.001881,0.000428,0.138599,0.138742,2.1071,1.111,1.076
75,mp3_v0,1,4448.1,1,1,0.001955,0.00188,0.001617,0.001873,0.00038,0.138003,0.138267,2.1086,1.1112,1.0765
76,authentic,0,5080.9,1,1,0.004776,0.02981,0.003376,0.004091,0.000958,0.006945,0.000565,0.2033,14.7791,8.6698
76,mp3_128,1,5080.9,1,1,0.004841,0.025297,0.003344,0.004067,0.000879,0.006738,0.041471,0.3184,14.0453,8.2361
76,mp3_320,1,5080.9,1,1,0.004786,0.028269,0.003364,0.00409,0.00095,0.00396,0.003573,0.2477,14.7787,8.6696
76,mp3_v0,1,5080.9,1,1,0.004794,0.029031,0.003337,0.004083,0.000966,0.00708,0.059958,0.2328,14.7779,8.6683
77,authentic,0,4833.5,1,1,0.006267,0.001397,0.002822,0.002022,0.000873,0.051792,0.052082,0.9003,14.9951,5.8607
77,mp3_128,1,4833.5,1,1,0.006246,0.001321,0.002093,0.002033,0.000758,0.052735,0.052043,0.9002,14.2477,5.5687
77,mp3_320,1,4833.5,1,1,0.006271,0.001412,0.002833,0.002021,0.000867,0.052588,0.053282,0.9003,14.9951,5.8609
77,mp3_v0,1,4833.5,1,1,0.006222,0.001466,0.002824,0.002053,0.000859,0.051921,0.052471,0.9004,14.9979,5.8613
78,authentic,0,4250.6,1,1,0.001787,0.01677,0.005286,0.001113,0.002031,0.016926,0.018681,0.1644,7.9813,4.9027
78,mp3_128,1,4250.6,1,1,0.001765,0.028537,0.004462,0.001116,0.00221,0.071665,0.044232,0.1416,7.5856,4.6596
78,mp3_320,1,4250.6,1,1,0.001789,0.015511,0.005271,0.001113,0.002034,0.025759,0.034853,0.1862,7.9814,4.9027
78,mp3_v0,1,4250.6,1,1,0.001784,0.02028,0.005266,0.001113,0.002035,0.0231,0.024562,0.166,7.9815,4.9025
79,authentic,0,6075.3,1,1,0.004128,0.00239,0.006108,0.002677,0.006327,0.006638,0.006537,1.1041,6.7627,4.219
79,mp3_128,1,6075.3,1,1,0.004264,0.002527,0.008919,0.002726,0.00477,0.008716,0.007642,1.1018,6.4397,4.0141
79,mp3_320,1,6075.3,1,1,0.004119,0.00238,0.00585,0.00268,0.006346,0.004139,0.004037,1.1041,6.7629,4.2194
79,mp3_v0,1,6075.3,1,1,0.004131,0.002391,0.005961,0.002697,0.00602,0.006869,0.006741,1.1032,6.7646,4.2205
80,authentic,0,4403.7,1,1,0.00145,0.004408,0.006405,0.016692,0.000905,0.142939,0.294688,4.9104,8.0554,5.6289
80,mp3_128,1,4403.7,1,1,0.001435,0.004467,0.007016,0.016716,0.000944,0.142946,0.242345,4.913,7.6525,5.3472
80,mp3_320,1,4403.7,1,1,0.001449,0.004411,0.006414,0.01669,0.000901,0.142938,0.254185,4.91,8.0553,5.6287
80,mp3_v0,1,4403.7,1,1,0.00145,0.00442,0.006634,0.016689,0.000887,0.143223,0.242165,4.912,8.0548,5.629
81,authentic,0,2076.3,1,1,0.009289,0.009318,0.039245,0.002752,0.018606,0.015367,0.018755,1.1939,3.8824,4.1801
81,mp3_128,1,2076.3,1,1,0.009296,0.009335,0.015253,0.002753,0.002925,0.057676,0.072126,1.1938,3.6874,3.9709
81,mp3_320,1,2076.3,1,1,0.009288,0.009317,0.03146,0.002751,0.016592,0.015178,0.018701,1.1939,3.8823,4.1802
81,mp3_v0,1,2076.3,1,1,0.00929,0.009318,0.039573,0.002751,0.01744,0.017152,0.020788,1.1939,3.8824,4.1799
82,authentic,0,2553.3,1,0,0.003831,0.0,0.004031,0.000745,0.001505,0.024479,0.0,0.0,7.0569,4.4717
82,mp3_128,1,2553.3,1,0,0.003836,0.0,0.004091,0.000746,0.001504,0.024264,0.0,0.0,6.7041,4.248
82,mp3_320,1,2553.3,1,0,0.003831,0.0,0.004048,0.000745,0.001504,0.024479,0.0,0.0,7.0568,4.4716
82,mp3_v0,1,2553.3,1,0,0.003835,0.0,0.00422,0.000747,0.00134,0.024479,0.0,0.0,7.0566,4.4714
83,authentic,0,5977.7,1,0,0.003793,0.025836,0.003466,0.002478,0.000508,0.024087,0.011821,6.9821,17.0317,11.0777
83,mp3_128,1,5977.7,1,0,0.003812,0.011753,0.003497,0.0025,0.000497,0.024085,0.096714,3.8683,16.1809,10.5224
83,mp3_320,1,5977.7,1,0,0.003796,0.017074,0.003467,0.002478,0.000508,0.024084,0.087756,4.2719,17.0315,11.0774
83,mp3_v0,1,5977.7,1,0,0.003781,0.0,0.003476,0.002489,0.000503,0.024089,0.0,0.0,17.0307,11.0766
86,authentic,0,2950.0,1,0,0.007695,0.0,0.00133,0.002833,0.000379,0.090637,0.057064,16.8888,9.5833,5.114
86,mp3_128,1,2950.0,1,0,0.007663,0.0,0.001432,0.002833,0.000326,0.099209,0.037785,16.2533,9.104,4.8581
86,mp3_320,1,2950.0,1,0,0.007696,0.0,0.001333,0.002833,0.00038,0.092987,0.048644,16.1437,9.5834,5.1141
86,mp3_v0,1,2950.0,1,0,0.007617,0.0,0.001586,0.002837,0.000439,0.092673,0.055692,17.0649,9.5843,5.1151
87,authentic,0,5572.9,1,0,0.010357,0.0,0.002959,0.014359,0.001166,0.128966,0.0,0.0,9.091,6.1353
87,mp3_128,1,5572.9,1,0,0.010356,0.0,0.003073,0.014335,0.001148,0.129385,0.0,0.0,8.6353,5.827
87,mp3_320,1,5572.9,1,0,0.010363,0.0,0.002944,0.014359,0.001159,0.129027,0.0,0.0,9.0909,6.1352
87,mp3_v0,1,5572.9,1,0,0.010365,0.0,0.002824,0.014354,0.001118,0.129103,0.0,0.0,9.0916,6.1337
88,authentic,0,6666.7,1,1,0.001916,0.008031,0.002332,0.001039,0.000987,0.005686,0.00595,0.5505,10.0621,4.3133
88,mp3_128,1,6666.7,1,1,0.001978,0.007766,0.002413,0.001096,0.001117,0.000497,0.000392,0.5506,9.5579,4.097
88,mp3_320,1,6666.7,1,1,0.001905,0.008077,0.002313,0.00105,0.000968,0.00423,0.003908,0.5506,10.0628,4.3132
88,mp3_v0,1,6666.7,1,1,0.001951,0.007981,0.002147,0.001041,0.000971,0.004036,0.003763,0.5504,10.0666,4.315
89,authentic,0,2775.0,1,1,0.007813,0.008216,0.003086,0.003339,0.000828,0.000664,0.001486,0.9054,14.7707,8.9285
89,mp3_128,1,2775.0,1,1,0.007735,0.008395,0.002291,0.003368,0.001016,0.006178,0.00506,0.9073,14.0376,8.4873
89,mp3_320,1,2775.0,1,1,0.007826,0.008237,0.003055,0.003336,0.000866,0.000699,0.001099,0.9052,14.7705,8.9285
89,mp3_v0,1,2775.0,1,1,0.007812,0.008238,0.003222,0.003332,0.000783,0.000779,0.001518,0.9051,14.7716,8.9283
92,authentic,0,4076.9,1,0,0.00269,0.0,0.006392,0.001175,0.002779,0.002063,0.0,0.0,7.9744,4.3434
92,mp3_128,1,4076.9,1,0,0.002691,0.0,0.006423,0.001174,0.002773,0.064136,0.0,0.0,7.5758,4.1268
92,mp3_320,1,4076.9,1,0,0.002691,0.0,0.006391,0.001175,0.002776,0.003144,0.0,0.0,7.9744,4.3436
92,mp3_v0,1,4076.9,1,0,0.002691,0.0,0.006268,0.001175,0.002771,0.003008,0.0,0.0,7.9749,4.3434
93,authentic,0,4183.8,1,1,0.002819,0.001605,0.022001,0.004933,0.010422,0.06918,0.068456,0.728,11.7675,6.0991
93,mp3_128,1,4183.8,1,1,0.002831,0.001721,0.020355,0.004884,0.009997,0.07131,0.070752,0.7275,11.18,5.7885
93,mp3_320,1,4183.8,1,1,0.002816,0.001619,0.022079,0.004944,0.010332,0.070405,0.069664,0.7281,11.7669,6.0985
93,mp3_v0,1,4183.8,1,1,0.002831,0.001611,0.022199,0.004934,0.010451,0.069419,0.06867,0.7277,11.7693,6.1
84,authentic,0,5729.3,1,1,0.009796,0.01053,0.013092,0.006646,0.005446,0.001303,0.000526,1.8232,1.8287,1.7673
84,mp3_128,1,5729.3,1,1,0.009647,0.010796,0.012508,0.006652,0.005148,0.000166,0.000129,1.8178,1.7388,1.6773
84,mp3_320,1,5729.3,1,1,0.009802,0.010536,0.013069,0.006639,0.005424,0.000764,0.000342,1.8231,1.8288,1.7674
84,mp3_v0,1,5729.3,1,1,0.009783,0.010472,0.013046,0.006613,0.005345,0.000741,0.000301,1.8208,1.8292,1.7681
85,authentic,0,3714.4,1,1,0.001913,0.006819,0.002209,0.000137,0.000496,0.243666,0.243253,1.8061,1.2926,1.0597
85,mp3_128,1,3714.4,1,1,0.001929,0.006315,0.003221,0.000133,0.000447,0.243694,0.243399,1.801,1.2301,1.008
85,mp3_320,1,3714.4,1,1,0.001915,0.006797,0.002283,0.000137,0.00045,0.243679,0.243299,1.8064,1.2926,1.0596
85,mp3_v0,1,3714.4,1,1,0.001918,0.006814,0.002251,0.000139,0.000681,0.243652,0.243214,1.8052,1.2927,1.0598
90,authentic,0,4582.5,1,1,0.005623,0.001761,0.029739,0.007405,0.013923,0.000141,0.000378,1.5084,6.1284,4.4039
90,mp3_128,1,4582.5,1,1,0.005601,0.001848,0.030134,0.00739,0.013853,0.00011,0.000163,1.5096,5.8215,4.1816
90,mp3_320,1,4582.5,1,1,0.005627,0.00176,0.029629,0.007405,0.013866,0.000126,0.000299,1.5084,6.1285,4.4041
90,mp3_v0,1,4582.5,1,1,0.005623,0.00176,0.029665,0.007396,0.013992,0.000128,0.000325,1.5089,6.1283,4.404
91,authentic,0,3710.4,1,1,0.015537,0.011841,0.002907,0.009462,0.004418,0.02413,0.027604,1.7578,19.136,9.3126
91,mp3_128,1,3710.4,1,1,0.015529,0.011525,0.00294,0.009529,0.004575,0.027784,0.028297,1.6836,18.1779,8.8494
91,mp3_320,1,3710.4,1,1,0.015533,0.011858,0.002883,0.009463,0.004441,0.024184,0.025051,1.7578,19.1357,9.3132
91,mp3_v0,1,3710.4,1,1,0.015543,0.011894,0.002972,0.009461,0.004386,0.018872,0.021768,1.7526,19.1351,9.3112
98,authentic,0,5077.9,1,1,0.000139,0.000368,0.002943,0.000176,0.000234,0.089299,0.089849,2.6914,0.7752,0.7353
98,mp3_128,1,5077.9,1,1,0.000167,0.000392,0.00284,0.000173,0.000339,0.088918,0.089151,2.6946,0.7375,0.6997
98,mp3_320,1,5077.9,1,1,0.00014,0.00037,0.002909,0.000176,0.000224,0.089222,0.089574,2.6908,0.7752,0.7352
98,mp3_v0,1,5077.9,1,1,0.000138,0.00037,0.002941,0.000174,0.000181,0.089308,0.089851,2.6907,0.7755,0.7347
99,authentic,0,3662.5,1,1,0.005792,0.01178,0.008838,0.002443,0.001805,0.02694,0.036116,1.0735,3.1507,1.456
99,mp3_128,1,3662.5,1,1,0.006213,0.011253,0.007194,0.00254,0.001696,0.026932,0.032566,1.0738,2.9931,1.3845
99,mp3_320,1,3662.5,1,1,0.005805,0.011787,0.008848,0.002449,0.001782,0.026936,0.033574,1.0735,3.1507,1.4562
99,mp3_v0,1,3662.5,1,1,0.005731,0.011848,0.008408,0.002451,0.001946,0.026945,0.033509,1.0741,3.1516,1.4562
94,authentic,0,4545.6,1,1,0.002206,0.004612,0.003643,0.005161,0.003799,0.057754,0.068808,0.8157,6.1831,2.9051
94,mp3_128,1,4545.6,1,1,0.0022,0.004463,0.003543,0.005143,0.004335,0.041943,0.052095,0.8185,5.8735,2.7602
94,mp3_320,1,4545.6,1,1,0.002204,0.004587,0.003658,0.005161,0.00385,0.055902,0.067802,0.8156,6.1831,2.905
94,mp3_v0,1,4545.6,1,1,0.002197,0.00474,0.003708,0.005175,0.003704,0.0569,0.068575,0.8152,6.1821,2.9049
95,authentic,0,3757.6,1,1,0.003949,0.002868,0.005125,0.001292,0.001139,0.11052,0.117029,1.8749,1.5391,1.2548
95,mp3_128,1,3757.6,1,1,0.003903,0.003119,0.005161,0.001285,0.001197,0.110367,0.115782,1.8679,1.4634,1.1924
95,mp3_320,1,3757.6,1,1,0.003949,0.002898,0.005114,0.001293,0.001143,0.110392,0.116281,1.8749,1.539,1.2548
95,mp3_v0,1,3757.6,1,1,0.00392,0.002986,0.005333,0.001275,0.001213,0.110575,0.115623,1.8791,1.54,1.2541
102,authentic,0,4375.7,1,1,0.006805,0.014267,0.011279,0.001263,0.003792,0.019304,0.018825,0.1574,3.67,3.5309
102,mp3_128,1,4375.7,1,1,0.006822,0.018274,0.011016,0.001257,0.004096,0.073806,0.044604,0.1398,3.4874,3.3548
102,mp3_320,1,4375.7,1,1,0.006804,0.014348,0.011285,0.001263,0.003832,0.027469,0.034313,0.1786,3.6699,3.531
102,mp3_v0,1,4375.7,1,1,0.006825,0.017487,0.011201,0.001263,0.003867,0.025703,0.023672,0.1598,3.6705,3.5308
103,authentic,0,5708.6,1,1,0.006126,0.006387,0.003001,0.001428,0.000505,0.051083,0.231278,1.971,2.7046,3.036
103,mp3_128,1,5708.6,1,1,0.006366,0.006434,0.003314,0.001429,0.000605,0.05106,0.184005,1.9724,2.5774,2.8951
103,mp3_320,1,5708.6,1,1,0.006124,0.006378,0.003017,0.001428,0.000508,0.051086,0.219642,1.9709,2.7047,3.0358
103,mp3_v0,1,5708.6,1,1,0.006158,0.006392,0.002976,0.001433,0.000497,0.051063,0.183628,1.971,2.7064,3.0374
96,authentic,0,4354.6,1,1,0.002571,0.013097,0.007794,0.000349,0.003091,0.017602,0.018995,0.1664,1.8614,1.6981
