orig_idx,kind,is_transcode,src_rolloff,model_fp,is_stereo,mod38_full,mod38_side,mod38_hf,mod76_full,mod76_hf,inband_flat_tstd,side_flat_tstd,side_energy_cv,flux_mean,flux_std
96,mp3_128,1,4354.6,1,1,0.00257,0.019209,0.007677,0.000351,0.003079,0.075185,0.043972,0.1456,1.7687,1.6129
96,mp3_320,1,4354.6,1,1,0.00257,0.014253,0.007803,0.000349,0.003083,0.026443,0.035129,0.1844,1.8614,1.6981
96,mp3_v0,1,4354.6,1,1,0.002565,0.014365,0.007887,0.000349,0.003076,0.024428,0.024775,0.1679,1.8616,1.6982
97,authentic,0,3216.8,1,1,0.016039,0.003278,0.000628,0.004077,0.000226,0.001775,0.011667,1.0019,3.6398,1.6711
97,mp3_128,1,3216.8,1,1,0.0163,0.003171,0.000905,0.004037,0.000347,0.000858,0.007386,1.0016,3.4545,1.5864
97,mp3_320,1,3216.8,1,1,0.016052,0.00327,0.000641,0.004071,0.000223,0.00145,0.010831,1.0022,3.6396,1.6711
97,mp3_v0,1,3216.8,1,1,0.015987,0.003346,0.000613,0.004103,0.000236,0.001617,0.013557,1.0012,3.6401,1.6709
104,authentic,0,4817.1,1,1,0.002378,0.001808,0.023089,0.001083,0.003732,0.134929,0.135356,0.8517,2.1846,1.0325
104,mp3_128,1,4817.1,1,1,0.0022,0.001717,0.022334,0.001187,0.003863,0.134914,0.135297,0.8529,2.0777,0.9815
104,mp3_320,1,4817.1,1,1,0.002375,0.001811,0.022678,0.001084,0.003866,0.13494,0.135371,0.8515,2.1847,1.0325
104,mp3_v0,1,4817.1,1,1,0.002404,0.001832,0.022037,0.001102,0.003701,0.134957,0.135386,0.8513,2.1849,1.0322
105,authentic,0,3198.0,1,1,0.005478,0.001947,0.011157,0.004662,0.009162,0.111014,0.111024,1.8578,4.7194,3.4646
105,mp3_128,1,3198.0,1,1,0.005408,0.001978,0.01014,0.004702,0.00944,0.109935,0.109941,1.8549,4.4882,3.2928
105,mp3_320,1,3198.0,1,1,0.005478,0.001946,0.01113,0.004663,0.009097,0.110628,0.110631,1.8578,4.7193,3.4646
105,mp3_v0,1,3198.0,1,1,0.005528,0.001971,0.011367,0.004647,0.009151,0.110674,0.110681,1.8574,4.7197,3.4652
108,authentic,0,4320.4,1,0,0.001618,0.0,0.0107,0.002692,0.002285,0.001803,0.0,0.0,5.8415,3.1353
108,mp3_128,1,4320.4,1,0,0.001615,0.0,0.010823,0.002692,0.002264,0.0642,0.0,0.0,5.5492,2.979
108,mp3_320,1,4320.4,1,0,0.001617,0.0,0.010695,0.002692,0.002283,0.003153,0.0,0.0,5.8415,3.1356
108,mp3_v0,1,4320.4,1,0,0.001615,0.0,0.01071,0.002692,0.002314,0.002725,0.0,0.0,5.8417,3.1352
109,authentic,0,5204.1,1,1,0.000422,0.011146,0.000149,0.000127,5.9e-05,0.027362,0.027552,1.0723,0.4207,0.4415
109,mp3_128,1,5204.1,1,1,0.000421,0.010427,0.000163,0.000128,5.4e-05,0.027128,0.027107,1.0771,0.4002,0.4195
109,mp3_320,1,5204.1,1,1,0.000422,0.011153,0.000154,0.000128,6.2e-05,0.02728,0.027418,1.0719,0.4207,0.4415
109,mp3_v0,1,5204.1,1,1,0.000423,0.011167,0.000177,0.000126,6.4e-05,0.027338,0.027557,1.0726,0.4214,0.4416
106,authentic,0,3434.0,1,1,0.001126,0.002952,0.003506,0.004925,0.001232,0.020507,0.024179,0.9898,3.3777,2.6205
106,mp3_128,1,3434.0,1,1,0.001216,0.003154,0.003663,0.004943,0.001167,0.020502,0.023853,0.9883,3.2116,2.4933
106,mp3_320,1,3434.0,1,1,0.001127,0.002957,0.003547,0.004933,0.001244,0.020507,0.024177,0.9899,3.3776,2.6204
106,mp3_v0,1,3434.0,1,1,0.001112,0.002988,0.003578,0.004939,0.001224,0.020255,0.024568,0.9891,3.3781,2.6207
107,authentic,0,3210.2,1,0,0.004724,0.026429,0.002283,0.009821,0.000481,0.000674,0.014804,4.6437,19.7036,7.6985
107,mp3_128,1,3210.2,1,0,0.004671,0.012659,0.002186,0.009805,0.00045,0.000153,0.140134,2.5434,18.7224,7.3126
107,mp3_320,1,3210.2,1,0,0.004725,0.015354,0.00228,0.009822,0.000482,0.000347,0.12105,2.8624,19.7034,7.6983
107,mp3_v0,1,3210.2,1,0,0.004713,0.0,0.00227,0.009814,0.00048,0.000515,0.0,0.0,19.7041,7.6973
100,authentic,0,3670.6,1,1,0.001395,0.000538,0.005839,0.000482,0.000662,0.145246,0.145547,1.0552,1.2257,0.9155
100,mp3_128,1,3670.6,1,1,0.001463,0.000572,0.005787,0.000501,0.000801,0.145708,0.145802,1.0576,1.1739,0.8684
100,mp3_320,1,3670.6,1,1,0.00139,0.000538,0.005749,0.000481,0.000663,0.145725,0.145976,1.0552,1.2257,0.9153
100,mp3_v0,1,3670.6,1,1,0.001418,0.000539,0.006003,0.000483,0.000633,0.146722,0.146934,1.0552,1.2263,0.9153
101,authentic,0,6848.6,1,1,0.004086,0.004237,0.001226,0.000856,0.007322,0.15922,0.15876,1.1387,3.7414,2.8196
101,mp3_128,1,6848.6,1,1,0.004013,0.004096,0.001208,0.00086,0.007099,0.162703,0.162431,1.1391,3.557,2.6797
101,mp3_320,1,6848.6,1,1,0.004087,0.004285,0.001219,0.000857,0.007263,0.159588,0.159336,1.1394,3.7415,2.8195
101,mp3_v0,1,6848.6,1,1,0.004142,0.003864,0.001221,0.000876,0.007178,0.163594,0.163735,1.1353,3.7428,2.8198
110,authentic,0,4246.8,1,1,0.000897,0.00988,0.010759,0.001176,0.000797,0.034424,0.069764,1.8871,1.0924,1.195
110,mp3_128,1,4246.8,1,1,0.000906,0.009997,0.012019,0.001236,0.000823,0.016233,0.034359,1.8811,1.0406,1.1394
110,mp3_320,1,4246.8,1,1,0.000897,0.009898,0.010819,0.001175,0.000785,0.029505,0.06243,1.8869,1.0925,1.1951
110,mp3_v0,1,4246.8,1,1,0.000905,0.009861,0.010935,0.001177,0.000817,0.031679,0.067013,1.8881,1.0928,1.1953
111,authentic,0,4080.3,1,1,0.007864,0.007844,0.004244,0.005762,0.001726,0.002679,0.003511,0.5596,21.2754,9.1689
111,mp3_128,1,4080.3,1,1,0.007928,0.008501,0.004335,0.00577,0.001636,0.005606,0.007303,0.5656,20.2138,8.7077
111,mp3_320,1,4080.3,1,1,0.007865,0.00772,0.004263,0.005764,0.001721,0.001427,0.002861,0.5608,21.2756,9.169
111,mp3_v0,1,4080.3,1,1,0.007862,0.008196,0.004162,0.005764,0.001719,0.002791,0.001841,0.5607,21.276,9.1696
112,authentic,0,2573.4,1,1,0.009828,0.023282,0.008256,0.003993,0.002878,0.13909,0.139088,0.9003,6.4374,3.2349
112,mp3_128,1,2573.4,1,1,0.00986,0.023514,0.006795,0.004023,0.002788,0.138338,0.138333,0.9001,6.1201,3.0757
112,mp3_320,1,2573.4,1,1,0.009833,0.023284,0.008182,0.003994,0.002921,0.139018,0.139017,0.9002,6.4373,3.2344
112,mp3_v0,1,2573.4,1,1,0.009831,0.023307,0.008012,0.003995,0.002751,0.138738,0.138736,0.9005,6.4369,3.2345
113,authentic,0,6684.0,1,1,0.003119,0.035848,0.007267,0.001235,0.001542,0.088955,0.052295,0.377,15.0426,8.1966
113,mp3_128,1,6684.0,1,1,0.003068,0.032654,0.006875,0.001226,0.001647,0.088976,0.06185,0.1975,14.293,7.787
113,mp3_320,1,6684.0,1,1,0.003112,0.033529,0.007264,0.001236,0.00155,0.088964,0.052176,0.2634,15.0422,8.1965
113,mp3_v0,1,6684.0,1,1,0.003122,0.032129,0.00723,0.001233,0.00151,0.088966,0.065984,0.2294,15.0438,8.199
114,authentic,0,3327.1,1,0,0.002973,0.0,0.010735,0.003377,0.000737,0.024138,0.0,0.0,13.5461,6.513
114,mp3_128,1,3327.1,1,0,0.002977,0.0,0.010612,0.00339,0.000746,0.02194,0.0,0.0,12.8693,6.1871
114,mp3_320,1,3327.1,1,0,0.002974,0.0,0.010723,0.003378,0.000738,0.023202,0.0,0.0,13.5462,6.5129
114,mp3_v0,1,3327.1,1,0,0.002964,0.0,0.010515,0.003407,0.000769,0.022666,0.0,0.0,13.5458,6.513
115,authentic,0,3325.3,1,0,0.004468,0.0,0.01207,0.000477,0.002473,0.129594,0.0,0.0,5.3741,3.9233
115,mp3_128,1,3325.3,1,0,0.004483,0.0,0.012136,0.000481,0.002412,0.129953,0.0,0.0,5.1055,3.7273
115,mp3_320,1,3325.3,1,0,0.004467,0.0,0.012065,0.000477,0.002476,0.129663,0.0,0.0,5.3741,3.9234
115,mp3_v0,1,3325.3,1,0,0.004486,0.0,0.012108,0.000484,0.002505,0.1296,0.0,0.0,5.374,3.9234
116,authentic,0,3742.0,1,1,0.000548,0.000468,0.003961,3.6e-05,0.000483,0.082835,0.082974,1.902,1.0511,0.9294
116,mp3_128,1,3742.0,1,1,0.000556,0.000586,0.003854,3.7e-05,0.000498,0.082841,0.083043,1.9107,1.0019,0.8832
116,mp3_320,1,3742.0,1,1,0.00055,0.000466,0.004027,3.6e-05,0.000473,0.082834,0.082994,1.9017,1.0511,0.9294
116,mp3_v0,1,3742.0,1,1,0.000551,0.000477,0.004259,3.5e-05,0.000468,0.083299,0.083487,1.9029,1.0524,0.9295
117,authentic,0,3946.2,1,0,0.001813,0.0,0.006011,0.001316,0.001924,0.001715,0.0,0.0,11.4383,7.1012
117,mp3_128,1,3946.2,1,0,0.001812,0.0,0.006118,0.001316,0.001916,0.062885,0.0,0.0,10.8665,6.7465
117,mp3_320,1,3946.2,1,0,0.001812,0.0,0.006016,0.001316,0.001925,0.003247,0.0,0.0,11.4384,7.1014
117,mp3_v0,1,3946.2,1,0,0.001814,0.0,0.006041,0.001317,0.001891,0.002596,0.0,0.0,11.4381,7.1014
118,authentic,0,4107.9,1,0,0.002691,0.016916,0.004094,0.000351,0.001383,0.012714,0.043701,0.6088,7.4255,4.8453
118,mp3_128,1,4107.9,1,1,0.002726,0.016292,0.004163,0.000353,0.001366,0.005542,0.03934,0.2999,7.0557,4.6068
118,mp3_320,1,4107.9,1,1,0.002697,0.01218,0.00411,0.00035,0.001387,0.009981,0.036351,0.3876,7.4255,4.8455
118,mp3_v0,1,4107.9,1,1,0.0027,0.020959,0.004072,0.000349,0.001417,0.012499,0.050832,0.3361,7.4262,4.8461
119,authentic,0,3560.3,1,1,0.008987,0.014767,0.029777,0.001918,0.015852,0.085674,0.085647,2.4199,3.74,4.3054
119,mp3_128,1,3560.3,1,1,0.008875,0.014567,0.029319,0.001996,0.015477,0.0857,0.085687,2.417,3.5576,4.0923
119,mp3_320,1,3560.3,1,1,0.008993,0.014761,0.02971,0.001919,0.015844,0.085683,0.085655,2.4196,3.7397,4.3048
119,mp3_v0,1,3560.3,1,1,0.009011,0.014763,0.029938,0.001924,0.015831,0.085685,0.085675,2.4192,3.7403,4.3052
