track,sample_rate,cutoff,energy_ratio,cutoff_std,residual_floor_db,container_kbps
01 - Moussu T e lei jovents -  Embarcatz!.flac,44100,22050.0,1.961e-04,0.0,nan,927
01 - Etoile de Dakar -  Tolou badou n'diaye.flac,44100,22050.0,8.478e-06,0.0,nan,833
07 - Manghoya foura - Dieneba Seck -  Djene dakan.flac,44100,21000.0,2.618e-06,117.9,nan,863
03 - Duoud -  Zanzibar.flac,44100,22050.0,6.388e-06,0.0,nan,891
11 - Jordi Savall -  Gallarda.flac,44100,20250.0,1.083e-05,117.9,-44.4,762
14 - Gidge -  Norrland.flac,44100,17250.0,1.837e-07,2262.7,nan,633
"05- Quizas, Quizas.flac",44100,22050.0,2.170e-06,0.0,nan,806
02 - Jam & Spoon -  Odysee to anyoona.flac,44100,21750.0,2.027e-06,0.0,nan,967
09 - Terranova -  Plastic stress.flac,44100,20750.0,2.549e-07,612.8,nan,763
12 - The Ballistic Brothers -  Uschi's groove.flac,44100,20000.0,7.208e-06,0.0,-46.3,821
03 - Buddha Sounds -  Everything you need (drum & dub).flac,44100,22050.0,8.729e-06,0.0,nan,1131
03 - Balthazar -  Red sand (feat. thanos giouletzis).flac,44100,21250.0,1.626e-04,0.0,nan,966
08 - Sudan Archives -  Wake up.flac,44100,18000.0,2.693e-06,1274.8,nan,847
13 - The Cinematic Orchestra -  Theme reprise.flac,44100,21750.0,1.960e-05,0.0,nan,860
09 - Cat Stevens -  Sitting.flac,44100,22050.0,1.369e-05,0.0,nan,818
13 - The Streets -  Who dares wins.flac,44100,22050.0,2.743e-06,0.0,nan,1034
14 - Oxmo Puccino -  Parallèles.flac,44100,22050.0,4.104e-05,0.0,nan,895
47 - Jacob Groening -  Love hangover (mira & chris schwarzwalder remix).flac,44100,15250.0,8.033e-09,408.2,nan,676
07 - The Ballistic Brothers -  Uschi's groove.flac,44100,20250.0,6.208e-06,589.3,-48.4,753
11 - Shirati Jazz -  Jaa.flac,44100,19250.0,8.934e-07,117.9,-41.6,491
07 - The Cinematic Orchestra -  Evolution (versao portuense).flac,44100,21750.0,4.114e-06,141.4,nan,837
19 - Ennemond Gaultier -  Suite en a.mi. la majeur v. sarabande.flac,44100,21500.0,2.993e-07,0.0,nan,571
05 - Kow Otani -  Resurrection.flac,44100,22050.0,1.599e-07,0.0,nan,680
11 - Robert le Magnifique -  Polonius.flac,44100,22050.0,1.009e-04,0.0,nan,762
12 - Yasseen Mohamed -  Ni wewe.flac,44100,22050.0,2.728e-07,0.0,nan,664
12 - The Last Poets -  Just because (vocal and percussion).flac,44100,20000.0,1.159e-06,235.7,-26.4,835
11 - Nina Demnimeevna Lorvinova -  Chant chamanique = shamanic song.flac,44100,20500.0,2.008e-06,0.0,-36.7,756
05 - Sven Libaek -  Conversations with hal.flac,44100,22050.0,1.035e-07,0.0,nan,634
03 - Gabor Szabo -  Django part 1.flac,96000,48000.0,2.127e-07,0.0,nan,1109
22 - Daniel Masson -  Morning fall.flac,44100,22050.0,1.191e-04,0.0,nan,845
06 - Snow Ghosts -  The Wreck.flac,44100,22050.0,6.378e-07,0.0,nan,902
10 - Los Amigos -  Lazara y georgina.flac,44100,20750.0,6.693e-07,0.0,nan,709
"15 - Danny Paisley, Ryan Paisley, T.J. Lundy -  The old swinging bridge.flac",44100,22050.0,4.584e-07,0.0,nan,795
15 Song In Lao Chai Village.flac,44100,22050.0,2.792e-06,0.0,nan,867
14 - Sven Libaek -  Beche de mer.flac,44100,22050.0,1.571e-08,0.0,nan,656
12 - Vida.flac,44100,21750.0,7.086e-06,141.4,nan,689
10 - iO -  Claire.flac,44100,22050.0,1.455e-04,0.0,nan,859
16 - Mr. Oizo -  C.h.i.v.e.r.s.flac,44100,21500.0,1.530e-05,0.0,nan,915
"17 - Tomaso Giovanni Albinoni -  Concerto à cinque for 2 oboes and strings in g major, op. 96 ii. adagio.flac",44100,22050.0,3.526e-07,0.0,nan,695
07 - Sven Libaek -  Quasars.flac,44100,21500.0,2.042e-06,0.0,nan,789
09 - Semua Gembira (All Happy).flac,44100,22050.0,1.732e-08,0.0,nan,408
11 - Télépopmusik -  Ambushed.flac,44100,21750.0,1.746e-06,0.0,nan,757
05 - Aly Keïta -  Ziglibithy.flac,44100,22050.0,3.130e-07,0.0,nan,764
07 - Guelewar Band of Banjul -  Warteef jiggeen.flac,44100,22050.0,4.577e-06,0.0,nan,948
01 - Moondog -  Up broadway.flac,44100,22050.0,8.777e-07,0.0,nan,474
13 - The Action 13 -  Active action.flac,44100,16750.0,3.078e-09,623.6,nan,484
08 - Dub Colossus -  Black rose.flac,44100,21250.0,1.148e-04,0.0,nan,925
02 - Oi Va Voi -  I know what you are.flac,44100,22050.0,7.436e-06,0.0,nan,852
06 - Beatless -  She's the devil.flac,44100,22050.0,2.358e-05,0.0,nan,981
02 - Yankele -  740 am.flac,44100,22050.0,5.966e-07,0.0,nan,690
01 - Pioneers -  Some having a bawl.flac,44100,22050.0,7.080e-07,0.0,nan,453
10 - Doris Monteiro com A.C. Jobim -  Se e por causa de adeus.flac,44100,22050.0,2.206e-09,0.0,nan,466
06 - Deeper & Pacific  feat. Daniela Ferraz -  Una passion perdida.flac,44100,21500.0,6.936e-05,117.9,nan,1040
06 - Vieux Kanté -  Nafolo.flac,44100,21750.0,2.372e-04,141.4,nan,935
04 - Toumani Diabate -  Kaounding cissko.flac,44100,22050.0,4.538e-05,0.0,nan,862
23 - ali baba.flac,44100,21750.0,4.499e-05,141.4,nan,473
06 - Gaye Su Akyol -  Şahmeran.flac,44100,19250.0,7.901e-06,0.0,-63.1,896
08 - Stendeck -  Sad lovers' song.flac,44100,22050.0,8.054e-09,0.0,nan,558
"15 - Ola Belle Reed, Burl Kilby -  I've always been a rambler.flac",44100,21500.0,2.087e-06,224.8,nan,814
08- Nangu Sobeh.flac,44100,22050.0,3.066e-06,0.0,nan,909
"07 - Ola Belle Reed, Burl Kilby, John Miller -  The ranger's command.flac",44100,21500.0,5.326e-06,117.9,nan,765
"Alefa Madagascar ! Salegy, soukous & soul from the red island 1974-1984 - 13 - Jeanot Rabeson Et Son Orchestre - Jazz sega.flac",44100,22050.0,2.881e-08,0.0,nan,682
05 - Mainer Band -  Glenn's chimes.flac,44100,22050.0,1.980e-06,0.0,nan,809
01 - Mirage Of Deep -  Forbidden perfume.flac,44100,22050.0,4.411e-05,0.0,nan,995
02 - Jay Mitchell & The Mitchellites -  I am the man for you baby.flac,44100,21000.0,1.039e-06,495.0,nan,877
01 - Sébastien Tellier -  Bye bye.flac,44100,20500.0,6.254e-08,117.9,-49.0,659
01 - YĪN YĪN -  The year of the rabbit.flac,44100,19750.0,6.437e-06,540.1,-44.2,865
18 - Sexteto Tabalá -  Dialogue cayetano blanco.flac,44100,21500.0,1.892e-07,0.0,nan,607
09 - The City of Prague Philharmonic Orchestra -  Manha de carnaval.flac,44100,20500.0,2.788e-06,632.9,1.0,786
10 - Henri Dikongué -  Ongele.flac,44100,21000.0,1.778e-05,0.0,nan,937
"03 - The Last Poets -  New york, new york (africanism version).flac",44100,20250.0,3.318e-06,117.9,-41.0,911
01 - Intro -  Welcome to buddha bar.flac,44100,16000.0,4.512e-07,0.0,nan,746
07. Kurban - Atoosh's Song.flac,44100,20500.0,4.570e-06,0.0,-46.8,867
10 - CARRIBEAN ISLANDS Conjunto Campesino Cuyaguateje -  Al vaiven de mi carreta.flac,44100,22050.0,3.143e-05,0.0,nan,967
12 - Fila Brazillia -  A zed and 2 l's.flac,44100,22050.0,7.999e-07,0.0,nan,776
17 - Uncle Bunt Stephens -  Sail away lady.flac,44100,22050.0,7.630e-08,0.0,nan,399
15 - Les aiglons de basse terre -  Chombo meringue.flac,44100,20000.0,5.914e-07,117.9,-44.3,902
13 - Mah Damba -  Sogoma.flac,44100,22050.0,5.736e-07,0.0,nan,822
15 - Coro Di Neoneli & Luigi Lai -  Anninnia.flac,44100,22050.0,2.110e-06,0.0,nan,935
09 - Reverend W. A. Donaldson -  Baptizing scene.flac,44100,22050.0,1.754e-06,0.0,nan,734
10 - Phil Woods -  Nica.flac,44100,22050.0,1.126e-05,0.0,nan,914
03 - Thievery Corporation -  Radio retaliation.flac,44100,22050.0,4.219e-05,0.0,nan,899
10 La côte.flac,44100,19250.0,1.127e-06,117.9,-44.0,825
04 - Hermanos Gutiérrez -  Abuelita.flac,44100,21750.0,7.417e-07,0.0,nan,775
11 - Les tambours de Brazza -  N 'sala (intro wele kou wa).flac,44100,22050.0,2.514e-04,0.0,nan,920
12 - Bush -  Letting the cables sleep (the n.o.w mix).flac,44100,21250.0,3.244e-06,0.0,nan,748
"17 - San Ignacio, Morita Vargas -  El desierto.flac",44100,16500.0,8.072e-08,117.9,nan,937
24 - rantiku.flac,44100,21750.0,1.804e-06,0.0,nan,448
12 - Nicolas Comment -  Vénus venue.flac,44100,21000.0,1.536e-06,495.0,nan,852
16 - The Ogyatanaa Show Band -  You monopolise me.flac,44100,15500.0,3.748e-08,353.6,nan,478
40 - Kow Otani -  Anger (bonus track).flac,44100,22050.0,6.124e-07,0.0,nan,786
08 - Jonas Rathsman -  No surprise.flac,44100,19500.0,2.100e-05,540.1,-48.0,975
13 - George Bruns -  Cat's love theme.flac,44100,22050.0,8.256e-07,0.0,nan,528
10 - Michel Legrand -  La flûte a six schtroumpfs - le duel des flûtes.flac,44100,21750.0,1.960e-05,141.4,nan,987
04 - Super Boiro Band -  Kha mu lan ma.flac,44100,22050.0,1.077e-07,0.0,nan,874
08 - Leftfield -  Swords.flac,44100,20250.0,2.704e-06,117.9,-44.4,801
14 - Bessie Jones -  Hambone.flac,44100,22050.0,4.157e-06,0.0,nan,717
03 - George Gibson -  Southern texas.flac,44100,22050.0,2.493e-07,0.0,nan,544
03 - Kayah & Bregovic -  To nieptak (not a bird) (non e un uccello).flac,44100,22050.0,1.854e-04,0.0,nan,822
07 - Dieneba Seck -  Anka maliba.flac,44100,21250.0,2.012e-05,117.9,nan,989
11 - Queen -  Now i'm here.flac,44100,20750.0,1.003e-06,0.0,nan,858
"03 - Sigur Rós -  Dvergmál (with steindór andersen, hilmar örn hilmarsson and maría huld markan sigfúsdóttir).flac",44100,22050.0,1.725e-06,0.0,nan,769
01 - Ahmed Malek & Flako -  Tape 22 track 02.flac,44100,22050.0,2.999e-07,0.0,nan,753
03 - 4 Mars -  Dhulka hooyo (motherland).flac,44100,22050.0,2.242e-09,0.0,nan,626
"08 - Jordi Savall -  Deus meus, deus meus, ut quid dereliquistime.flac",44100,21250.0,9.103e-06,0.0,nan,730
18 - Shirley Griffith -  Maggie campbell blues.flac,44100,22050.0,6.593e-08,0.0,nan,536
04 - Kana Blana.flac,44100,22050.0,7.126e-07,0.0,nan,488
09 - José González -  Hints.flac,44100,15250.0,8.377e-08,3205.6,nan,683
15 - Wedding Song.flac,44100,21250.0,8.080e-07,117.9,nan,765
13 - Elkin Marin -  Wallanwala.flac,44100,19750.0,1.786e-05,311.8,-36.7,962
12 - Vieux Farka Touré -  Touri.flac,44100,22050.0,1.596e-05,0.0,nan,974
05 - Joey Negro Presents The Sunburst Band -  Man of war (henrik schwarz remix).flac,44100,20000.0,6.967e-08,117.9,-43.5,837
05 - Camayenne Sofa -  Labhante.flac,44100,22050.0,8.489e-08,0.0,nan,750
05 - Marisa Anderson -  Clouds.flac,44100,22050.0,1.661e-07,0.0,nan,551
05 - Eddy Mitchell -  Chaque matin il se lève.flac,44100,22050.0,9.043e-05,0.0,nan,992
07 - Faithless -  North star.flac,44100,21000.0,3.328e-06,441.6,nan,794
15 - Isabelle Antena -  Le poisson des mers du sud.flac,44100,20500.0,5.898e-06,0.0,-46.5,799
04 - Mtendeni Maulid Ensemble -  Dua.flac,44100,21000.0,1.287e-05,495.0,nan,718
15 - Blind Willie Johnson -  The soul of a man.flac,44100,22050.0,3.986e-08,0.0,nan,398
11 - Shivu Taralagatti -  Râga rageshrî - jod.flac,44100,22050.0,3.620e-06,0.0,nan,796
05 - Ben Lukas Boysen -  Nox.flac,44100,21000.0,2.739e-07,117.9,nan,804
14 - Giorgos Papasideris & Geórgos Anestópoulos -  Tora to vrady vrady (now that evening has come).flac,44100,22050.0,4.668e-05,0.0,nan,507
23 - Fruko y sus tesos -  Luz en la inmensidad.flac,44100,16750.0,3.998e-09,235.7,nan,833
19 - Piero Umiliani -  Un incontro fatale.flac,44100,19750.0,2.468e-08,513.7,-32.3,658
01 - Guy Skornik -  L'île de Paques.flac,44100,22050.0,1.730e-05,0.0,nan,913
07 - Néry Catineau -  Les amants.flac,44100,19000.0,2.768e-07,825.0,-29.9,748
11 - Ensemble instrumental du Mali -  Malisajo.flac,44100,22050.0,5.083e-07,0.0,nan,610
03 - Koki Nakano -  Supposed to Be a Mistake.flac,44100,22050.0,5.820e-08,0.0,nan,584
10 - Yuliet Topaz -  A miracle.flac,44100,22050.0,7.659e-05,0.0,nan,1000
21 - Blind Alfred Reed & Orville Reed -  You'll miss me.flac,44100,22050.0,1.168e-07,0.0,nan,321
06 - The End of the News.flac,44100,22050.0,4.904e-09,0.0,nan,793
13 - Alice Gastaut & Adrien Antoine -  Je ne peux plus dire je t'aime.flac,44100,22050.0,7.912e-06,0.0,nan,728
12 - Dennis Cruz -  El sueño.flac,44100,20500.0,9.811e-05,117.9,-33.5,920
06 - Allain Bougrain Dubourg & Arno Elias -  Osmyo.flac,44100,22050.0,2.924e-05,0.0,nan,953
11 - Henri Dikongué -  Douala.flac,44100,21000.0,9.518e-07,117.9,nan,431
"03 - Jordi Savall -  Ghizeghem, hayne van - de tous biens plaine.flac",44100,22050.0,6.614e-08,0.0,nan,527
05 - Piero Umiliani -  Panoramica.flac,44100,21250.0,1.584e-08,334.2,nan,596
02 - Dj A -  Piano dream.flac,44100,21750.0,1.293e-04,0.0,nan,967
04 - Anastasios -  Illusion of dreams.flac,44100,21750.0,1.024e-05,141.4,nan,925
Inspiration information vol. 1 - 14 - The Heliocentrics - Anglo ethio suite.flac,44100,21000.0,1.698e-07,235.7,nan,862
19 - BO Oceans - Bruno Coulais -  Etranges créatures.flac,44100,21000.0,9.114e-08,117.9,nan,598
14 Karl Hector & The Malcouns - Transition _B_.flac,44100,22050.0,1.655e-05,0.0,nan,632
06 - Super Boiro Band -  Darinole.flac,44100,22050.0,9.028e-08,0.0,nan,439
05 - Gabor Szabo -  Out of the night.flac,44100,18250.0,1.235e-08,1791.3,nan,760
08 - Saz'iso -  Nënockë.flac,44100,21750.0,3.913e-06,0.0,nan,745
16 - Thione Seck -  Borom keur.flac,44100,22050.0,5.033e-08,0.0,nan,813
25 - Henagar-Union Sacred Harp Convention -  Corinth.flac,44100,22050.0,2.408e-07,0.0,nan,839
05 - Keith Hudson -  Fight your revolution.flac,44100,21500.0,9.432e-09,0.0,nan,683
09 - Roberto Sol -  So awesome.flac,44100,21500.0,1.520e-06,259.3,nan,948
09 - In Stormy Weather.flac,44100,19750.0,8.117e-08,424.9,-34.8,646
Jaiyede afro - 05 - The Heliocentrics - Jaiyede afro.flac,44100,22050.0,5.734e-06,0.0,nan,868
06 - Prodigy -  Wild frontier.flac,44100,20750.0,1.742e-04,117.9,nan,1073
08 - Louise Attaque -  Arrache-moi.flac,44100,22050.0,1.475e-06,0.0,nan,806
02 - Télépopmusik -  Stop running away.flac,44100,21500.0,4.042e-06,117.9,nan,828
03 - Gabor Szabo -  Serena.flac,44100,17000.0,5.638e-08,117.9,nan,858
06 - Fuman Freak -  Minor 9.flac,44100,21250.0,2.543e-06,0.0,nan,860
06 - Toumani Diabate -  Djourou kara nany.flac,44100,22050.0,8.594e-06,0.0,nan,662
11 - Brandy & Juan Pacifico -  Tonton (ft. ntululu).flac,44100,20000.0,1.177e-05,0.0,-63.7,1083
03 - Dim Vach -  In love with a mermaid.flac,44100,22050.0,6.483e-05,0.0,nan,959
03 - Michel Legrand -  Un jour tu verras.flac,44100,20500.0,7.816e-07,117.9,-32.0,708
08 - Henri Dikongué -  Françoise.flac,44100,21250.0,2.774e-05,0.0,nan,893
01 - Michael Viner's Incredible Bongo Band -  Apache.flac,44100,21750.0,6.832e-07,0.0,nan,902
02 - Equiknoxx Music -  The link.flac,44100,20500.0,1.635e-06,0.0,-38.4,813
01 - Mahwash -  Beshnaw az naï (Afghanistan).flac,44100,22050.0,1.847e-05,0.0,nan,776
10 - Guts -  Skunkfunk.flac,44100,22050.0,5.113e-06,0.0,nan,828
07 - Oxmo Puccino -  Toucher l'horizon.flac,44100,22050.0,2.574e-05,0.0,nan,924
05 - R.Wan -  Le papier d'arménie.flac,44100,22050.0,9.690e-05,0.0,nan,952
11 - Thievery Corporation -  Retaliation suite.flac,44100,20750.0,3.287e-05,563.2,nan,889
03 - Kyriakos Sfetsas -  40 steps.flac,44100,21500.0,1.176e-07,259.3,nan,783
02 - Oi Va Voi -  Yesterday's mistakes.flac,44100,22050.0,4.573e-05,0.0,nan,858
06 - Michel Legrand -  La Seine.flac,44100,21000.0,2.649e-06,117.9,nan,902
08 - Ronnie Ong -  Buttons and bows.flac,44100,21750.0,1.204e-06,141.4,nan,957
11 - Queen -  The miracle.flac,44100,20750.0,2.886e-05,117.9,nan,971
15 - Michel Legrand -  Have you met miss jones.flac,44100,20750.0,2.257e-05,0.0,nan,985
14 - Jean Philippe Rameau -  In convertendo (magnificat dominous facere nobiscum).flac,44100,22050.0,1.864e-07,0.0,nan,609
01 - Alice Sara Ott -  I. Preludio.flac,44100,22050.0,6.806e-09,0.0,nan,722
14 - Moondog -  Fleur de lis.flac,44100,22050.0,3.506e-07,0.0,nan,607
22 - Les Bushinengé -  Aleke.flac,44100,16000.0,3.859e-08,0.0,nan,875
04 - Ali Mkali -  Masikini macho yangu.flac,44100,22050.0,6.927e-08,0.0,nan,606
23 - Chet Baker -  Flic ou voyou.flac,44100,22050.0,8.614e-06,0.0,nan,907
07 - Jaipur Kawa Brass Band -  Mera dil hai dilruba.flac,44100,21500.0,1.094e-07,259.3,nan,831
01 - Jacques Dutronc -  Le responsable.flac,44100,20000.0,8.498e-06,117.9,-32.1,974
11 - heRajiKa tracks -  Meguri 巡り.flac,44100,22050.0,1.603e-07,0.0,nan,708
03 - Michel Legrand -  Prelude allegro ben ritmato e deciso.flac,44100,22050.0,4.575e-08,0.0,nan,799
04 - Reverend Edward Clayborn -  Then we'll need that true religion.flac,44100,22050.0,2.462e-05,0.0,nan,456
10 - Eric Fernandez -  Cada dia.flac,44100,22050.0,4.085e-05,0.0,nan,929
11 - Joe Gibbs & The Professionals -  Crucial attempt.flac,44100,21250.0,8.232e-06,117.9,nan,785
08 - Papa Wemba -  Bukawu dawa.flac,44100,22050.0,3.601e-05,0.0,nan,981
02 - Abdel Gadir Salim -  Umri ma bansa (Soudan).flac,44100,20750.0,2.679e-05,0.0,nan,862
05 - Bergembira (Have Fun).flac,44100,22050.0,1.114e-06,0.0,nan,444
17 - Crystal Castles -  Trash hologram.flac,44100,21500.0,2.031e-06,259.3,nan,733
04 - Tor -  Gaze the eyes.flac,44100,19500.0,9.070e-06,0.0,-48.9,958
02 - Nawal -  Al djalilu.flac,44100,22050.0,2.610e-05,0.0,nan,909
03- Buribalal.flac,44100,22050.0,1.288e-06,0.0,nan,787
10 - The Apagya Show Band -  Kwaku ananse.flac,44100,18750.0,1.021e-06,353.6,-40.1,582
06 - Ame Strong -  Tout est bleu (original âme strong s.a. remix).flac,44100,20250.0,5.363e-06,117.9,-40.8,938
17 - Michel Legrand -  Little boy lost (Sarah Vaughan).flac,44100,20750.0,1.725e-05,0.0,nan,980
08 - chava alberstein - hasheina hi metuka (sleep is sweet).flac,44100,22050.0,1.520e-06,0.0,nan,693
03 - Abel Korzeniowski -  Revolving door.flac,44100,21000.0,1.047e-07,0.0,nan,556
01 - Alias -  New to a few.flac,44100,22050.0,5.567e-05,0.0,nan,954
09 - Taos Amrouche -  Chant de danse (o mali).flac,44100,21750.0,4.214e-08,0.0,nan,561
17 - Unknown Artist -  The nation of prairies.flac,44100,22050.0,5.292e-06,0.0,nan,993
06 - Ozine -  El hub (featuring janis neslot-frossard).flac,44100,20500.0,9.279e-05,0.0,-47.5,987
04 - Ayub Ogada -  Otenga.flac,44100,21750.0,2.049e-07,141.4,nan,678
04 - Kat Onoma -  La chambre.flac,44100,21500.0,1.637e-06,259.3,nan,719
10 - Télépopmusik -  Trishika.flac,44100,21500.0,1.055e-05,224.8,nan,889
01 - Tilé.flac,44100,22050.0,1.217e-05,0.0,nan,969
05 - Heinrich Schütz -  Cosi morir debb'io.flac,44100,20750.0,1.817e-07,612.8,nan,563
22 - Michel Legrand -  1964.flac,44100,22050.0,2.880e-06,0.0,nan,1011
13 - Nouvelle Vedette Feat. Fleur Sanderson -  With you.flac,44100,16000.0,1.310e-08,0.0,nan,858
02 - Moondog -  Perpetual motion.flac,44100,22050.0,5.913e-07,0.0,nan,451
06 - Ennemond Gaultier -  Suite en d.la. ré mineur vi. courante.flac,44100,21250.0,4.374e-07,117.9,nan,617
07 - Giovanni Battista Pergolèse -  Staba mater (staba mater dolorosa).flac,44100,22050.0,5.270e-07,0.0,nan,596
04 - Alibert -  Vous avez l'éclat de la rose.flac,44100,20500.0,1.605e-08,117.9,-37.9,437
09 - Sheila -  La voiture.flac,44100,20750.0,2.113e-05,117.9,nan,973
09 - Thione Seck -  Mouhahibou (sacred text).flac,44100,21250.0,4.467e-06,0.0,nan,926
03 - Alice Sara Ott -  III. Paysage.flac,44100,22050.0,2.757e-08,0.0,nan,379
10 - Jordi Savall -  Paxarico tu te llamas.flac,44100,20750.0,2.374e-06,612.8,nan,644
01 - Sima Bina -  Allah mazâré ou le rêve du printemps.flac,44100,20750.0,5.239e-06,117.9,nan,881
"09 - Moussu T e lei jovents -  Quand je la vois, je fonds.flac",44100,22050.0,8.831e-05,0.0,nan,988
13 - Betty Sinclaire -  Why why why.flac,44100,18500.0,7.318e-07,117.9,nan,466
09 - Marisa Anderson -  Singing in many voices.flac,44100,22050.0,1.765e-07,0.0,nan,573
06 - Yelemba d'Abidjan -  Didadi.flac,44100,21000.0,2.627e-07,0.0,nan,728
14 - Michael Viner's Incredible Bongo Band -  Pipeline.flac,44100,21750.0,1.995e-07,141.4,nan,808
12 - Yann Tiersen -  Le vieux en veut encore.flac,44100,22050.0,2.763e-08,0.0,nan,614
03 - Mahlathini -  Sibuyile (we are back).flac,44100,20250.0,1.274e-05,117.9,-55.1,855
33 - Honny and the Bees Band -  Sisi mbon.flac,44100,18250.0,1.520e-07,424.9,nan,511
04 - Rodion G.A. -  Citadela.flac,44100,22050.0,7.775e-08,0.0,nan,810
04 - Jose Soland -  Beautiful fields.flac,44100,20000.0,9.399e-05,117.9,-58.0,923
05 - Hanny -  Tu me quieres pa bien.flac,44100,20750.0,3.688e-06,532.8,nan,933
02 - P. Tserendorj -  Eeven golyn ursgal.flac,44100,22050.0,3.737e-07,0.0,nan,577
02 - Richard Pinhas -  Ikebukuro  tout le monde descend !.flac,44100,22050.0,2.058e-06,0.0,nan,987
02 - heRajiKa tracks -  Hu-getsu 風月.flac,44100,21500.0,1.544e-06,117.9,nan,782
01 - The Streets -  Turn the page.flac,44100,21000.0,2.718e-06,495.0,nan,925
09 - Dub Colossus -  Neh yelginete.flac,44100,22050.0,2.708e-05,0.0,nan,868
12 - Asian Heart -  Compassionate buddha.flac,44100,22050.0,1.406e-04,0.0,nan,902
06 - Koru -  Closer.flac,44100,21750.0,2.116e-04,141.4,nan,920
09 - Roger Molls -  Mc's and blood stains (featuring wrath).flac,44100,20000.0,1.485e-05,117.9,-42.3,932
10 - Les tambours de Brazza -  Tarame.flac,44100,22050.0,2.023e-05,0.0,nan,1022
04 - Robert le Magnifique -  Bad'z pixel.flac,44100,21750.0,7.539e-06,141.4,nan,868
14 - Luke Howard -  The ends.flac,44100,22050.0,7.317e-07,0.0,nan,590
18 - Jordi Savall -  Foliada don alfonso.flac,44100,22050.0,1.677e-06,0.0,nan,781
02 - Blackboxx -  Emrld.flac,44100,19750.0,1.078e-05,117.9,-52.7,869
05 - Michel Legrand -  Chez Dubourg (les parapluies de Cherbourg).flac,44100,20750.0,1.544e-06,612.8,nan,823
12 - Family Atlantica -  Blue atlantic.flac,44100,22050.0,3.226e-07,0.0,nan,830
08 - Nicoletta -  Ou es‐tu passé mon saint‐germain‐des‐prés.flac,44100,20000.0,5.279e-06,471.4,-27.2,910
09 - Dolly Rathebe -  Kitty's blues.flac,44100,22050.0,1.370e-08,0.0,nan,556
02 - Jordi Savall -  Levantose el conde nino (salonica).flac,44100,22050.0,5.634e-07,0.0,nan,592
14 - Rorschack -  Marisol.flac,44100,21500.0,5.742e-06,259.3,nan,826
07 - BBC -  Ngozi.flac,44100,22050.0,7.657e-04,0.0,nan,976
14 - Arno Alyvan & Alain Damasio -  Soyez indulgents envers les rafales.flac,44100,22050.0,2.055e-05,0.0,nan,633
01 - Yombe Ethnic Groups -  Kambanu papa nkuanga.flac,44100,22050.0,2.847e-08,0.0,nan,583
04 - Wassim Younes -  Guftogoo.flac,44100,16750.0,3.443e-08,0.0,nan,677
05 - Waed Bouhassoun -  Asmahan.flac,44100,21750.0,5.811e-07,141.4,nan,615
01 - Georges Delerue -  Hymne à la liberté - interprété par Jessye Norman.flac,44100,22050.0,1.325e-07,0.0,nan,735
04 - Djelimady rumba.flac,44100,22050.0,4.171e-07,0.0,nan,761
"02 - Jordi Savall -  Pisador, diego - romance de abindarráez la mañana de san juan.flac",44100,18750.0,5.790e-07,540.1,-45.0,676
10 - Thione Seck -  Djirim (the orphan).flac,44100,21500.0,1.410e-04,0.0,nan,1002
12 - Biber -  Turta.flac,44100,22050.0,8.431e-05,0.0,nan,1048
11 - Sébastien Tellier -  Un narco en été.flac,44100,22050.0,2.285e-05,0.0,nan,775
07 - Bob Marley -  Road block (dub).flac,44100,21000.0,1.545e-06,117.9,nan,660
09 - Nick Lucas -  If you hadn't gone away.flac,44100,22050.0,6.404e-05,0.0,nan,481
02 - Parov Stelar -  Milla's dream.flac,44100,22050.0,4.436e-05,0.0,nan,1099
01 Kheng 1.flac,44100,22050.0,1.904e-06,0.0,nan,918
13 - Willie Hightower -  Ooh baby how i love you.flac,44100,22050.0,1.231e-05,0.0,nan,724
10 - Blind Benny Paris & Wife -  Hide me in the blood of jesus.flac,44100,22050.0,4.709e-08,0.0,nan,429
06 - Thu Zahina -  Est ce que olingi ngai.flac,44100,22050.0,2.395e-08,0.0,nan,724
07 - Tonganyana Orelio Kowano -  Eliza buya.flac,44100,22050.0,4.389e-07,0.0,nan,685
76 - DJ Volkan Uca -  Santorini.flac,44100,19250.0,4.883e-07,0.0,-54.0,881
05 - The new law -  Constellations.flac,44100,21000.0,3.393e-06,204.1,nan,962
02 - Trafik -  Perfume suite (main album mix).flac,44100,20750.0,2.472e-05,204.1,nan,815
11 - Nicolas Comment -  La chambre de Sexie.flac,44100,18500.0,4.975e-07,1080.1,nan,714
05 - Moondog -  Fujiyama 1 (instr.).flac,44100,21000.0,1.305e-07,495.0,nan,561
02 - Zawaj El Yamam.flac,44100,21250.0,6.786e-06,377.1,nan,768
07 - Al'Tarba -  Good morning rain.flac,44100,22050.0,5.096e-08,0.0,nan,803
"22 - François Couperin -  Agnus dei. plain-chant de l’agnus dei, en basse et en taille alternativement.flac",44100,22050.0,1.712e-08,0.0,nan,649
02 - Last Minister -  Feel free.flac,44100,22050.0,1.741e-04,0.0,nan,908
03 - Alan Lomax -  Son house  walking blues.flac,44100,22050.0,2.432e-06,0.0,nan,479
08 - Port-Royal -  Balding generation (losing hair as we lose hope).flac,44100,21500.0,6.428e-06,259.3,nan,996
10 - Prum Manh - Two Wives are Twice the Problem.flac,44100,22050.0,1.396e-08,0.0,nan,742
