arm,file,geometry,ratio,offset
mp3_192,020-06-Bola-Tigantabame.flac,mp3_granule_576,2.2308,229
mp3_192,020-06-Bola-Tigantabame.flac,aac_2048,1.6190,109
mp3_192,021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc.flac,mp3_frame_1152,1.7083,364
mp3_192,021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc.flac,mp3_granule_576,1.8182,10
mp3_192,021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc.flac,aac_2048,1.5952,345
mp3_192,022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas.flac,mp3_frame_1152,1.7200,297
mp3_192,022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas.flac,mp3_granule_576,1.9167,71
mp3_192,022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas.flac,aac_2048,1.5349,312
mp3_192,023-01-Yusef-Lateef-Buddy-and-lou.flac,mp3_frame_1152,1.6296,301
mp3_192,023-01-Yusef-Lateef-Buddy-and-lou.flac,mp3_granule_576,1.6923,243
mp3_192,023-01-Yusef-Lateef-Buddy-and-lou.flac,aac_2048,1.5217,775
mp3_192,024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,mp3_frame_1152,1.7308,348
mp3_192,024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,mp3_granule_576,1.8333,10
mp3_192,024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,aac_2048,1.4884,33
aac_ff256,000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout.flac,mp3_frame_1152,1.8261,302
aac_ff256,000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout.flac,mp3_granule_576,1.9167,40
aac_ff256,000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout.flac,aac_2048,10.9756,0
aac_ff256,001-11-Gilbert-B-caud-Le-bain-de-minuit.flac,mp3_frame_1152,1.7083,393
aac_ff256,001-11-Gilbert-B-caud-Le-bain-de-minuit.flac,mp3_granule_576,1.8333,209
aac_ff256,001-11-Gilbert-B-caud-Le-bain-de-minuit.flac,aac_2048,26.5217,0
aac_ff256,002-03-Hraach-Let-it-go.flac,mp3_frame_1152,1.6667,533
aac_ff256,002-03-Hraach-Let-it-go.flac,mp3_granule_576,2.1818,194
aac_ff256,002-03-Hraach-Let-it-go.flac,aac_2048,12.2857,0
aac_ff256,003-01-Thor-Dari-lullaby.flac,mp3_frame_1152,1.7500,495
aac_ff256,003-01-Thor-Dari-lullaby.flac,mp3_granule_576,1.6923,12
aac_ff256,003-01-Thor-Dari-lullaby.flac,aac_2048,21.1136,0
aac_ff256,004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye.flac,mp3_frame_1152,1.7391,304
aac_ff256,004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye.flac,mp3_granule_576,2.0000,75
aac_ff256,004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye.flac,aac_2048,22.4681,0
aac_ff256,005-17-Los-Seven-Del-Swing-Celoso.flac,mp3_frame_1152,1.6087,324
aac_ff256,005-17-Los-Seven-Del-Swing-Celoso.flac,mp3_granule_576,2.0000,214
aac_ff256,005-17-Los-Seven-Del-Swing-Celoso.flac,aac_2048,28.4762,0
aac_ff256,006-09-Mahmoud-Ahmed-Tezeta.flac,mp3_frame_1152,1.6522,523
aac_ff256,006-09-Mahmoud-Ahmed-Tezeta.flac,mp3_granule_576,1.8182,109
aac_ff256,006-09-Mahmoud-Ahmed-Tezeta.flac,aac_2048,13.6905,0
aac_ff256,007-07-Wax-Tailor-Positively-inclined-featuring-main.flac,mp3_frame_1152,1.6087,64
aac_ff256,007-07-Wax-Tailor-Positively-inclined-featuring-main.flac,mp3_granule_576,1.9091,23
aac_ff256,007-07-Wax-Tailor-Positively-inclined-featuring-main.flac,aac_2048,21.9286,0
aac_ff256,008-06-The-Mebusas-Mr-bull-dog-original-45-version.flac,mp3_frame_1152,1.7391,424
aac_ff256,008-06-The-Mebusas-Mr-bull-dog-original-45-version.flac,mp3_granule_576,2.0000,102
aac_ff256,008-06-The-Mebusas-Mr-bull-dog-original-45-version.flac,aac_2048,16.6279,0
aac_ff256,009-03-Ilya-Beshevli-To-solitude.flac,mp3_frame_1152,1.6154,453
aac_ff256,009-03-Ilya-Beshevli-To-solitude.flac,mp3_granule_576,1.7692,106
aac_ff256,009-03-Ilya-Beshevli-To-solitude.flac,aac_2048,6.0971,0
aac_ff256,010-06-Jon-Hassell-These-times.flac,mp3_frame_1152,1.7500,282
aac_ff256,010-06-Jon-Hassell-These-times.flac,mp3_granule_576,2.1818,287
aac_ff256,010-06-Jon-Hassell-These-times.flac,aac_2048,17.7442,0
aac_ff256,011-07-Ensemble-National-des-Percussions-de-Guin-e-K.flac,mp3_frame_1152,1.6250,54
aac_ff256,011-07-Ensemble-National-des-Percussions-de-Guin-e-K.flac,mp3_granule_576,1.9167,111
aac_ff256,011-07-Ensemble-National-des-Percussions-de-Guin-e-K.flac,aac_2048,8.6905,0
aac_ff256,012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro.flac,mp3_frame_1152,1.6667,525
aac_ff256,012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro.flac,mp3_granule_576,1.7500,66
aac_ff256,012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro.flac,aac_2048,17.2093,0
aac_ff256,013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary.flac,mp3_frame_1152,1.6957,204
aac_ff256,013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary.flac,mp3_granule_576,2.0000,190
aac_ff256,013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary.flac,aac_2048,17.1163,0
aac_ff256,014-26-Dock-Walsh-Bathe-in-that-beautiful-pool.flac,mp3_frame_1152,1.8696,89
aac_ff256,014-26-Dock-Walsh-Bathe-in-that-beautiful-pool.flac,mp3_granule_576,1.8333,162
aac_ff256,014-26-Dock-Walsh-Bathe-in-that-beautiful-pool.flac,aac_2048,4.7317,0
aac_ff256,015-08-Jos-Gonz-lez-Vissel.flac,mp3_frame_1152,1.8261,63
aac_ff256,015-08-Jos-Gonz-lez-Vissel.flac,mp3_granule_576,2.0000,57
aac_ff256,015-08-Jos-Gonz-lez-Vissel.flac,aac_2048,18.5349,0
aac_ff256,016-03-Memory-Tapes-Green-knight.flac,mp3_frame_1152,1.5652,0
aac_ff256,016-03-Memory-Tapes-Green-knight.flac,mp3_granule_576,1.9091,182
aac_ff256,016-03-Memory-Tapes-Green-knight.flac,aac_2048,29.4762,0
aac_ff256,017-13-Cafe-Del-Mar-Submariner.flac,mp3_frame_1152,1.6957,76
aac_ff256,017-13-Cafe-Del-Mar-Submariner.flac,mp3_granule_576,2.0000,63
aac_ff256,017-13-Cafe-Del-Mar-Submariner.flac,aac_2048,20.3333,0
aac_ff256,018-04-Bag-o-wire-Resovoir.flac,mp3_frame_1152,1.8261,113
aac_ff256,018-04-Bag-o-wire-Resovoir.flac,mp3_granule_576,2.2727,88
aac_ff256,018-04-Bag-o-wire-Resovoir.flac,aac_2048,7.2619,0
aac_ff256,019-04-Kohi-Jadu.flac,mp3_frame_1152,1.6400,298
aac_ff256,019-04-Kohi-Jadu.flac,mp3_granule_576,1.6923,14
aac_ff256,019-04-Kohi-Jadu.flac,aac_2048,21.1277,0
aac_ff256,020-06-Bola-Tigantabame.flac,mp3_frame_1152,1.6800,433
aac_ff256,020-06-Bola-Tigantabame.flac,mp3_granule_576,1.7500,7
aac_ff256,020-06-Bola-Tigantabame.flac,aac_2048,18.2889,0
aac_ff256,021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc.flac,mp3_frame_1152,1.6957,6
aac_ff256,021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc.flac,mp3_granule_576,2.0909,75
aac_ff256,021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc.flac,aac_2048,19.4286,0
aac_ff256,022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas.flac,mp3_frame_1152,1.6154,115
aac_ff256,022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas.flac,mp3_granule_576,1.9167,72
aac_ff256,022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas.flac,aac_2048,23.0000,0
aac_ff256,023-01-Yusef-Lateef-Buddy-and-lou.flac,mp3_frame_1152,1.5600,53
aac_ff256,023-01-Yusef-Lateef-Buddy-and-lou.flac,mp3_granule_576,2.1667,216
aac_ff256,023-01-Yusef-Lateef-Buddy-and-lou.flac,aac_2048,27.8125,0
aac_ff256,024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,mp3_frame_1152,1.6800,482
aac_ff256,024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,mp3_granule_576,2.1818,102
aac_ff256,024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,aac_2048,16.4130,0
