arm,file,max_run,mean_run,max_run_rel,stereo_ratio,mono_gated
vorbis_q8,013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary.flac,0.0000,8.5778,1.0000,0.0001,False
vorbis_q8,014-26-Dock-Walsh-Bathe-in-that-beautiful-pool.flac,0.0000,13.8758,0.0000,0.0000,False
vorbis_q8,015-08-Jos-Gonz-lez-Vissel.flac,5.0000,4.1429,2.0000,0.1374,False
vorbis_q8,016-03-Memory-Tapes-Green-knight.flac,4.5000,12.1496,2.0000,1.0882,False
vorbis_q8,017-13-Cafe-Del-Mar-Submariner.flac,3.0000,8.4840,28.0000,0.4790,False
vorbis_q8,018-04-Bag-o-wire-Resovoir.flac,1.0000,14.4097,0.0000,0.0000,False
vorbis_q8,019-04-Kohi-Jadu.flac,3.0000,14.6250,3.0000,0.6346,False
vorbis_q8,020-06-Bola-Tigantabame.flac,17.0000,13.9444,48.5000,0.0558,False
vorbis_q8,021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc.flac,1.0000,8.3109,19.0000,0.6697,False
vorbis_q8,022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas.flac,5.0000,3.5000,4.0000,0.1430,False
vorbis_q8,023-01-Yusef-Lateef-Buddy-and-lou.flac,2.0000,7.7667,6.0000,0.9407,False
vorbis_q8,024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,11.0000,1.5500,1.0000,3.1736,False
vorbis_q8,025-07-Bolalar-Lola.flac,8.0000,7.5000,3.0000,0.2506,False
vorbis_q8,026-06-Oumou-Dioubat-Siyala.flac,23.0000,14.0000,10.0000,0.3031,False
vorbis_q8,027-01-Dimlite-Kitty-Cradle-Fog.flac,1.0000,4.5000,1.0000,0.2986,False
vorbis_q8,028-04-Lisu-Yue-phue-alcool-de-ma-s.flac,1.0000,1.9153,0.0000,0.0182,False
vorbis_q8,029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul.flac,31.5000,12.7411,4.0000,0.6714,False
vorbis_q8,030-06-S-bastien-Tellier-Benny.flac,4.0000,14.3667,35.0000,0.4612,False
vorbis_q8,031-07-Shkoon-Just-Emma-Id.flac,5.0000,8.4583,2.0000,0.8109,False
vorbis_q8,032-05-2kilos-more-Cache-feu.flac,36.0000,14.7500,1.0000,0.3363,False
vorbis_q8,033-01-Daylight-Rising.flac,35.0000,14.0000,9.0000,0.1766,False
vorbis_q8,034-09-Snow-Ghosts-Bowline.flac,1.0000,18.8500,1.0000,0.3258,False
vorbis_q8,035-16-Slow-Air-In-Dropped-D.flac,8.0000,2.7815,0.0000,0.2941,False
vorbis_q8,036-08-Nicolas-Comment-Amaurose.flac,3.0000,13.1000,7.0000,0.0783,False
vorbis_q8,037-02-Super-Cayor-De-Dakar-Emboutaieillage.flac,3.0000,7.5584,1.0000,0.0303,False
vorbis_q8,038-11-Red-Hot-Chili-Peppers-This-velvet-glove.flac,0.0000,0.0000,0.0000,0.1167,False
vorbis_q8,039-13-Kat-Onoma-Change-blues.flac,31.0000,17.5500,6.0000,0.2876,False
