file,population,verdict,score,cutoff,families,breakdown
023-01-Yusef-Lateef-Buddy-and-lou.flac,mp3_V0,WARNING,31,21000,cnn|stereo|temporal,"{""Rule8NyquistException"": -30, ""Rule1MP3Bitrate"": 0, ""Rule2Cutoff"": 0, ""Rule424BitSuspect"": 0, ""Rule5HighVariance"": 0, ""Rule6HighQualityProtection"": 0, ""Rule13MDCTAlignment"": 0, ""Rule14TemporalSeam"": 0, ""Rule15StereoSeam"": 0, ""Rule12MLClassifier"": 61}"
026-06-Oumou-Dioubat-Siyala.flac,mp3_V0,FAKE_CERTAIN,80,20500,cnn|spectral|stereo|temporal,"{""Rule8NyquistException"": 0, ""Rule1MP3Bitrate"": 50, ""Rule2Cutoff"": 0, ""Rule424BitSuspect"": 0, ""Rule5HighVariance"": 0, ""Rule6HighQualityProtection"": 0, ""Rule7SilenceAnalysis"": 0, ""Rule13MDCTAlignment"": 0, ""Rule14TemporalSeam"": 0, ""Rule15StereoSeam"": 0, ""Rule10Consistency"": 0, ""Rule12MLClassifier"": 30}"
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul.flac,mp3_V0,WARNING,31,22050.0,cnn|stereo,"{""Rule8NyquistException"": -50, ""Rule1MP3Bitrate"": 0, ""Rule2Cutoff"": 0, ""Rule424BitSuspect"": 0, ""Rule5HighVariance"": 0, ""Rule6HighQualityProtection"": 0, ""Rule13MDCTAlignment"": 0, ""Rule14TemporalSeam"": 0, ""Rule15StereoSeam"": 0, ""Rule12MLClassifier"": 81}"
032-05-2kilos-more-Cache-feu.flac,mp3_V0,WARNING,31,22050.0,cnn|temporal,"{""Rule8NyquistException"": -50, ""Rule1MP3Bitrate"": 0, ""Rule2Cutoff"": 0, ""Rule424BitSuspect"": 0, ""Rule5HighVariance"": 0, ""Rule6HighQualityProtection"": 0, ""Rule13MDCTAlignment"": 0, ""Rule14TemporalSeam"": 0, ""Rule15StereoSeam"": 0, ""Rule12MLClassifier"": 81}"
035-16-Slow-Air-In-Dropped-D.flac,mp3_V0,AUTHENTIC,0,21000,stereo|temporal,"{""Rule8NyquistException"": -30, ""Rule1MP3Bitrate"": 0, ""Rule2Cutoff"": 0, ""Rule424BitSuspect"": 0, ""Rule5HighVariance"": 0, ""Rule6HighQualityProtection"": 0, ""Rule13MDCTAlignment"": 0, ""Rule14TemporalSeam"": 0, ""Rule15StereoSeam"": 0, ""Rule12MLClassifier"": 0}"
038-11-Red-Hot-Chili-Peppers-This-velvet-glove.flac,mp3_V0,WARNING,31,22050.0,cnn,"{""Rule8NyquistException"": -50, ""Rule1MP3Bitrate"": 0, ""Rule2Cutoff"": 0, ""Rule424BitSuspect"": 0, ""Rule5HighVariance"": 0, ""Rule6HighQualityProtection"": 0, ""Rule13MDCTAlignment"": 0, ""Rule14TemporalSeam"": 0, ""Rule15StereoSeam"": 0, ""Rule12MLClassifier"": 81}"
001-11-Gilbert-B-caud-Le-bain-de-minuit.flac,aac_ff256,FAKE_CERTAIN,55,21250,mdct|stereo,"{""Rule8NyquistException"": -30, ""Rule1MP3Bitrate"": 0, ""Rule2Cutoff"": 0, ""Rule424BitSuspect"": 0, ""Rule5HighVariance"": 0, ""Rule6HighQualityProtection"": 0, ""Rule13MDCTAlignment"": 55, ""_calculator"": 30, ""Rule14TemporalSeam"": 0, ""Rule15StereoSeam"": 0, ""Rule12MLClassifier"": 0}"
004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye.flac,aac_ff256,FAKE_CERTAIN,85,22050.0,cnn|mdct,"{""Rule8NyquistException"": -50, ""Rule1MP3Bitrate"": 0, ""Rule2Cutoff"": 0, ""Rule424BitSuspect"": 0, ""Rule5HighVariance"": 0, ""Rule6HighQualityProtection"": 0, ""Rule13MDCTAlignment"": 55, ""_calculator"": 50, ""Rule14TemporalSeam"": 0, ""Rule15StereoSeam"": 0, ""Rule12MLClassifier"": 30}"
007-07-Wax-Tailor-Positively-inclined-featuring-main.flac,aac_ff256,FAKE_CERTAIN,76,22050.0,cnn|mdct,"{""Rule8NyquistException"": -50, ""Rule1MP3Bitrate"": 0, ""Rule2Cutoff"": 0, ""Rule424BitSuspect"": 0, ""Rule5HighVariance"": 0, ""Rule6HighQualityProtection"": 0, ""Rule13MDCTAlignment"": 55, ""_calculator"": 50, ""Rule14TemporalSeam"": 0, ""Rule15StereoSeam"": 0, ""Rule12MLClassifier"": 21}"
010-06-Jon-Hassell-These-times.flac,aac_ff256,SUSPICIOUS,55,22050.0,mdct,"{""Rule8NyquistException"": -50, ""Rule1MP3Bitrate"": 0, ""Rule2Cutoff"": 0, ""Rule424BitSuspect"": 0, ""Rule5HighVariance"": 0, ""Rule6HighQualityProtection"": 0, ""Rule13MDCTAlignment"": 55, ""_calculator"": 50, ""Rule14TemporalSeam"": 0, ""Rule15StereoSeam"": 0, ""Rule12MLClassifier"": 0}"
