orig_idx,kind,is_transcode,src_rolloff,model_fp,is_stereo,side_mid_ratio,lr_corr,ro_mid,ro_side,side_to_mid_rolloff,holes_inband,flatness_inband,side_flatness_inband,terrace_peakfrac,preecho_pct,aliasing_corr,mp3_pattern
40,mp3_320,1,5941.9,1,1,0.19821,0.6709,5814.0,7601.2,1.3074,0.52239,0.022132,0.071965,0.1903,0.0,0.2549,0
40,mp3_v0,1,5941.9,1,1,0.19832,0.6708,5835.5,7644.3,1.31,0.52416,0.021987,0.071996,0.19331,0.0,0.2559,0
41,authentic,0,6875.3,1,1,0.304858,0.5854,7235.2,8311.8,1.1488,0.0,0.109035,0.189272,0.21557,0.0,0.062,0
41,mp3_128,1,6875.3,1,1,0.307997,0.5809,7149.0,7752.0,1.0843,0.0,0.114181,0.204274,0.23636,50.0,0.0802,0
41,mp3_320,1,6875.3,1,1,0.3049,0.5853,7235.2,8247.2,1.1399,0.0,0.109023,0.189566,0.21557,0.0,0.0608,0
41,mp3_v0,1,6875.3,1,1,0.305004,0.5852,7213.6,8118.0,1.1254,0.0,0.109592,0.190825,0.21922,0.0,0.0616,0
46,authentic,0,5506.8,1,1,0.0,1.0,4565.0,21942.3,4.8066,0.30952,0.020585,0.997375,0.20952,43.75,0.114,0
46,mp3_128,1,5506.8,1,1,0.0,1.0,4457.4,20758.0,4.657,0.29268,0.021821,0.999426,0.21463,47.06,0.1437,0
46,mp3_320,1,5506.8,1,1,0.0,1.0,4522.0,20068.9,4.4381,0.30288,0.021093,0.999371,0.21154,43.75,0.1144,0
46,mp3_v0,1,5506.8,1,1,0.0,1.0,4478.9,21490.1,4.7981,0.29612,0.021594,0.998548,0.21359,52.94,0.1174,0
47,authentic,0,3428.2,1,1,0.465393,0.3657,2024.1,1873.4,0.9255,0.02174,0.132406,0.112882,0.13043,2.94,0.645,0
47,mp3_128,1,3428.2,1,1,0.46552,0.3655,2002.6,1851.9,0.9247,0.01099,0.14261,0.123309,0.12088,3.12,0.7132,0
47,mp3_320,1,3428.2,1,1,0.465358,0.3657,2002.6,1873.4,0.9355,0.01099,0.138245,0.118219,0.13187,2.94,0.6466,0
47,mp3_v0,1,3428.2,1,1,0.46542,0.3656,2002.6,1851.9,0.9247,0.01099,0.138477,0.118671,0.13187,2.86,0.7416,0
48,authentic,0,4334.7,1,1,0.195927,0.6755,5361.8,5318.7,0.992,0.21862,0.049802,0.053362,0.12146,60.0,0.1285,0
48,mp3_128,1,4334.7,1,1,0.197205,0.6737,5017.2,4866.5,0.97,0.15584,0.06297,0.073831,0.12121,60.0,0.1684,0
48,mp3_320,1,4334.7,1,1,0.195962,0.6754,5318.7,5297.2,0.996,0.22041,0.050248,0.054171,0.12245,60.0,0.1332,0
48,mp3_v0,1,4334.7,1,1,0.19591,0.6755,5211.0,5189.5,0.9959,0.21667,0.052258,0.058164,0.11667,60.0,0.1555,0
49,authentic,0,3599.3,1,1,0.186407,0.7,2390.2,2454.8,1.027,0.06422,0.099412,0.092783,0.11009,85.71,0.1409,0
49,mp3_128,1,3599.3,1,1,0.186209,0.7003,2368.7,2304.1,0.9727,0.06481,0.102276,0.097675,0.11111,85.71,0.1749,0
49,mp3_320,1,3599.3,1,1,0.186399,0.7001,2368.7,2454.8,1.0364,0.06481,0.101268,0.094504,0.11111,85.71,0.1447,0
49,mp3_v0,1,3599.3,1,1,0.186405,0.7,2368.7,2433.3,1.0273,0.06481,0.101396,0.095146,0.11111,85.71,0.1593,0
50,authentic,0,3352.2,1,1,1.106618,-0.0506,3359.2,1959.5,0.5833,0.17532,0.046002,0.01333,0.11688,0.0,0.1578,0
50,mp3_128,1,3352.2,1,1,1.105599,-0.0502,3316.1,1938.0,0.5844,0.17105,0.047726,0.014468,0.11842,100.0,0.202,0
50,mp3_320,1,3352.2,1,1,1.106583,-0.0506,3316.1,1959.5,0.5909,0.17763,0.046701,0.013804,0.11842,0.0,0.1674,0
50,mp3_v0,1,3352.2,1,1,1.106744,-0.0507,3316.1,1959.5,0.5909,0.17763,0.046803,0.013995,0.11842,100.0,0.3041,0
51,authentic,0,5084.2,1,0,0.0,1.0,5189.5,0.0,0.0,0.0,0.32525,0.999997,0.20502,0.0,0.0621,0
51,mp3_128,1,5084.2,1,0,0.0,1.0,5189.5,0.0,0.0,0.0,0.325708,0.999997,0.20502,0.0,0.0567,0
51,mp3_320,1,5084.2,1,0,0.0,1.0,5189.5,0.0,0.0,0.0,0.325255,0.999997,0.20502,0.0,0.062,0
51,mp3_v0,1,5084.2,1,0,0.0,1.0,5189.5,0.0,0.0,0.0,0.325321,0.999997,0.20502,0.0,0.0709,0
52,authentic,0,2283.3,1,1,1.093666,-0.0447,2325.6,2261.0,0.9722,0.0,0.111544,0.098089,0.12264,100.0,0.1772,0
52,mp3_128,1,2283.3,1,1,1.094099,-0.0449,2304.1,2261.0,0.9813,0.0,0.113738,0.099831,0.12381,100.0,0.0725,0
52,mp3_320,1,2283.3,1,1,1.09369,-0.0448,2325.6,2261.0,0.9722,0.0,0.111549,0.098098,0.12264,100.0,0.191,0
52,mp3_v0,1,2283.3,1,1,1.093776,-0.0448,2304.1,2261.0,0.9813,0.0,0.113118,0.099467,0.12381,100.0,0.2458,0
53,authentic,0,6301.2,1,1,0.243486,0.668,5598.6,9043.9,1.6154,0.16279,0.035926,0.040283,0.13178,100.0,0.0903,0
53,mp3_128,1,6301.2,1,1,0.244574,0.6663,5340.2,7708.9,1.4435,0.12195,0.041189,0.047204,0.13821,100.0,0.129,0
53,mp3_320,1,6301.2,1,1,0.243516,0.668,5534.0,8807.1,1.5914,0.15294,0.036943,0.041279,0.13725,100.0,0.0912,0
53,mp3_v0,1,6301.2,1,1,0.243518,0.668,5469.4,8634.8,1.5787,0.14286,0.038126,0.042748,0.13889,100.0,0.0944,0
56,authentic,0,2716.4,1,0,0.0,1.0,2799.3,0.0,0.0,0.0,0.261762,1.000001,0.17188,84.62,0.0215,0
56,mp3_128,1,2716.4,1,0,0.0,1.0,2799.3,0.0,0.0,0.0,0.26177,1.000001,0.17188,84.62,0.0235,0
56,mp3_320,1,2716.4,1,0,0.0,1.0,2799.3,0.0,0.0,0.0,0.261766,1.000001,0.17188,84.62,0.0223,0
56,mp3_v0,1,2716.4,1,0,0.0,1.0,2799.3,0.0,0.0,0.0,0.261844,1.000001,0.17188,84.62,0.0206,0
57,authentic,0,5722.3,1,1,0.0,1.0,5792.4,21727.0,3.7509,0.1161,0.073551,0.826697,0.11236,46.84,0.1497,0
57,mp3_128,1,5722.3,1,1,0.0,1.0,5727.8,20112.0,3.5113,0.11742,0.074803,0.874277,0.10985,43.06,0.2315,0
57,mp3_320,1,5722.3,1,1,0.0,1.0,5770.9,19875.1,3.444,0.11654,0.073698,0.91695,0.10902,46.84,0.1496,0
57,mp3_v0,1,5722.3,1,1,0.0,1.0,5792.4,21683.9,3.7435,0.1161,0.07358,0.924621,0.11236,46.15,0.1454,0
60,authentic,0,6240.3,1,1,0.147218,0.7457,6395.4,10766.6,1.6835,0.0,0.116197,0.400506,0.18305,100.0,0.165,0
60,mp3_128,1,6240.3,1,1,0.149832,0.7417,5943.2,10379.0,1.7464,0.0,0.138872,0.423756,0.14964,100.0,0.1978,0
60,mp3_320,1,6240.3,1,1,0.147229,0.7457,6352.3,10680.5,1.6814,0.0,0.118201,0.403027,0.18089,100.0,0.167,0
60,mp3_v0,1,6240.3,1,1,0.147154,0.7458,6287.7,10637.4,1.6918,0.0,0.121522,0.405827,0.17931,100.0,0.1742,0
61,authentic,0,1592.0,1,1,0.809915,0.1053,1722.7,1744.2,1.0125,0.0,0.300198,0.315301,0.17949,56.14,0.1153,0
61,mp3_128,1,1592.0,1,1,0.809618,0.1054,1722.7,1744.2,1.0125,0.0,0.300323,0.315965,0.17949,62.07,0.0481,0
61,mp3_320,1,1592.0,1,1,0.809902,0.1053,1722.7,1744.2,1.0125,0.0,0.300188,0.315297,0.17949,49.12,0.1408,0
61,mp3_v0,1,1592.0,1,1,0.80989,0.1053,1722.7,1744.2,1.0125,0.0,0.300202,0.315375,0.17949,55.17,0.2281,0
54,authentic,0,5836.5,1,1,0.494574,0.3384,7170.6,7472.0,1.042,0.08157,0.075284,0.114729,0.13595,88.89,0.1739,0
54,mp3_128,1,5836.5,1,1,0.496085,0.337,6589.2,6696.8,1.0163,0.02303,0.092576,0.140308,0.15789,85.71,0.2636,0
54,mp3_320,1,5836.5,1,1,0.494593,0.3383,7106.0,7472.0,1.0515,0.07317,0.077321,0.117795,0.14024,90.0,0.1744,0
54,mp3_v0,1,5836.5,1,1,0.494913,0.3381,6869.1,7256.7,1.0564,0.04101,0.08392,0.127093,0.14511,88.89,0.1973,0
55,authentic,0,4272.9,1,1,1.245735,-0.1124,2993.1,2411.7,0.8058,0.45255,0.010946,0.006672,0.14599,100.0,0.0297,0
55,mp3_128,1,4272.9,1,1,1.244501,-0.1119,2885.4,2347.1,0.8134,0.43182,0.012283,0.007485,0.16667,100.0,0.0509,0
55,mp3_320,1,4272.9,1,1,1.245661,-0.1124,2950.0,2411.7,0.8175,0.44444,0.01144,0.00698,0.14815,100.0,0.0312,0
55,mp3_v0,1,4272.9,1,1,1.245773,-0.1124,2907.0,2390.2,0.8222,0.43609,0.011941,0.007281,0.15789,100.0,0.0305,0
58,authentic,0,2839.8,1,1,0.482793,0.3647,15654.6,14836.4,0.9477,0.02069,0.138605,0.086775,0.36414,0.0,0.1498,0
58,mp3_128,1,2839.8,1,1,0.481095,0.3657,13716.7,12187.8,0.8885,0.0,0.1599,0.082318,0.44567,0.0,0.1964,0
58,mp3_320,1,2839.8,1,1,0.483357,0.3641,15331.6,14513.4,0.9466,0.00141,0.143267,0.092123,0.37324,0.0,0.1494,0
58,mp3_v0,1,2839.8,1,1,0.483504,0.3639,15590.0,14771.8,0.9475,0.01524,0.139818,0.089328,0.36704,0.0,0.1482,0
59,authentic,0,5025.5,1,1,0.058464,0.913,7342.8,6998.3,0.9531,0.63422,0.011775,0.009859,0.23304,100.0,0.1005,0
59,mp3_128,1,5025.5,1,1,0.058651,0.9126,7321.3,6481.5,0.8853,0.63018,0.012306,0.010133,0.24556,100.0,0.127,0
59,mp3_320,1,5025.5,1,1,0.058477,0.913,7321.3,7127.5,0.9735,0.63018,0.011789,0.010241,0.23077,100.0,0.1064,0
59,mp3_v0,1,5025.5,1,1,0.058522,0.913,7299.8,7192.1,0.9853,0.62908,0.011823,0.010853,0.22849,100.0,0.1125,0
62,authentic,0,6067.4,1,1,0.852963,0.0817,6180.0,6373.8,1.0314,0.00351,0.106356,0.114789,0.2,100.0,0.028,0
62,mp3_128,1,6067.4,1,1,0.852237,0.0822,6093.9,6201.6,1.0177,0.0,0.114299,0.123506,0.22064,100.0,0.1273,0
62,mp3_320,1,6067.4,1,1,0.852961,0.0817,6072.4,6266.2,1.0319,0.0,0.111229,0.1198,0.20357,100.0,0.0342,0
62,mp3_v0,1,6067.4,1,1,0.853095,0.0817,6029.3,6201.6,1.0286,0.0,0.113247,0.121967,0.20504,100.0,0.0405,0
63,authentic,0,6496.9,1,1,0.019142,0.9624,11929.4,13156.8,1.1029,0.78623,0.014955,0.048263,0.24275,97.44,0.2924,0
63,mp3_128,1,6496.9,1,1,0.019366,0.962,12037.1,13092.2,1.0877,0.78276,0.016003,0.049791,0.23698,100.0,0.2828,0
63,mp3_320,1,6496.9,1,1,0.019174,0.9624,11929.4,13199.9,1.1065,0.78623,0.01499,0.049479,0.23913,97.44,0.2923,0
63,mp3_v0,1,6496.9,1,1,0.019218,0.9623,11929.4,13199.9,1.1065,0.78986,0.01497,0.050383,0.23732,97.44,0.292,0
64,authentic,0,3797.0,1,1,0.005233,0.9896,3940.6,3445.3,0.8743,0.0,0.223585,0.22995,0.14917,46.83,0.12,0
64,mp3_128,1,3797.0,1,1,0.005253,0.9896,3919.0,3230.0,0.8242,0.0,0.226359,0.232109,0.15,47.5,0.2155,0
64,mp3_320,1,3797.0,1,1,0.005233,0.9896,3919.0,3359.2,0.8571,0.0,0.225658,0.2321,0.15,47.2,0.1204,0
64,mp3_v0,1,3797.0,1,1,0.005233,0.9896,3919.0,3316.1,0.8462,0.0,0.225688,0.232754,0.15,47.58,0.212,0
65,authentic,0,2584.7,1,1,0.489583,0.3427,2648.6,2928.5,1.1057,0.0,0.169394,0.25897,0.15702,87.5,0.1034,0
65,mp3_128,1,2584.7,1,1,0.488909,0.3433,2648.6,2928.5,1.1057,0.0,0.170376,0.261413,0.15702,100.0,0.0832,0
65,mp3_320,1,2584.7,1,1,0.489578,0.3427,2627.1,2928.5,1.1148,0.0,0.172298,0.261907,0.15833,85.71,0.1283,0
65,mp3_v0,1,2584.7,1,1,0.489574,0.3427,2627.1,2928.5,1.1148,0.0,0.172322,0.261997,0.15833,85.71,0.1627,0
68,authentic,0,4071.9,1,1,1e-06,1.0,3876.0,21727.0,5.6056,0.0,0.099165,0.601308,0.19101,78.12,0.0134,0
68,mp3_128,1,4071.9,1,1,0.0,1.0,3832.9,19401.4,5.0618,0.0,0.100905,0.848662,0.1875,73.53,0.0038,0
68,mp3_320,1,4071.9,1,1,1e-06,1.0,3854.4,19853.6,5.1508,0.0,0.099989,0.832246,0.18644,74.19,0.0144,0
68,mp3_v0,1,4071.9,1,1,1e-06,1.0,3811.4,21705.5,5.6949,0.0,0.101495,0.817861,0.18857,80.0,0.0165,0
69,authentic,0,4827.3,1,1,0.289004,0.5577,5383.3,6589.2,1.224,0.08065,0.099792,0.484907,0.15726,66.67,0.0483,0
69,mp3_128,1,4827.3,1,1,0.29154,0.5545,5168.0,6395.4,1.2375,0.05042,0.115256,0.515245,0.17227,73.33,0.0725,0
69,mp3_320,1,4827.3,1,1,0.289021,0.5576,5383.3,6567.6,1.22,0.08065,0.100001,0.484893,0.15726,66.67,0.044,0
69,mp3_v0,1,4827.3,1,1,0.289023,0.5576,5361.8,6524.6,1.2169,0.07287,0.102288,0.487532,0.15789,61.54,0.0454,0
70,authentic,0,6164.2,1,1,0.0,1.0,6675.3,20844.1,3.1226,0.0,0.134239,0.242998,0.18831,100.0,0.1603,0
70,mp3_128,1,6164.2,1,1,0.0,1.0,6675.3,20047.4,3.0032,0.0,0.135178,0.319163,0.2013,100.0,0.1813,0
70,mp3_320,1,6164.2,1,1,0.0,1.0,6675.3,19853.6,2.9742,0.0,0.134259,0.304153,0.18831,100.0,0.1583,0
70,mp3_v0,1,6164.2,1,1,0.0,1.0,6653.8,20198.1,3.0356,0.0,0.135002,0.292321,0.18893,100.0,0.1743,0
71,authentic,0,5207.2,1,1,0.0,1.0,4285.1,21683.9,5.0603,0.0,0.491519,0.999301,0.24873,0.0,0.0587,0
71,mp3_128,1,5207.2,1,1,0.0,1.0,4285.1,20564.2,4.799,0.0,0.49186,0.996862,0.24873,0.0,0.0687,0
71,mp3_320,1,5207.2,1,1,0.0,1.0,4285.1,19939.7,4.6533,0.0,0.491528,0.999383,0.24873,0.0,0.0587,0
71,mp3_v0,1,5207.2,1,1,0.0,1.0,4263.6,21619.3,5.0707,0.0,0.493665,0.998129,0.25,0.0,0.0729,0
72,authentic,0,4023.0,1,1,0.819381,0.1004,4155.9,3251.5,0.7824,0.3822,0.01541,0.008537,0.1466,100.0,0.1122,0
72,mp3_128,1,4023.0,1,1,0.819664,0.1003,4026.7,3230.0,0.8021,0.35135,0.018219,0.010895,0.13514,100.0,0.1508,0
72,mp3_320,1,4023.0,1,1,0.819408,0.1004,4091.3,3251.5,0.7947,0.37766,0.015778,0.008867,0.14894,100.0,0.122,0
72,mp3_v0,1,4023.0,1,1,0.819255,0.1005,4026.7,3251.5,0.8075,0.36757,0.016526,0.009645,0.14054,100.0,0.1645,0
73,authentic,0,2041.9,1,1,0.716393,0.1656,2174.9,2174.9,1.0,0.18182,0.015357,0.01766,0.19192,0.0,0.0978,0
73,mp3_128,1,2041.9,1,1,0.71658,0.1655,2131.8,2131.8,1.0,0.16495,0.016161,0.018538,0.19588,0.0,0.0742,0
73,mp3_320,1,2041.9,1,1,0.716401,0.1656,2153.3,2153.3,1.0,0.17347,0.015736,0.01806,0.19388,0.0,0.1084,0
73,mp3_v0,1,2041.9,1,1,0.716285,0.1657,2153.3,2153.3,1.0,0.17347,0.015755,0.018086,0.19388,0.0,0.1353,0
66,authentic,0,6805.5,1,1,0.156946,0.7293,6072.4,6395.4,1.0532,0.0,0.117144,0.170797,0.23214,46.0,0.024,0
66,mp3_128,1,6805.5,1,1,0.158549,0.7269,6007.8,5770.9,0.9606,0.0,0.12342,0.182152,0.23466,60.98,0.0219,0
66,mp3_320,1,6805.5,1,1,0.156971,0.7292,5986.2,6309.2,1.054,0.0,0.121782,0.178439,0.23551,48.0,0.0248,0
66,mp3_v0,1,6805.5,1,1,0.157095,0.7291,5964.7,6309.2,1.0578,0.0,0.12289,0.180679,0.23636,46.0,0.0243,0
67,authentic,0,6950.7,1,1,0.014219,0.9768,8075.0,8634.8,1.0693,0.19035,0.043242,0.083561,0.24129,63.83,0.078,0
67,mp3_128,1,6950.7,1,1,0.014362,0.9764,7838.1,6309.2,0.8049,0.15746,0.046054,0.065388,0.24862,65.91,0.1028,0
67,mp3_320,1,6950.7,1,1,0.014219,0.9768,8010.4,7687.4,0.9597,0.18378,0.043849,0.086084,0.24324,63.83,0.0779,0
67,mp3_v0,1,6950.7,1,1,0.014238,0.9767,8053.4,6998.3,0.869,0.18817,0.04347,0.083166,0.24194,59.57,0.0775,0
74,authentic,0,4758.4,1,1,0.787783,0.119,12381.6,12338.5,0.9965,0.78185,0.001679,0.001592,0.48691,0.0,0.5708,0
74,mp3_128,1,4758.4,1,1,0.787181,0.1194,7256.7,4866.5,0.6706,0.61194,0.003017,0.00277,0.2597,0.0,0.5716,0
74,mp3_320,1,4758.4,1,1,0.787721,0.1191,11132.7,11003.5,0.9884,0.75728,0.001833,0.00171,0.41359,0.0,0.569,0
74,mp3_v0,1,4758.4,1,1,0.787679,0.1191,11412.6,11348.0,0.9943,0.76136,0.001777,0.001679,0.45265,0.0,0.571,0
75,authentic,0,4448.1,1,1,0.214217,0.6871,5340.2,9130.1,1.7097,0.57317,0.009187,0.02733,0.14228,100.0,0.0944,0
75,mp3_128,1,4448.1,1,1,0.21527,0.6856,4931.1,7342.8,1.4891,0.53304,0.011389,0.033891,0.1674,100.0,0.1313,0
75,mp3_320,1,4448.1,1,1,0.21425,0.687,5318.7,9000.9,1.6923,0.57143,0.009289,0.027655,0.14694,100.0,0.095,0
75,mp3_v0,1,4448.1,1,1,0.214691,0.6866,4931.1,7945.8,1.6114,0.53744,0.010808,0.031643,0.15419,100.0,0.1263,0
78,authentic,0,4250.6,1,1,0.0,1.0,4134.4,21683.9,5.2448,0.0,0.550711,0.999496,0.31053,100.0,0.1002,0
78,mp3_128,1,4250.6,1,1,0.0,1.0,4134.4,20564.2,4.974,0.0,0.551024,0.996482,0.30526,100.0,0.1705,0
78,mp3_320,1,4250.6,1,1,0.0,1.0,4134.4,19939.7,4.8229,0.0,0.550717,0.999385,0.31053,100.0,0.0987,0
78,mp3_v0,1,4250.6,1,1,0.0,1.0,4134.4,21619.3,5.2292,0.0,0.550736,0.998053,0.31053,100.0,0.178,0
79,authentic,0,6075.3,1,1,0.921787,0.0414,6309.2,6309.2,1.0,0.0,0.10395,0.111178,0.189,100.0,0.0236,0
79,mp3_128,1,6075.3,1,1,0.925721,0.0393,6180.0,6158.5,0.9965,0.0,0.113348,0.121622,0.18596,100.0,0.1114,0
79,mp3_320,1,6075.3,1,1,0.921836,0.0414,6201.6,6201.6,1.0,0.0,0.108217,0.115693,0.19231,100.0,0.0269,0
79,mp3_v0,1,6075.3,1,1,0.921795,0.0414,6137.0,6158.5,1.0035,0.0,0.111081,0.118667,0.19081,100.0,0.0345,0
76,authentic,0,5080.9,1,1,1e-06,1.0,6718.4,21856.2,3.2532,0.0,0.120828,0.531191,0.19677,80.65,0.0293,0
76,mp3_128,1,5080.9,1,1,0.0,1.0,6675.3,20133.5,3.0161,0.0,0.122724,0.99945,0.20455,82.76,0.0324,0
76,mp3_320,1,5080.9,1,1,0.0,1.0,6696.8,19918.2,2.9743,0.0,0.121251,0.999127,0.19741,80.65,0.0287,0
76,mp3_v0,1,5080.9,1,1,1e-06,1.0,6675.3,21813.1,3.2677,0.0,0.121733,0.999411,0.19805,80.65,0.0298,0
77,authentic,0,4833.5,1,1,0.054823,0.8962,4931.1,7902.7,1.6026,0.73568,0.002357,0.005661,0.163,52.38,0.0834,0
77,mp3_128,1,4833.5,1,1,0.054741,0.8963,4866.5,5340.2,1.0973,0.73214,0.002492,0.005884,0.16964,50.63,0.0978,0
77,mp3_320,1,4833.5,1,1,0.054828,0.8962,4909.6,7752.0,1.5789,0.73451,0.002381,0.005814,0.16372,52.38,0.0829,0
77,mp3_v0,1,4833.5,1,1,0.054827,0.8962,4694.2,7644.3,1.6284,0.72222,0.002667,0.006521,0.18056,52.38,0.0866,0
80,authentic,0,4403.7,1,1,2.4e-05,1.0,4457.4,9991.4,2.2415,0.0,0.233571,0.797686,0.23902,100.0,0.3742,0
80,mp3_128,1,4403.7,1,1,2.4e-05,1.0,4457.4,11348.0,2.5459,0.0,0.233761,0.803262,0.23902,100.0,0.3452,0
80,mp3_320,1,4403.7,1,1,2.4e-05,1.0,4457.4,12360.1,2.7729,0.0,0.233576,0.802365,0.23902,100.0,0.3506,0
80,mp3_v0,1,4403.7,1,1,2.4e-05,1.0,4457.4,10249.8,2.2995,0.0,0.233703,0.80945,0.23902,100.0,0.3768,0
81,authentic,0,2076.3,1,1,0.898275,0.0556,775.2,775.2,1.0,0.15909,0.059237,0.024051,0.25,0.0,0.1198,0
81,mp3_128,1,2076.3,1,1,0.89828,0.0555,775.2,775.2,1.0,0.15909,0.063465,0.026421,0.25,15.38,0.2671,0
81,mp3_320,1,2076.3,1,1,0.898277,0.0555,775.2,775.2,1.0,0.15909,0.059545,0.024219,0.25,0.0,0.1213,0
81,mp3_v0,1,2076.3,1,1,0.898282,0.0555,775.2,775.2,1.0,0.15909,0.060178,0.024538,0.25,0.0,0.1212,0
82,authentic,0,2553.3,1,0,0.0,1.0,2820.8,0.0,0.0,0.0,0.242183,1.0,0.13953,58.33,0.1499,0
82,mp3_128,1,2553.3,1,0,0.0,1.0,2820.8,0.0,0.0,0.0,0.242207,1.0,0.13953,66.67,0.1705,0
82,mp3_320,1,2553.3,1,0,0.0,1.0,2820.8,0.0,0.0,0.0,0.242182,1.0,0.13953,58.33,0.1327,0
82,mp3_v0,1,2553.3,1,0,0.0,1.0,2820.8,0.0,0.0,0.0,0.242288,1.0,0.13953,58.33,0.1649,0
83,authentic,0,5977.7,1,0,0.0,1.0,6589.2,20930.3,3.1765,0.00329,0.08476,0.999883,0.1875,97.37,0.134,0
83,mp3_128,1,5977.7,1,0,0.0,1.0,6546.1,20930.3,3.1974,0.00331,0.085662,0.996849,0.18543,97.3,0.175,0
83,mp3_320,1,5977.7,1,0,0.0,1.0,6567.6,20908.7,3.1836,0.0033,0.085142,0.995333,0.19142,97.37,0.1336,0
83,mp3_v0,1,5977.7,1,0,0.0,1.0,6567.6,0.0,0.0,0.0033,0.085215,0.999994,0.18812,97.37,0.1371,0
86,authentic,0,2950.0,1,0,0.0,1.0,3574.5,21705.5,6.0723,0.20732,0.042996,0.863612,0.17683,72.22,0.1557,0
86,mp3_128,1,2950.0,1,0,0.0,1.0,3294.6,20607.3,6.2549,0.13907,0.057189,0.89436,0.19205,66.67,0.2242,0
86,mp3_320,1,2950.0,1,0,0.0,1.0,3445.3,21210.2,6.1562,0.17722,0.04957,0.862766,0.18354,82.35,0.1565,0
86,mp3_v0,1,2950.0,1,0,0.0,1.0,3273.0,21662.4,6.6184,0.12667,0.058258,0.861453,0.19333,66.67,0.2246,0
87,authentic,0,5572.9,1,0,0.0,1.0,5297.2,0.0,0.0,0.33607,0.012568,0.999999,0.18443,72.73,0.4116,0
87,mp3_128,1,5572.9,1,0,0.0,1.0,5146.4,0.0,0.0,0.31646,0.013644,0.999999,0.16456,72.73,0.4172,0
87,mp3_320,1,5572.9,1,0,0.0,1.0,5254.1,0.0,0.0,0.33058,0.012868,0.999999,0.17769,72.73,0.4118,0
87,mp3_v0,1,5572.9,1,0,0.0,1.0,5103.4,0.0,0.0,0.31064,0.013948,0.999999,0.1617,66.67,0.4156,0
88,authentic,0,6666.7,1,1,0.634784,0.2277,13996.6,13738.2,0.9815,0.7284,0.008093,0.012804,0.25772,36.11,0.1949,0
88,mp3_128,1,6666.7,1,1,0.634953,0.2276,10938.9,10594.3,0.9685,0.63241,0.010074,0.016342,0.14822,30.56,0.3053,0
88,mp3_320,1,6666.7,1,1,0.634778,0.2277,13910.4,13716.7,0.9861,0.72671,0.008189,0.01299,0.26553,33.33,0.1949,0
88,mp3_v0,1,6666.7,1,1,0.634669,0.2278,14061.2,13910.4,0.9893,0.72811,0.008134,0.012857,0.26728,36.11,0.1881,0
89,authentic,0,2775.0,1,1,0.08578,0.842,3337.6,3402.2,1.0194,0.0,0.18783,0.179908,0.20261,60.34,0.144,0
89,mp3_128,1,2775.0,1,1,0.086143,0.8414,3316.1,3230.0,0.974,0.0,0.189776,0.185425,0.19737,71.43,0.2598,0
89,mp3_320,1,2775.0,1,1,0.085779,0.842,3316.1,3359.2,1.013,0.0,0.189393,0.181506,0.20395,62.07,0.1518,0
89,mp3_v0,1,2775.0,1,1,0.085812,0.8419,3294.6,3337.6,1.0131,0.0,0.190879,0.183717,0.2053,72.41,0.2476,0
92,authentic,0,4076.9,1,0,0.0,1.0,4285.1,0.0,0.0,0.0,0.184502,0.999997,0.18782,66.67,0.0466,0
92,mp3_128,1,4076.9,1,0,0.0,1.0,4220.5,0.0,0.0,0.0,0.189335,0.999997,0.19072,100.0,0.6052,0
92,mp3_320,1,4076.9,1,0,0.0,1.0,4263.6,0.0,0.0,0.0,0.185854,0.999997,0.18878,66.67,0.0487,0
92,mp3_v0,1,4076.9,1,0,0.0,1.0,4263.6,0.0,0.0,0.0,0.185865,0.999997,0.18878,66.67,0.0397,0
93,authentic,0,4183.8,1,1,0.940697,0.0385,6007.8,6567.6,1.0932,0.55596,0.016996,0.006311,0.19856,55.56,0.0366,0
93,mp3_128,1,4183.8,1,1,0.940971,0.0383,5986.2,6330.8,1.0576,0.55435,0.017534,0.007061,0.21377,57.14,0.0699,0
93,mp3_320,1,4183.8,1,1,0.940782,0.0385,5986.2,6503.0,1.0863,0.55435,0.017121,0.006378,0.19928,55.56,0.038,0
93,mp3_v0,1,4183.8,1,1,0.940688,0.0385,5921.6,6416.9,1.0836,0.54945,0.017407,0.006554,0.1978,55.56,0.0412,0
84,authentic,0,5729.3,1,1,0.309013,0.5288,5060.3,5469.4,1.0809,0.39056,0.02395,0.071459,0.17167,100.0,0.1537,0
84,mp3_128,1,5729.3,1,1,0.309653,0.5281,4651.2,4866.5,1.0463,0.33178,0.031772,0.09617,0.19626,100.0,0.231,0
84,mp3_320,1,5729.3,1,1,0.308995,0.5289,4931.1,5297.2,1.0742,0.37445,0.025984,0.077909,0.18062,100.0,0.152,0
84,mp3_v0,1,5729.3,1,1,0.308972,0.5289,4737.3,5017.2,1.0591,0.34862,0.029151,0.087673,0.18349,100.0,0.2883,0
85,authentic,0,3714.4,1,1,0.153499,0.7345,3186.9,3811.4,1.1959,0.0137,0.099497,0.227804,0.20548,100.0,0.0218,0
85,mp3_128,1,3714.4,1,1,0.153797,0.7341,3165.4,3466.8,1.0952,0.01379,0.10007,0.237205,0.1931,100.0,0.0603,0
85,mp3_320,1,3714.4,1,1,0.153507,0.7345,3186.9,3725.2,1.1689,0.0137,0.099502,0.227961,0.20548,100.0,0.0256,0
