idx,kind,codec,src_bucket,verdict11,verdict12
99,transcode,mp3_320,>=14k,AUTHENTIC,AUTHENTIC
99,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
102,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
102,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
102,transcode,mp3_320,>=14k,AUTHENTIC,AUTHENTIC
102,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
103,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
103,transcode,mp3_128,>=14k,FAKE_CERTAIN,FAKE_CERTAIN
103,transcode,mp3_320,>=14k,FAKE_CERTAIN,FAKE_CERTAIN
103,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
104,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
104,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
104,transcode,mp3_320,>=14k,FAKE_CERTAIN,FAKE_CERTAIN
104,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
105,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
105,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
105,transcode,mp3_320,>=14k,AUTHENTIC,AUTHENTIC
105,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
96,authentic,authentic,>=14k,WARNING,WARNING
96,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
96,transcode,mp3_320,>=14k,WARNING,SUSPICIOUS
96,transcode,mp3_v0,>=14k,AUTHENTIC,WARNING
97,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
97,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
97,transcode,mp3_320,>=14k,AUTHENTIC,AUTHENTIC
97,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
108,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
108,transcode,mp3_128,>=14k,AUTHENTIC,WARNING
108,transcode,mp3_320,>=14k,FAKE_CERTAIN,FAKE_CERTAIN
108,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
109,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
109,transcode,mp3_128,>=14k,WARNING,WARNING
109,transcode,mp3_320,>=14k,AUTHENTIC,AUTHENTIC
109,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
114,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
114,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
114,transcode,mp3_320,>=14k,FAKE_CERTAIN,FAKE_CERTAIN
114,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
115,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
115,transcode,mp3_128,>=14k,FAKE_CERTAIN,FAKE_CERTAIN
115,transcode,mp3_320,>=14k,FAKE_CERTAIN,FAKE_CERTAIN
115,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
112,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
112,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
112,transcode,mp3_320,>=14k,AUTHENTIC,AUTHENTIC
112,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
113,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
113,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
113,transcode,mp3_320,>=14k,AUTHENTIC,AUTHENTIC
113,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
106,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
106,transcode,mp3_128,>=14k,AUTHENTIC,WARNING
106,transcode,mp3_320,>=14k,FAKE_CERTAIN,FAKE_CERTAIN
106,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
107,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
107,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
107,transcode,mp3_320,>=14k,FAKE_CERTAIN,FAKE_CERTAIN
107,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
116,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
116,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
116,transcode,mp3_320,>=14k,FAKE_CERTAIN,FAKE_CERTAIN
116,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
117,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
117,transcode,mp3_128,>=14k,AUTHENTIC,WARNING
117,transcode,mp3_320,>=14k,FAKE_CERTAIN,FAKE_CERTAIN
117,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
110,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
110,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
110,transcode,mp3_320,>=14k,AUTHENTIC,AUTHENTIC
110,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
111,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
111,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
111,transcode,mp3_320,>=14k,AUTHENTIC,AUTHENTIC
111,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
118,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
118,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
118,transcode,mp3_320,>=14k,AUTHENTIC,AUTHENTIC
118,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
119,authentic,authentic,>=14k,AUTHENTIC,AUTHENTIC
119,transcode,mp3_128,>=14k,WARNING,SUSPICIOUS
119,transcode,mp3_320,>=14k,AUTHENTIC,AUTHENTIC
119,transcode,mp3_v0,>=14k,AUTHENTIC,AUTHENTIC
