slug,label,codec,window,peak_ratio,best_offset
074-09-Koki-Nakano-Lift,1,aac_ff320,kbd,17.3765,1020
075-03-Jordi-Savall-El-rey-de-francia-esmirna,1,aac_ff320,kbd,14.4318,1020
076-20-Fran-ois-Couperin-O-salutaris,1,aac_ff320,kbd,9.6914,1020
077-01-Jaga-Jazzist-All-i-know-is-tonight,1,aac_ff320,kbd,19.7262,1020
078-04-Kat-Onoma-La-chambre,1,aac_ff320,kbd,8.8982,1020
079-04-Gwen-McCrae-Let-s-straighten-it-out,1,aac_ff320,kbd,15.4405,1020
000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout,1,aacmf_256,kbd,3.3735,1020
001-11-Gilbert-B-caud-Le-bain-de-minuit,1,aacmf_256,kbd,3.9882,1020
002-03-Hraach-Let-it-go,1,aacmf_256,kbd,1.2561,31
003-01-Thor-Dari-lullaby,1,aacmf_256,kbd,1.2791,969
004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye,1,aacmf_256,kbd,1.2386,11
005-17-Los-Seven-Del-Swing-Celoso,1,aacmf_256,kbd,2.8452,1020
006-09-Mahmoud-Ahmed-Tezeta,1,aacmf_256,kbd,4.4578,1020
007-07-Wax-Tailor-Positively-inclined-featuring-main,1,aacmf_256,kbd,3.8049,1020
008-06-The-Mebusas-Mr-bull-dog-original-45-version,1,aacmf_256,kbd,1.2093,526
009-03-Ilya-Beshevli-To-solitude,1,aacmf_256,kbd,3.9669,1020
010-06-Jon-Hassell-These-times,1,aacmf_256,kbd,5.4756,1020
011-07-Ensemble-National-des-Percussions-de-Guin-e-K,1,aacmf_256,kbd,1.2771,845
012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro,1,aacmf_256,kbd,1.2346,258
013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary,1,aacmf_256,kbd,7.1294,1020
014-26-Dock-Walsh-Bathe-in-that-beautiful-pool,1,aacmf_256,kbd,2.625,1020
015-08-Jos-Gonz-lez-Vissel,1,aacmf_256,kbd,4.6108,1020
016-03-Memory-Tapes-Green-knight,1,aacmf_256,kbd,1.939,1020
017-13-Cafe-Del-Mar-Submariner,1,aacmf_256,kbd,1.2706,968
018-04-Bag-o-wire-Resovoir,1,aacmf_256,kbd,3.8084,1020
019-04-Kohi-Jadu,1,aacmf_256,kbd,8.9882,1020
020-06-Bola-Tigantabame,1,aacmf_256,kbd,1.3491,310
021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc,1,aacmf_256,kbd,1.2927,735
022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas,1,aacmf_256,kbd,1.1379,161
023-01-Yusef-Lateef-Buddy-and-lou,1,aacmf_256,kbd,1.1685,84
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue,1,aacmf_256,kbd,1.7,1020
025-07-Bolalar-Lola,1,aacmf_256,kbd,2.2209,1020
026-06-Oumou-Dioubat-Siyala,1,aacmf_256,kbd,1.2262,348
027-01-Dimlite-Kitty-Cradle-Fog,1,aacmf_256,kbd,1.2593,138
028-04-Lisu-Yue-phue-alcool-de-ma-s,1,aacmf_256,kbd,1.3253,56
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul,1,aacmf_256,kbd,1.2235,408
030-06-S-bastien-Tellier-Benny,1,aacmf_256,kbd,1.1953,211
031-07-Shkoon-Just-Emma-Id,1,aacmf_256,kbd,1.3827,571
032-05-2kilos-more-Cache-feu,1,aacmf_256,kbd,1.1361,72
033-01-Daylight-Rising,1,aacmf_256,kbd,3.7816,1020
034-09-Snow-Ghosts-Bowline,1,aacmf_256,kbd,1.2439,845
035-16-Slow-Air-In-Dropped-D,1,aacmf_256,kbd,3.0795,1020
036-08-Nicolas-Comment-Amaurose,1,aacmf_256,kbd,2.3851,1020
037-02-Super-Cayor-De-Dakar-Emboutaieillage,1,aacmf_256,kbd,1.2,551
038-11-Red-Hot-Chili-Peppers-This-velvet-glove,1,aacmf_256,kbd,2.6905,1020
039-13-Kat-Onoma-Change-blues,1,aacmf_256,kbd,1.3913,627
040-11-Xploding-Plastix-Far-flung-tonic,1,aacmf_256,kbd,2.3432,1020
041-07-Mondkopf-Summer-afternoon-on-the-carribean-se,1,aacmf_256,kbd,8.4337,1020
042-04-Keletigui-et-ses-Tambourinis-Nadia,1,aacmf_256,kbd,4.5576,1020
043-03-Massive-Attack-Inertia-Creeps-Manic-Street-Pr,1,aacmf_256,kbd,3.8824,1020
044-02-Various-Artists-Ka-mea-mea,1,aacmf_256,kbd,6.3713,1020
045-08-DJ-Katapila-Trotro-instrumental,1,aacmf_256,kbd,3.506,1020
046-04-Clelia-Felix-Shine-so-bright,1,aacmf_256,kbd,3.4556,1020
047-03-Lemma-Souad-Asla-Maachouk-Nbi,1,aacmf_256,kbd,3.3625,1020
048-08-Gabriel-Romero-La-Piragua,1,aacmf_256,kbd,4.0805,1020
049-Nigeria-70-vol-1-Lagos-jump-09-Chief-Checker-Afr,1,aacmf_256,kbd,3.4634,1020
050-08-Boubacar-Traor-Pierrette,1,aacmf_256,kbd,4.0116,1020
051-07-Coldcut-x-On-U-Sound-Kajra-mohobbat-wala-feat,1,aacmf_256,kbd,2.7143,1020
052-06-Papa-Wemba-Efeka-mandundu,1,aacmf_256,kbd,2.9586,1020
053-03-Jupiter-Okwess-Ofakombolo,1,aacmf_256,kbd,1.2485,785
054-10-George-Bruns-Two-dogs-and-a-cycle,1,aacmf_256,kbd,1.3455,863
055-01-Godspeed-You-Black-Emperor-Undoing-a-luciferi,1,aacmf_256,kbd,1.2934,690
056-14-Hlamalani,1,aacmf_256,kbd,4.7059,1020
057-02-Nass-El-Ghiwan-El-Mekkaoui-le-mecquois,1,aacmf_256,kbd,1.3253,384
058-01-Piny-Runa-Woko,1,aacmf_256,kbd,4.0809,1020
059-01-Genesis-Gospel-Singers-Momma-mo-akoma-ntutu,1,aacmf_256,kbd,1.3953,372
060-13-Naomi-The-Boys-Bad-loser,1,aacmf_256,kbd,1.25,580
061-07-Black-Truth-Rhythm-Band-Imo,1,aacmf_256,kbd,1.2588,23
062-03-Alpha-Blondy-Jah-glory,1,aacmf_256,kbd,1.3457,598
063-09-Rodolphe-Burger-Billy-the-kid,1,aacmf_256,kbd,4.7558,1020
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo,1,aacmf_256,kbd,6.8743,1020
065-05-Quizas-Quizas,1,aacmf_256,kbd,3.7674,1020
066-04-Etoile-de-Dakar-My-wa-wa,1,aacmf_256,kbd,3.0788,1020
067-03-The-Streets-Let-s-push-things-forward,1,aacmf_256,kbd,1.1628,707
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate,1,aacmf_256,kbd,1.2805,846
069-02-Eden-Ahbez-The-wanderer,1,aacmf_256,kbd,1.2235,424
070-02-Guts-Good-morning,1,aacmf_256,kbd,5.3537,1020
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja,1,aacmf_256,kbd,7.299,1020
072-05-Simo-Moumen-Samsara,1,aacmf_256,kbd,4.9556,1020
073-10-Vanilla-Fudge-Eleanor-rigby,1,aacmf_256,kbd,1.1807,56
074-09-Koki-Nakano-Lift,1,aacmf_256,kbd,4.9143,1020
075-03-Jordi-Savall-El-rey-de-francia-esmirna,1,aacmf_256,kbd,3.7841,1020
076-20-Fran-ois-Couperin-O-salutaris,1,aacmf_256,kbd,3.6407,1020
077-01-Jaga-Jazzist-All-i-know-is-tonight,1,aacmf_256,kbd,3.1138,1020
078-04-Kat-Onoma-La-chambre,1,aacmf_256,kbd,3.5,1020
079-04-Gwen-McCrae-Let-s-straighten-it-out,1,aacmf_256,kbd,1.2381,701
000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout,1,mp3_192,kbd,1.1886,657
001-11-Gilbert-B-caud-Le-bain-de-minuit,1,mp3_192,kbd,1.1882,133
002-03-Hraach-Let-it-go,1,mp3_192,kbd,1.1598,930
003-01-Thor-Dari-lullaby,1,mp3_192,kbd,1.2727,695
004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye,1,mp3_192,kbd,1.2065,289
005-17-Los-Seven-Del-Swing-Celoso,1,mp3_192,kbd,1.225,345
006-09-Mahmoud-Ahmed-Tezeta,1,mp3_192,kbd,1.1807,629
007-07-Wax-Tailor-Positively-inclined-featuring-main,1,mp3_192,kbd,1.3373,568
008-06-The-Mebusas-Mr-bull-dog-original-45-version,1,mp3_192,kbd,1.1905,10
009-03-Ilya-Beshevli-To-solitude,1,mp3_192,kbd,1.2418,329
010-06-Jon-Hassell-These-times,1,mp3_192,kbd,1.2096,148
011-07-Ensemble-National-des-Percussions-de-Guin-e-K,1,mp3_192,kbd,1.2235,105
012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro,1,mp3_192,kbd,1.1975,196
013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary,1,mp3_192,kbd,1.2364,833
014-26-Dock-Walsh-Bathe-in-that-beautiful-pool,1,mp3_192,kbd,1.1975,950
015-08-Jos-Gonz-lez-Vissel,1,mp3_192,kbd,1.2593,526
016-03-Memory-Tapes-Green-knight,1,mp3_192,kbd,1.3133,663
017-13-Cafe-Del-Mar-Submariner,1,mp3_192,kbd,1.2515,944
018-04-Bag-o-wire-Resovoir,1,mp3_192,kbd,1.1905,502
019-04-Kohi-Jadu,1,mp3_192,kbd,1.186,991
020-06-Bola-Tigantabame,1,mp3_192,kbd,1.1771,282
021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc,1,mp3_192,kbd,1.191,646
022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas,1,mp3_192,kbd,1.1839,1001
023-01-Yusef-Lateef-Buddy-and-lou,1,mp3_192,kbd,1.1771,799
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue,1,mp3_192,kbd,1.2247,4
025-07-Bolalar-Lola,1,mp3_192,kbd,1.2771,149
026-06-Oumou-Dioubat-Siyala,1,mp3_192,kbd,1.3176,213
027-01-Dimlite-Kitty-Cradle-Fog,1,mp3_192,kbd,1.227,333
028-04-Lisu-Yue-phue-alcool-de-ma-s,1,mp3_192,kbd,1.3929,637
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul,1,mp3_192,kbd,1.2289,446
030-06-S-bastien-Tellier-Benny,1,mp3_192,kbd,1.2805,711
031-07-Shkoon-Just-Emma-Id,1,mp3_192,kbd,1.2281,454
032-05-2kilos-more-Cache-feu,1,mp3_192,kbd,1.2865,947
033-01-Daylight-Rising,1,mp3_192,kbd,1.1792,732
034-09-Snow-Ghosts-Bowline,1,mp3_192,kbd,1.2317,112
035-16-Slow-Air-In-Dropped-D,1,mp3_192,kbd,1.2514,760
036-08-Nicolas-Comment-Amaurose,1,mp3_192,kbd,1.2047,172
037-02-Super-Cayor-De-Dakar-Emboutaieillage,1,mp3_192,kbd,1.3333,295
038-11-Red-Hot-Chili-Peppers-This-velvet-glove,1,mp3_192,kbd,1.2674,304
039-13-Kat-Onoma-Change-blues,1,mp3_192,kbd,1.2262,345
040-11-Xploding-Plastix-Far-flung-tonic,1,mp3_192,kbd,1.1882,276
041-07-Mondkopf-Summer-afternoon-on-the-carribean-se,1,mp3_192,kbd,1.2364,103
042-04-Keletigui-et-ses-Tambourinis-Nadia,1,mp3_192,kbd,1.2781,586
043-03-Massive-Attack-Inertia-Creeps-Manic-Street-Pr,1,mp3_192,kbd,1.3059,431
044-02-Various-Artists-Ka-mea-mea,1,mp3_192,kbd,1.2203,901
045-08-DJ-Katapila-Trotro-instrumental,1,mp3_192,kbd,1.1628,169
046-04-Clelia-Felix-Shine-so-bright,1,mp3_192,kbd,1.2093,941
047-03-Lemma-Souad-Asla-Maachouk-Nbi,1,mp3_192,kbd,1.2455,767
048-08-Gabriel-Romero-La-Piragua,1,mp3_192,kbd,1.241,434
049-Nigeria-70-vol-1-Lagos-jump-09-Chief-Checker-Afr,1,mp3_192,kbd,1.2907,11
050-08-Boubacar-Traor-Pierrette,1,mp3_192,kbd,1.2874,495
051-07-Coldcut-x-On-U-Sound-Kajra-mohobbat-wala-feat,1,mp3_192,kbd,1.3533,856
052-06-Papa-Wemba-Efeka-mandundu,1,mp3_192,kbd,1.2209,892
053-03-Jupiter-Okwess-Ofakombolo,1,mp3_192,kbd,1.2381,417
054-10-George-Bruns-Two-dogs-and-a-cycle,1,mp3_192,kbd,1.2674,160
055-01-Godspeed-You-Black-Emperor-Undoing-a-luciferi,1,mp3_192,kbd,1.2671,362
056-14-Hlamalani,1,mp3_192,kbd,1.1667,681
057-02-Nass-El-Ghiwan-El-Mekkaoui-le-mecquois,1,mp3_192,kbd,1.297,805
058-01-Piny-Runa-Woko,1,mp3_192,kbd,1.4104,68
059-01-Genesis-Gospel-Singers-Momma-mo-akoma-ntutu,1,mp3_192,kbd,1.2771,269
060-13-Naomi-The-Boys-Bad-loser,1,mp3_192,kbd,1.2209,580
061-07-Black-Truth-Rhythm-Band-Imo,1,mp3_192,kbd,1.2529,207
062-03-Alpha-Blondy-Jah-glory,1,mp3_192,kbd,1.1905,886
063-09-Rodolphe-Burger-Billy-the-kid,1,mp3_192,kbd,1.2069,286
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo,1,mp3_192,kbd,1.2471,564
065-05-Quizas-Quizas,1,mp3_192,kbd,1.2093,568
066-04-Etoile-de-Dakar-My-wa-wa,1,mp3_192,kbd,1.1647,355
067-03-The-Streets-Let-s-push-things-forward,1,mp3_192,kbd,1.1744,716
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate,1,mp3_192,kbd,1.1667,1008
069-02-Eden-Ahbez-The-wanderer,1,mp3_192,kbd,1.2169,593
070-02-Guts-Good-morning,1,mp3_192,kbd,1.2169,369
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja,1,mp3_192,kbd,1.3068,424
072-05-Simo-Moumen-Samsara,1,mp3_192,kbd,1.2874,525
073-10-Vanilla-Fudge-Eleanor-rigby,1,mp3_192,kbd,1.3494,464
074-09-Koki-Nakano-Lift,1,mp3_192,kbd,1.2674,802
075-03-Jordi-Savall-El-rey-de-francia-esmirna,1,mp3_192,kbd,1.2934,469
076-20-Fran-ois-Couperin-O-salutaris,1,mp3_192,kbd,1.2143,775
077-01-Jaga-Jazzist-All-i-know-is-tonight,1,mp3_192,kbd,1.2242,755
078-04-Kat-Onoma-La-chambre,1,mp3_192,kbd,1.2485,578
079-04-Gwen-McCrae-Let-s-straighten-it-out,1,mp3_192,kbd,1.2299,298
000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout,1,mp3_320,kbd,1.2024,966
001-11-Gilbert-B-caud-Le-bain-de-minuit,1,mp3_320,kbd,1.1744,535
002-03-Hraach-Let-it-go,1,mp3_320,kbd,1.2317,485
003-01-Thor-Dari-lullaby,1,mp3_320,kbd,1.2326,735
004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye,1,mp3_320,kbd,1.314,76
005-17-Los-Seven-Del-Swing-Celoso,1,mp3_320,kbd,1.2387,17
006-09-Mahmoud-Ahmed-Tezeta,1,mp3_320,kbd,1.1902,516
007-07-Wax-Tailor-Positively-inclined-featuring-main,1,mp3_320,kbd,1.2716,349
008-06-The-Mebusas-Mr-bull-dog-original-45-version,1,mp3_320,kbd,1.1463,293
009-03-Ilya-Beshevli-To-solitude,1,mp3_320,kbd,1.1765,86
010-06-Jon-Hassell-These-times,1,mp3_320,kbd,1.1479,890
011-07-Ensemble-National-des-Percussions-de-Guin-e-K,1,mp3_320,kbd,1.375,281
012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro,1,mp3_320,kbd,1.227,346
013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary,1,mp3_320,kbd,1.1548,179
014-26-Dock-Walsh-Bathe-in-that-beautiful-pool,1,mp3_320,kbd,1.2073,310
015-08-Jos-Gonz-lez-Vissel,1,mp3_320,kbd,1.2927,627
016-03-Memory-Tapes-Green-knight,1,mp3_320,kbd,1.2048,125
017-13-Cafe-Del-Mar-Submariner,1,mp3_320,kbd,1.2771,659
018-04-Bag-o-wire-Resovoir,1,mp3_320,kbd,1.1667,13
019-04-Kohi-Jadu,1,mp3_320,kbd,1.2892,721
020-06-Bola-Tigantabame,1,mp3_320,kbd,1.1279,310
021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc,1,mp3_320,kbd,1.2963,91
022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas,1,mp3_320,kbd,1.3452,957
023-01-Yusef-Lateef-Buddy-and-lou,1,mp3_320,kbd,1.3218,111
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue,1,mp3_320,kbd,1.2024,443
025-07-Bolalar-Lola,1,mp3_320,kbd,1.2024,149
026-06-Oumou-Dioubat-Siyala,1,mp3_320,kbd,1.2189,369
027-01-Dimlite-Kitty-Cradle-Fog,1,mp3_320,kbd,1.2317,401
028-04-Lisu-Yue-phue-alcool-de-ma-s,1,mp3_320,kbd,1.3494,515
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul,1,mp3_320,kbd,1.2442,280
030-06-S-bastien-Tellier-Benny,1,mp3_320,kbd,1.1807,256
031-07-Shkoon-Just-Emma-Id,1,mp3_320,kbd,1.2927,914
032-05-2kilos-more-Cache-feu,1,mp3_320,kbd,1.2824,264
033-01-Daylight-Rising,1,mp3_320,kbd,1.2045,198
034-09-Snow-Ghosts-Bowline,1,mp3_320,kbd,1.3205,80
035-16-Slow-Air-In-Dropped-D,1,mp3_320,kbd,1.2,339
036-08-Nicolas-Comment-Amaurose,1,mp3_320,kbd,1.2706,105
037-02-Super-Cayor-De-Dakar-Emboutaieillage,1,mp3_320,kbd,1.2982,105
038-11-Red-Hot-Chili-Peppers-This-velvet-glove,1,mp3_320,kbd,1.2308,351
039-13-Kat-Onoma-Change-blues,1,mp3_320,kbd,1.2024,445
040-11-Xploding-Plastix-Far-flung-tonic,1,mp3_320,kbd,1.2298,20
041-07-Mondkopf-Summer-afternoon-on-the-carribean-se,1,mp3_320,kbd,1.2335,70
042-04-Keletigui-et-ses-Tambourinis-Nadia,1,mp3_320,kbd,1.3012,410
043-03-Massive-Attack-Inertia-Creeps-Manic-Street-Pr,1,mp3_320,kbd,1.2575,854
044-02-Various-Artists-Ka-mea-mea,1,mp3_320,kbd,1.2561,883
045-08-DJ-Katapila-Trotro-instrumental,1,mp3_320,kbd,1.2073,835
046-04-Clelia-Felix-Shine-so-bright,1,mp3_320,kbd,1.2927,586
047-03-Lemma-Souad-Asla-Maachouk-Nbi,1,mp3_320,kbd,1.2426,475
048-08-Gabriel-Romero-La-Piragua,1,mp3_320,kbd,1.2169,403
049-Nigeria-70-vol-1-Lagos-jump-09-Chief-Checker-Afr,1,mp3_320,kbd,1.1667,127
050-08-Boubacar-Traor-Pierrette,1,mp3_320,kbd,1.3018,935
051-07-Coldcut-x-On-U-Sound-Kajra-mohobbat-wala-feat,1,mp3_320,kbd,1.3452,480
052-06-Papa-Wemba-Efeka-mandundu,1,mp3_320,kbd,1.2771,615
053-03-Jupiter-Okwess-Ofakombolo,1,mp3_320,kbd,1.2919,339
054-10-George-Bruns-Two-dogs-and-a-cycle,1,mp3_320,kbd,1.1412,501
055-01-Godspeed-You-Black-Emperor-Undoing-a-luciferi,1,mp3_320,kbd,1.3491,36
056-14-Hlamalani,1,mp3_320,kbd,1.1882,900
057-02-Nass-El-Ghiwan-El-Mekkaoui-le-mecquois,1,mp3_320,kbd,1.3537,294
058-01-Piny-Runa-Woko,1,mp3_320,kbd,1.2048,997
059-01-Genesis-Gospel-Singers-Momma-mo-akoma-ntutu,1,mp3_320,kbd,1.1529,50
060-13-Naomi-The-Boys-Bad-loser,1,mp3_320,kbd,1.2892,80
061-07-Black-Truth-Rhythm-Band-Imo,1,mp3_320,kbd,1.253,134
062-03-Alpha-Blondy-Jah-glory,1,mp3_320,kbd,1.3168,724
063-09-Rodolphe-Burger-Billy-the-kid,1,mp3_320,kbd,1.3091,791
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo,1,mp3_320,kbd,1.2471,609
065-05-Quizas-Quizas,1,mp3_320,kbd,1.193,959
066-04-Etoile-de-Dakar-My-wa-wa,1,mp3_320,kbd,1.1765,257
067-03-The-Streets-Let-s-push-things-forward,1,mp3_320,kbd,1.2638,30
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate,1,mp3_320,kbd,1.3415,692
069-02-Eden-Ahbez-The-wanderer,1,mp3_320,kbd,1.2,134
070-02-Guts-Good-morning,1,mp3_320,kbd,1.3415,894
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja,1,mp3_320,kbd,1.1809,39
072-05-Simo-Moumen-Samsara,1,mp3_320,kbd,1.3099,888
073-10-Vanilla-Fudge-Eleanor-rigby,1,mp3_320,kbd,1.1807,310
074-09-Koki-Nakano-Lift,1,mp3_320,kbd,1.0971,143
075-03-Jordi-Savall-El-rey-de-francia-esmirna,1,mp3_320,kbd,1.2235,522
076-20-Fran-ois-Couperin-O-salutaris,1,mp3_320,kbd,1.227,315
077-01-Jaga-Jazzist-All-i-know-is-tonight,1,mp3_320,kbd,1.241,483
078-04-Kat-Onoma-La-chambre,1,mp3_320,kbd,1.2824,613
079-04-Gwen-McCrae-Let-s-straighten-it-out,1,mp3_320,kbd,1.2455,758
000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout,1,mp3_V0,kbd,1.2771,425
001-11-Gilbert-B-caud-Le-bain-de-minuit,1,mp3_V0,kbd,1.2143,569
002-03-Hraach-Let-it-go,1,mp3_V0,kbd,1.1534,446
003-01-Thor-Dari-lullaby,1,mp3_V0,kbd,1.2907,432
004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye,1,mp3_V0,kbd,1.3523,946
005-17-Los-Seven-Del-Swing-Celoso,1,mp3_V0,kbd,1.2547,191
006-09-Mahmoud-Ahmed-Tezeta,1,mp3_V0,kbd,1.2195,371
007-07-Wax-Tailor-Positively-inclined-featuring-main,1,mp3_V0,kbd,1.2771,794
008-06-The-Mebusas-Mr-bull-dog-original-45-version,1,mp3_V0,kbd,1.2139,130
009-03-Ilya-Beshevli-To-solitude,1,mp3_V0,kbd,1.1864,556
010-06-Jon-Hassell-These-times,1,mp3_V0,kbd,1.2683,253
011-07-Ensemble-National-des-Percussions-de-Guin-e-K,1,mp3_V0,kbd,1.2169,640
012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro,1,mp3_V0,kbd,1.1779,666
013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary,1,mp3_V0,kbd,1.2695,322
014-26-Dock-Walsh-Bathe-in-that-beautiful-pool,1,mp3_V0,kbd,1.1446,527
015-08-Jos-Gonz-lez-Vissel,1,mp3_V0,kbd,1.2317,151
016-03-Memory-Tapes-Green-knight,1,mp3_V0,kbd,1.2118,806
017-13-Cafe-Del-Mar-Submariner,1,mp3_V0,kbd,1.1628,826
018-04-Bag-o-wire-Resovoir,1,mp3_V0,kbd,1.3214,973
019-04-Kohi-Jadu,1,mp3_V0,kbd,1.3006,998
020-06-Bola-Tigantabame,1,mp3_V0,kbd,1.237,902
021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc,1,mp3_V0,kbd,1.2047,982
022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas,1,mp3_V0,kbd,1.1429,700
023-01-Yusef-Lateef-Buddy-and-lou,1,mp3_V0,kbd,1.2118,108
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue,1,mp3_V0,kbd,1.2386,897
025-07-Bolalar-Lola,1,mp3_V0,kbd,1.321,797
026-06-Oumou-Dioubat-Siyala,1,mp3_V0,kbd,1.1579,98
027-01-Dimlite-Kitty-Cradle-Fog,1,mp3_V0,kbd,1.4321,692
028-04-Lisu-Yue-phue-alcool-de-ma-s,1,mp3_V0,kbd,1.2093,999
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul,1,mp3_V0,kbd,1.2558,79
030-06-S-bastien-Tellier-Benny,1,mp3_V0,kbd,1.2619,946
031-07-Shkoon-Just-Emma-Id,1,mp3_V0,kbd,1.2147,1010
032-05-2kilos-more-Cache-feu,1,mp3_V0,kbd,1.1765,905
033-01-Daylight-Rising,1,mp3_V0,kbd,1.2189,102
034-09-Snow-Ghosts-Bowline,1,mp3_V0,kbd,1.2671,494
035-16-Slow-Air-In-Dropped-D,1,mp3_V0,kbd,1.2299,605
036-08-Nicolas-Comment-Amaurose,1,mp3_V0,kbd,1.3133,127
037-02-Super-Cayor-De-Dakar-Emboutaieillage,1,mp3_V0,kbd,1.1086,168
038-11-Red-Hot-Chili-Peppers-This-velvet-glove,1,mp3_V0,kbd,1.2326,176
039-13-Kat-Onoma-Change-blues,1,mp3_V0,kbd,1.3214,602
040-11-Xploding-Plastix-Far-flung-tonic,1,mp3_V0,kbd,1.3374,698
041-07-Mondkopf-Summer-afternoon-on-the-carribean-se,1,mp3_V0,kbd,1.321,52
042-04-Keletigui-et-ses-Tambourinis-Nadia,1,mp3_V0,kbd,1.2471,226
043-03-Massive-Attack-Inertia-Creeps-Manic-Street-Pr,1,mp3_V0,kbd,1.0843,794
044-02-Various-Artists-Ka-mea-mea,1,mp3_V0,kbd,1.2216,130
045-08-DJ-Katapila-Trotro-instrumental,1,mp3_V0,kbd,1.1905,934
046-04-Clelia-Felix-Shine-so-bright,1,mp3_V0,kbd,1.2606,21
047-03-Lemma-Souad-Asla-Maachouk-Nbi,1,mp3_V0,kbd,1.275,858
048-08-Gabriel-Romero-La-Piragua,1,mp3_V0,kbd,1.4217,44
049-Nigeria-70-vol-1-Lagos-jump-09-Chief-Checker-Afr,1,mp3_V0,kbd,1.2875,170
050-08-Boubacar-Traor-Pierrette,1,mp3_V0,kbd,1.1628,507
051-07-Coldcut-x-On-U-Sound-Kajra-mohobbat-wala-feat,1,mp3_V0,kbd,1.3091,418
052-06-Papa-Wemba-Efeka-mandundu,1,mp3_V0,kbd,1.4904,539
053-03-Jupiter-Okwess-Ofakombolo,1,mp3_V0,kbd,1.2625,333
054-10-George-Bruns-Two-dogs-and-a-cycle,1,mp3_V0,kbd,1.3012,838
055-01-Godspeed-You-Black-Emperor-Undoing-a-luciferi,1,mp3_V0,kbd,1.3133,356
056-14-Hlamalani,1,mp3_V0,kbd,1.2814,108
057-02-Nass-El-Ghiwan-El-Mekkaoui-le-mecquois,1,mp3_V0,kbd,1.4051,14
058-01-Piny-Runa-Woko,1,mp3_V0,kbd,1.1786,200
059-01-Genesis-Gospel-Singers-Momma-mo-akoma-ntutu,1,mp3_V0,kbd,1.2848,773
060-13-Naomi-The-Boys-Bad-loser,1,mp3_V0,kbd,1.2,976
061-07-Black-Truth-Rhythm-Band-Imo,1,mp3_V0,kbd,1.1667,834
062-03-Alpha-Blondy-Jah-glory,1,mp3_V0,kbd,1.1605,889
063-09-Rodolphe-Burger-Billy-the-kid,1,mp3_V0,kbd,1.25,647
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo,1,mp3_V0,kbd,1.2222,821
065-05-Quizas-Quizas,1,mp3_V0,kbd,1.2824,267
066-04-Etoile-de-Dakar-My-wa-wa,1,mp3_V0,kbd,1.1905,13
067-03-The-Streets-Let-s-push-things-forward,1,mp3_V0,kbd,1.3095,583
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate,1,mp3_V0,kbd,1.1905,719
069-02-Eden-Ahbez-The-wanderer,1,mp3_V0,kbd,1.25,217
070-02-Guts-Good-morning,1,mp3_V0,kbd,1.1548,271
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja,1,mp3_V0,kbd,1.3222,464
