path_hash,source,ratio_max,cutoff,admitted
974d5c0d33b1526b,library,1.3146,21000.0,1
97d9f1702770806d,library,1.3913,20500.0,1
97fed9a0af3050cb,library,1.2381,22050.0,1
9815fc28ea87c78c,library,1.2453,20750.0,1
98344e6e724b6bb1,library,1.2716,22050.0,1
9865589d119137e9,library,1.3656,21250.0,1
987235a29b7f07e8,library,1.2706,19500.0,1
98a187848ddf36b2,library,1.1772,22050.0,1
98cc16424fa65f3d,library,1.2593,22050.0,1
995d7d02cee8fe79,library,1.2704,18250.0,1
9984a1fc54a3144f,library,1.3418,20500.0,1
9a347ab9d50f3c9b,library,1.2547,20750.0,1
9af29d912178aa60,library,1.2139,22050.0,1
9b4acfb1038ceb00,library,1.2606,22050.0,1
9bb37e5a013eb435,library,1.2588,22050.0,1
9c0b316bad3bab42,library,1.2663,21750.0,1
9c6c90e2d95d102c,library,1.2976,22050.0,1
9c76b8701703c604,library,1.1636,20750.0,1
9c7fb3520e5041ec,library,1.2716,22050.0,1
9ce8a8ce4b7f069d,library,1.2289,21750.0,1
9d4727123d89c633,library,1.3789,22050.0,1
9d703aaf87488a22,library,1.1852,22050.0,1
9db7452c3f67d5c1,library,1.2270,22050.0,1
9dede046a3434814,library,1.2558,22050.0,1
9e47f4702f79aaa9,library,1.1868,16000.0,0
9e7ba70963dfbadd,library,1.2500,22050.0,1
9ebf169dac51b1e2,library,1.4601,21500.0,1
9ee20873952c435c,library,1.2071,22050.0,1
9ef485dcafc04ac6,library,1.2024,20500.0,1
9f0e8ea91edecfcd,library,1.2073,20750.0,1
9f8433be819407d0,library,1.2209,21250.0,1
9fcd82a3b0d8f4e5,library,1.3373,22050.0,1
9fe8b6c50cb69829,library,1.1951,22050.0,1
9feaabd7025d5eda,library,1.2179,21000.0,1
a0aeb227399a3b7e,library,1.3375,22050.0,1
a0fd7455f270ba21,library,1.2564,18000.0,1
a1b00b5f8e424495,library,1.2299,22050.0,1
a1cf19ae0c6eef8a,library,1.1950,21000.0,1
a1d08844f777a4f6,library,1.3892,22050.0,1
a1e305637658e509,library,1.2164,22050.0,1
a20399791616701a,library,1.2346,20250.0,1
a26a77950ad99499,library,1.2692,20250.0,1
a297a6d0feb81f35,library,1.3418,22050.0,1
a2bbe7d6713c806c,library,1.3012,20000.0,1
a2be5c3914212b5c,library,1.1975,21000.0,1
a379bb05054ccb07,library,1.1807,22050.0,1
a3fff74a49528fbe,library,1.2515,22050.0,1
a431f5155c96c3be,library,1.2749,22050.0,1
a54f8afbfb62dde2,library,1.1899,22050.0,1
a58986b7d009f6f3,library,1.2683,22050.0,1
a67386866b562070,library,1.2410,22050.0,1
a6b9a90005b107b9,library,1.2114,21750.0,1
a6e5e84e28e6ac19,library,1.2235,20000.0,1
a6f4571ac07cdc2a,library,1.3976,22050.0,1
a79cce2900d6386b,library,1.2222,21750.0,1
a84d52f01b5084a6,library,1.4037,22050.0,1
a86b36f042b887f3,library,1.2747,22050.0,1
a8f26872d2be380f,library,1.2907,18500.0,1
a970b8edfb3a3bde,library,1.2658,21000.0,1
a97cd672767881dd,library,1.3136,22050.0,1
a9c2888a60186bdd,library,1.5000,22050.0,1
aa006439501de009,library,1.1625,22050.0,1
aa1906f155c21087,library,1.4074,22050.0,1
aa41bd69e9305f59,library,1.2289,22050.0,1
aaf87448f7765705,library,1.3012,22050.0,1
ab144557daedb786,library,1.2866,22050.0,1
ab47f18febd1e94a,library,1.2157,22050.0,1
ab7358c6aeca3b5a,library,1.3483,16500.0,0
abbc1ff59ded8dee,library,1.2289,22050.0,1
ac8618fbc55704c1,library,1.2841,22050.0,1
aca2410cd4292022,library,1.3250,22050.0,1
adbcfe9784914eec,library,1.4083,20250.0,1
ae564c35afbeeccd,library,1.2469,21500.0,1
ae8ea632978274b0,library,1.2381,22050.0,1
aeb7d68e362b123b,library,1.2118,22050.0,1
aee9c7277a677a76,library,1.3038,21250.0,1
aef67f81db02fe97,library,1.3590,22050.0,1
aefc93a9a177569e,library,1.2500,22050.0,1
af0b4168a5f9e0be,library,1.2795,22050.0,1
af19b94b1f6cd5fe,library,1.2484,22050.0,1
af26270223c847c2,library,1.2500,22050.0,1
af3128d511d19bcc,library,1.1928,22050.0,1
af6ae424c7fcf01d,library,1.3462,22050.0,1
b019c9e1174ddf96,library,1.2353,18500.0,1
b02e052ff609a1df,library,1.3133,21250.0,1
b07e3952e839dc37,library,1.2956,22050.0,1
b09bc2b992e41808,library,1.3095,22050.0,1
b0a9b2018c7c88a5,library,1.2159,22050.0,1
b1818e613dd6e6b5,library,1.2298,21250.0,1
b18374d78af5409a,library,1.2195,22050.0,1
b375a8789f71d057,library,1.2022,22050.0,1
b3e66c753ea2c340,library,1.3625,21000.0,1
b41cf66d7c50a3b7,library,1.2883,22050.0,1
b4fd5d5bc55b4033,library,1.2289,22050.0,1
b565ab76a2067525,library,1.3253,22050.0,1
b572070316b75cc1,library,1.2701,22050.0,1
b5e96800e67ac07f,library,1.2638,21000.0,1
b6036d4b038e7094,library,1.3168,22050.0,1
b65b91b6967d095e,library,1.3187,22050.0,1
b69d2d92fc898d90,library,1.2164,18000.0,1
b7b4b32ce8568958,library,1.2515,22050.0,1
b8215013c0f268ba,library,1.2235,22050.0,1
b8ed9fdcc68f2c5f,library,1.2976,21000.0,1
b95db156b761bd73,library,1.2317,21500.0,1
b9dcc4bad4e1884a,library,1.2561,20750.0,1
b9eced2af74a2fc7,library,1.2262,22050.0,1
baaa8fc6d360c369,library,1.2683,22050.0,1
baef7214db2e5d48,library,1.2716,20500.0,1
bb7726fc2d0acffd,library,1.3333,22050.0,1
bcb54be6698460cc,library,1.3576,21000.0,1
bd1160e88d928403,library,1.3086,20750.0,1
bd9077af7c9b61b3,library,1.2184,22050.0,1
bda12b3eae4bca68,library,1.2500,20250.0,1
bdabb95f5530c765,library,1.1856,22050.0,1
bde9900962e179f9,library,1.2619,22050.0,1
be7367bf0b580436,library,1.2381,21000.0,1
be83ff7327c1d57c,library,1.1688,22050.0,1
beacd033521760f5,library,1.3939,22050.0,1
befe3e73381723cd,library,1.3416,22050.0,1
bf0cd0faccd03720,library,1.2216,22050.0,1
bf2bbac6e6dcaa50,library,1.2727,20500.0,1
c01cd53b951661e6,library,1.4000,22050.0,1
c0229aabb49444f8,library,1.2561,21250.0,1
c07a8bad56b88fc3,library,1.1566,21250.0,1
c0ee0c3f68966ad1,library,1.2105,22050.0,1
c15453b079cf300b,library,1.2671,22050.0,1
c2b21a52cd7a22bc,library,1.1500,20750.0,1
c31362efb7b8846f,library,1.2750,21500.0,1
c354ca8ba65e13dd,library,1.3452,20750.0,1
c3743cb7b122d0e3,library,1.3882,22050.0,1
c383a51238a5a780,library,1.2353,22050.0,1
c44b032cd47e0859,library,1.2761,21500.0,1
c47dda38c5fd216e,library,1.2308,22050.0,1
c5236c17f4bf4be1,library,1.3418,19500.0,1
c55aaeca0eac2475,library,1.2189,22050.0,1
c56131ff9b18482e,library,1.3415,21750.0,1
c56f073709088162,library,1.2469,22050.0,1
c5cda838b6a23ad8,library,1.2857,22050.0,1
c64ff7366c6d11b0,library,1.3491,22050.0,1
c661a614323ec02d,library,1.3373,22050.0,1
c678838a02397c02,library,1.2683,22050.0,1
c694ce86f35ef3e2,library,1.2706,21250.0,1
c75f5937d8721ba3,library,1.2335,22050.0,1
c76a610f3f26f650,library,1.2949,21500.0,1
c788957c6428840f,library,1.2201,22050.0,1
c7d16989ee072b19,library,1.2791,22050.0,1
c8480fde36541298,library,1.2078,20750.0,1
c886a194a02509a0,library,1.2298,20750.0,1
c8f234f52d36796c,library,1.2695,22050.0,1
c98aeb13e1510107,library,1.2579,22050.0,1
c98dbfbb1d931559,library,1.2658,21500.0,1
c9e3d18996ea5094,library,1.3653,20500.0,1
ca1589de3ef28467,library,1.4474,48000.0,1
ca163787afd8d6bc,library,1.3117,22050.0,1
ca4fe05d88b2daab,library,1.3580,22050.0,1
caa2e8924d36dd38,library,1.3000,22050.0,1
cad4209a32a16bb3,library,1.2970,22050.0,1
cae2afe67e4454e0,library,1.2625,20750.0,1
caede95602ef5f1c,library,1.3161,22050.0,1
caf11394ecbc4641,library,1.3765,22050.0,1
cb72572467633566,library,1.2866,22050.0,1
cbdbdd25b5babe2f,library,1.2073,21500.0,1
ccde37ebf9238fb9,library,1.2335,22050.0,1
cd6bde487431e7b1,library,1.2157,22050.0,1
cd70df0303c891a8,library,1.2638,22050.0,1
cd905483599bbfc3,library,1.2500,20500.0,1
cd9fca8fe0690d01,library,1.3500,22050.0,1
cdd74ddc7cbfb68f,library,1.1928,22050.0,1
ce5c43d980b8d57d,library,1.2073,22050.0,1
cea06b3ed10f239c,library,1.2169,19500.0,1
cec27919e9e4e2d1,library,1.2883,21500.0,1
cf5e155a4fc8dc11,library,1.3580,22050.0,1
d04c67aee6585ddb,library,1.2000,21250.0,1
d0aa15f6d7dc9e2e,library,1.2048,22050.0,1
d11f913b031be716,library,1.3892,22050.0,1
d12e524948832947,library,1.1935,22050.0,1
d1b16cfe454f9d63,library,1.2216,21250.0,1
d1b3d3ed246e40f4,library,1.2717,22050.0,1
d1d73b1e6fd7610b,library,1.2442,22050.0,1
d1e37176b33be157,library,1.2949,18250.0,1
d1f97bfbadb9dcce,library,1.2235,22050.0,1
d2159c493b1ee6d4,library,1.2982,19500.0,1
d2440a2907aa6841,library,1.2692,22050.0,1
d31d4a74f0534ce1,library,1.2532,22050.0,1
d3a5d1fb91fbcb18,library,1.2874,21750.0,1
d3cc7fedd3384f7f,library,1.3212,22050.0,1
d4160f0baaaff575,library,1.4458,22050.0,1
d43d676943b74a35,library,1.3000,22050.0,1
d4522e014f7960a9,library,1.2262,18250.0,1
d48add5a52eccc58,library,1.4419,22050.0,1
d5032b64f41fafcc,library,1.3567,22050.0,1
d50f0a271dde9ff4,library,1.3494,22050.0,1
d516787b9980211b,library,1.2625,22050.0,1
d5469e93e7383c25,library,1.2564,22050.0,1
d5d36fae0f538402,library,1.2597,22050.0,1
d62f06411ed40faf,library,1.3924,22050.0,1
d63030b50ee38a25,library,1.3077,22050.0,1
d6a00f2aa65023d1,library,1.3373,15250.0,0
d6b972f9463874b5,library,1.2771,22050.0,1
d6e8f98767b91b4e,library,1.2963,18250.0,1
d6fdb2c59fdc2f2a,library,1.3133,22050.0,1
d7a33c27b428d23b,library,1.3086,22050.0,1
d7ab971059907a00,library,1.3375,17250.0,0
d80c126f0d28a9ac,library,1.2169,22050.0,1
d812a545aa94e8d6,library,1.2174,17750.0,0
d833b97283f519f7,library,1.3059,20750.0,1
d8b7ecac74b58536,library,1.3049,21250.0,1
d93e31d4e3648785,library,1.2976,22050.0,1
d95e7d09bdbf61e0,library,1.2857,22050.0,1
d9d91725a96c43b5,library,1.2593,19750.0,1
da70feba374132af,library,1.2375,21750.0,1
dac3319293b41ddf,library,1.2848,22050.0,1
db065fce7b80a771,library,1.3129,22050.0,1
dc566f6f48470609,library,1.2588,22050.0,1
dc7a26cd836e91e5,library,1.3953,22050.0,1
dd2b10490b1c6128,library,1.4088,22050.0,1
dd3957bc2e7fa4a3,library,1.2830,21250.0,1
dd62ddc6881c2f76,library,1.2000,22050.0,1
dd9d4b004114d575,library,1.2830,20750.0,1
de0cb2c9d5496379,library,1.1856,22050.0,1
de3a4356ab2688f9,library,1.1728,22050.0,1
de5d6f5b1d803f78,library,1.2398,22050.0,1
de9b220b6191cc74,library,1.2892,22050.0,1
dec461c33f1ee3e2,library,1.2840,21250.0,1
deecb8941efbda55,library,1.2353,22050.0,1
df3dc364d95e854b,library,1.2442,21750.0,1
df44f04eac198ce3,library,1.2530,22050.0,1
e0ed0e9f3ced99b1,library,1.2060,22050.0,1
e1194dfc78393717,library,1.2442,22050.0,1
e21a83f068c15849,library,1.3252,18500.0,1
e277ad612e8ccefe,library,1.2375,19250.0,1
e2931b9af0759856,library,1.2963,20750.0,1
e2ed642367a8e80c,library,1.4337,22050.0,1
e304274a60543f78,library,1.3609,22050.0,1
e35c94c57ccfed16,library,1.2840,22050.0,1
e3682cefc0a13903,library,1.2907,20500.0,1
e3b46c37d8fdc25f,library,1.2927,21250.0,1
e3f5f487b0046519,library,1.2956,22050.0,1
e5273fca8539be88,library,1.2588,22050.0,1
e537f27325768c23,library,1.1625,22050.0,1
e54af4308d9ac746,library,1.4146,22050.0,1
e556fcfb3f448d1a,library,1.3256,21000.0,1
e574bb6edadaa166,library,1.2500,22050.0,1
e5ed647703e271b7,library,1.2067,22050.0,1
e66dd87e83c7a74b,library,1.1750,21250.0,1
e76d7eab88f7ce8a,library,1.2216,22050.0,1
e79fbcaa3eb0af20,library,1.2927,22050.0,1
e827967054ba3b7c,library,1.3416,21250.0,1
e868d4771e1a1925,library,1.2848,22050.0,1
e89935d94cb09ff1,library,1.3018,22050.0,1
e9d616375585b744,library,1.2651,22050.0,1
ea0f046c7b1b45a8,library,1.2442,22050.0,1
ea8672b2ef635e15,library,1.3049,22050.0,1
eacf9367d45d2387,library,1.2471,21250.0,1
ead4c37ac9223506,library,1.2865,21250.0,1
eb2bf473fb29c3dd,library,1.2453,22050.0,1
eb35924a7e7d9704,library,1.3171,22050.0,1
eba3ff33d9327571,library,1.2023,19000.0,1
ebd9be05385b4f59,library,1.3171,22050.0,1
ebf0304b70330eea,library,1.4634,21250.0,1
ec025e5cd4dcdf68,library,1.3293,20750.0,1
ec1e9bc1076f29de,library,1.2704,22050.0,1
ec31b6903962327f,library,1.3421,22050.0,1
ec46cf0577ed4291,library,1.2727,22050.0,1
ec4ca9ad818ca7f1,library,1.2716,20500.0,1
ed2b938dca9ddc3d,library,1.3012,22050.0,1
ed6d56d30883c122,library,1.3956,22050.0,1
ee3c59db1e543f02,library,1.2529,22050.0,1
ee4be2ff87fa4f4b,library,1.2927,22050.0,1
ee647aa57445bafe,library,1.3049,22050.0,1
ee81167aeaf45e67,library,1.2706,22050.0,1
ef11a4fcced560db,library,1.2717,22050.0,1
ef221158442acc5d,library,1.2716,22050.0,1
ef295678128f8d99,library,1.3043,21250.0,1
ef4710ae4ddde2dd,library,1.2821,21250.0,1
efe81372bdbe168c,library,1.1463,21250.0,1
eff98c5e27c96cfd,library,1.2222,16500.0,0
f0646a88f5e507d4,library,1.3171,22050.0,1
f0b1884f16002072,library,1.2118,18750.0,1
f0d7418f26f6f8fa,library,1.3165,22050.0,1
f11f70c734b60d04,library,1.2771,22050.0,1
f1a2d45ec4c75dd9,library,1.2989,18000.0,1
f21197ab2e4979c5,library,1.3415,22050.0,1
f25f023e401d46ee,library,1.3171,22050.0,1
f2deddbee24a9799,library,1.2903,22050.0,1
f2e3f51ddd326e17,library,1.2386,22050.0,1
f2e5c71f346f7d24,library,1.2632,15500.0,0
f2ffc17cd7399179,library,1.1534,22050.0,1
f31fa238287b18ef,library,1.2375,21000.0,1
f323e6453b83844d,library,1.1925,21500.0,1
f346901e83bbf5b5,library,1.2469,21500.0,1
f383e4e1088d9700,library,1.2716,22050.0,1
f39ff6f0623c8864,library,1.2883,20000.0,1
f3e3f33a57bd8ec6,library,1.2485,21000.0,1
f3e9ded8bf41c956,library,1.3292,22050.0,1
f3fa1d93cb29e4fc,library,1.3537,22050.0,1
f41ddc637fc0ddc2,library,1.3614,21250.0,1
f43997352b95dbe9,library,1.2530,21750.0,1
f4a0a7b94f97a023,library,1.2317,22050.0,1
f55fb48a787297fa,library,1.4233,22050.0,1
f59b4bf7b45e36d9,library,1.2096,22050.0,1
f5e6c86bb43e2917,library,1.2805,21000.0,1
f5e895e626afd516,library,1.2637,16750.0,0
f62c623e78de1dab,library,1.2638,22050.0,1
f63efe0233f1e86d,library,1.3659,21000.0,1
f646f6073a53f95a,library,1.3049,22050.0,1
f711aaa93160384d,library,1.3684,22050.0,1
f75af7ffb2d97821,library,1.3174,22050.0,1
f75bea7d5da809b6,library,1.2099,21750.0,1
f76b165fa44a5e4d,library,1.2588,22050.0,1
f8120551f568a1a8,library,1.2692,22050.0,1
f8836cd399a788c6,library,1.2558,22050.0,1
f8fdd8d02f6382fd,library,1.2242,22050.0,1
fa4ea1670a1c6773,library,1.2093,22050.0,1
fa5e17adb0d35f77,library,1.2800,22050.0,1
fab9bac1872fa7a1,library,1.3171,22050.0,1
fb15601845e3c20e,library,1.2955,22050.0,1
fb78fb6f6bedefcf,library,1.2674,22050.0,1
fbbb4b1bcba42802,library,1.3459,21500.0,1
fbeb3188e479c7fe,library,1.3412,21500.0,1
fbf64730d8ac1e36,library,1.2242,21750.0,1
fc08d70374eba9d8,library,1.3413,21750.0,1
fcfab1cf32833ffc,library,1.3292,21750.0,1
fdc15ea76aa59d0d,library,1.2956,20750.0,1
fdfd3d8f36610af7,library,1.2500,22050.0,1
febcdf6d367513b0,library,1.2683,22050.0,1
fefd71c95606ecca,library,1.2471,21000.0,1
ff13975b15c97095,library,1.2532,21250.0,1
ff15c49cd8efa19d,library,1.2222,20750.0,1
ff6b831c643ba932,library,1.4198,21500.0,1
ff8603340a2ec629,library,1.2515,20500.0,1
ffc44cf6659b67e8,library,1.3614,21500.0,1
ffe3f590d11c3e6c,library,1.3457,21500.0,1
fff936ed419b49a5,library,1.1572,22050.0,1
